"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Eukaryotic Translation Elongation R-HSA-156842",3.68892789987143e-31,3.92870821336308e-28,1.45334466856494,-0.687163500228101,-4.52805103630095,87,"RPS12;RPL23;RPL30;RPS16;RPL19;RPLP2;RPS29;RPS7;RPL18;RPS13;EEF1D;RPS3;RPS6;RPL27A;RPS9;RPL21;RPS27A;RPS25;RPS17;RPLP0;RPL39;RPLP1;RPS20;RPL11;RPL12;RPL9;RPS14;RSL24D1;RPL27;RPS23;RPS2;RPL32;RPL28;FAU;RPL37;RPS27;RPS8;RPL8;EEF1B2;RPL35;RPL34;RPS19;RPS4X;RPL37A;RPL5;RPL29;RPL36;RPL35A;RPL36AL;RPL18A;RPS15;RPL36A;RPS3A;RPL15;RPL39L;UBA52"
"Translation Initiation Complex Formation R-HSA-72649",9.0048083584764e-22,4.79506045088868e-19,1.20397524075264,-0.707488684425688,-4.18007387748449,57,"RPS12;RPS16;RPS29;EIF4A1;RPS7;RPS13;RPS3;RPS6;RPS9;RPS27A;RPS25;RPS17;RPS20;EIF4B;RPS14;EIF3B;EIF3A;EIF4H;RPS23;RPS2;FAU;EIF3G;EIF3H;RPS27;RPS8;EIF1AX;EIF3J;EIF3K;PABPC1;RPS19;RPS4X;EIF3F;EIF4E;RPS15;EIF4G1;EIF3C;RPS3A"
"Ribosomal Scanning And Start Codon Recognition R-HSA-72702",2.24712956973091e-21,7.86733456256587e-19,1.19534448258848,-0.70032221783404,-4.13773205569559,57,"RPS12;RPS16;RPS29;EIF4A1;RPS7;RPS13;RPS3;RPS6;RPS9;RPS27A;RPS25;RPS17;RPS20;EIF4B;RPS14;EIF3B;EIF3A;EIF4H;RPS23;RPS2;FAU;EIF3G;EIF3H;RPS27;RPS8;EIF1AX;EIF3J;EIF3K;RPS19;RPS4X;EIF3F;EIF4E;RPS15;EIF4G1;EIF3C;RPS3A"
"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",2.9548674413393e-21,7.86733456256587e-19,1.19534448258848,-0.697021493181827,-4.06459115656276,58,"RPS12;RPS16;RPS29;EIF4A1;RPS7;RPS13;RPS3;RPS6;RPS9;RPS27A;RPS25;RPS17;RPS20;EIF4B;RPS14;EIF3B;EIF3A;EIF4H;RPS23;RPS2;FAU;EIF3G;EIF3H;RPS27;RPS8;EIF1AX;EIF3J;EIF3K;PABPC1;RPS19;RPS4X;EIF3F;EIF4E;RPS15;EIF4G1;EIF3C;RPS3A"
"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",6.82608341631396e-19,1.45395576767487e-16,1.12391496374483,-0.701237030579908,-3.94839511350052,50,"RPS12;RPS16;RPS29;RPS7;RPS13;RPS3;RPS6;RPS9;RPS27A;RPS25;RPS17;RPS20;RPS14;EIF3B;EIF3A;RPS23;RPS2;FAU;EIF3G;EIF3H;RPS27;RPS8;EIF1AX;EIF3J;EIF3K;RPS19;RPS4X"
"SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678",3.54627637288992e-14,6.29464056187961e-12,0.965327754226083,-0.635091625541299,-3.62496963981473,47,"RPS12;SNRPD3;RPS16;RPS29;RPS7;RPS13;RPS3;RPS6;RPS9;RPS27A;RPS25;RPS17;RPS20;SMN1;RPS14;RPS23;RPS2;FAU;RPS27;RPS8;SNRPG;RPS19;RPS4X"
"Complex I Biogenesis R-HSA-6799198",2.37645516907877e-06,0.000339128227273582,0.627256739718528,-0.395506937320614,-2.23389315556235,51,"TMEM126B;ACAD9;NDUFS4;NDUFV2;NDUFA12;NDUFB8;NDUFB2;NDUFAF3;NDUFA1;NDUFA10;NDUFV1;NDUFB3;NDUFA13;NDUFA3;NDUFS5;NDUFB1;NDUFB6;NDUFB4;NDUFA2;NDUFS7;NDUFS6;NDUFS2;NDUFA5"
"Formation Of ATP By Chemiosmotic Coupling R-HSA-163210",2.54744208280625e-06,0.000339128227273582,0.627256739718528,-0.687401987546027,-2.76988480449504,16,"ATP5MC2;ATP5F1A;ATP5MC1;ATP5F1B;ATP5PO;ATP5F1C;ATP5ME;ATP5PB;ATP5MC3;ATP5F1D;ATP5PF"
"Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957",6.72585027641671e-06,0.000795892282709311,0.610526878385931,-0.541920233072629,-2.62386782058197,26,"TUBB4A;PFDN2;TUBA1C;VBP1;TUBB4B;CCT3;TUBB2B;TUBB;TUBA3D;PFDN5;CCT8;CCT7;CCT5"
"Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958",9.81243051086362e-06,0.00104502384940698,0.593325476396405,-0.473086891086801,-2.34070379905509,30,"TUBB4A;PFDN2;TUBA1C;VBP1;TUBB4B;CCT3;TUBB2B;TUBB;TUBA3D;PFDN5"
"RHO GTPases Activate PAKs R-HSA-5627123",1.63589133147823e-05,0.00158384024365846,0.575610261071129,-0.565140540802771,-2.46911613026879,21,"MYLK;RNASE1;PPP1CB;CTTN;MYL6;CDC42;MYL12B"
"RHO GTPases Activate CIT R-HSA-5625900",1.84119794049305e-05,0.00163406317218759,0.575610261071129,-0.594907849339125,-2.5749147663115,19,"RNASE1;RHOA;PPP1CB;CDKN1B;MYL6;MYL12B;LLGL1"
"Nuclear Events Mediated By NFE2L2 R-HSA-9759194",2.69889638966032e-05,0.00221101896537557,0.575610261071129,-0.30669678696153,-1.95810759422163,76,"PRDX1;RBX1;PSMB7;GCLC;TALDO1;RPS27A;PSMB6;SEM1;PSMD3;SQSTM1;PHGDH;PSMA2;PSMD14;MYC;ATF4;PSME1;PSMD4;PSMA1;SLC7A11;SKP1;PSME2"
"Semaphorin Interactions R-HSA-373755",3.02449752351199e-05,0.00230077847324305,0.575610261071129,-0.33015810986847,-2.05263218526888,63,"RNASE1;PLXNB3;RHOA;SEMA4D;SEMA6A;ITGB1;DPYSL2;MYL6;PLXNB1;MYL12B;DPYSL5;FYN;TLN1"
"Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505",5.76651020793882e-05,0.00409422224763656,0.557332238758646,-0.435867001863149,-2.2601796084813,35,"HNRNPA2B1;HNRNPDL;PDCD4;CDC42;TALDO1;RPLP0;SNRPA1;TOX4;AURKAIP1;PPIA;HSPA9;PSME2"
"EPHB-mediated Forward Signaling R-HSA-3928662",8.23995694801707e-05,0.00542051894101378,0.538434096309916,-0.429993818549439,-2.12749113030107,30,"ARPC5;RNASE1;RHOA;CDC42;YES1;FYN;ACTR3;PTK2;WASL"
"mRNA Splicing - Minor Pathway R-HSA-72165",8.65247154903608e-05,0.00542051894101378,0.538434096309916,-0.359284744276374,-2.03232065518395,49,"YBX1;SF3B1;SNRPD3;POLR2I;SRSF1;POLR2L;TXNL4A;PRPF6;SNRPG;POLR2F;SF3B5;POLR2A;SNRPE;SRSF6;POLR2E;SF3B2"
"Olfactory Signaling Pathway R-HSA-381753",0.000103217711537115,0.00553394198390329,0.538434096309916,0.321707332254798,1.40033170860494,381,"OR52N1;OR51I2;OR5B2;OR2AG2;OR2L2;OR52E8;OR51M1;OR5L2;OR10G2;OR2T1;GNG13;OR2D2;OR6C6;OR2B2;OR2D3;OR5K4;OR1Q1;OR3A2;OR9A4;OR52W1;OR8J3;OR10W1;OR11A1;OR3A1;OR5AP2;OR2H1;OR2V2;OR8I2;OR4C45;OR8D2;OR6J1;OR2F2;OR51G2;OR4K13;OR4Q2;OR10Z1;OR5J2;OR2L5;OR6C3;OR2AP1;OR2K2;OR10V1;CNGA4;OR52A5;OR6C1;OR10X1;OR13J1;OR4C11;OR1S2;OR2AE1;OR52B6;OR7G3;OR52L1;OR6K3;OR2T6;OR4E2;OR4D5;OR8H2;OR1N2;OR5B12;OR2A5;OR1L1;OR6C2;OR6C75;OR5AL1;OR10H1;OR6B2;OR2T10;OR5H2;OR5M3;OR4K17;OR8U3;OR5D18;OR4C3;OR2W1;OR9A2;OR2W3;OR2G3;OR8H3;OR1G1;OR7G1;OR51A2;OR8J1;OR1D2;OR4C15;OR52E6;OR6N2;OR52I1;OR5D14;OR4C6;OR52H1;OR1L4;OR7G2;GNAL;OR51L1;OR2A12;OR10Q1;OR5K1;OR2A7;OR51B4;OR1J1;OR6X1;OR12D3;OR5H14;OR5C1;OR52E5;OR8D1;OR5M1;GNB1;OR6B3;OR52I2;OR51F2;OR10J1;OR4K15;OR5A2;OR51E1;OR10A5;OR4D10;OR6Y1;OR2L8;OR2J1;OR13C2;OR7A5;OR5M8;OR6K6;OR9I1;OR4S2;OR1L8;OR4D6;OR5T3;OR1J4;OR2C1;OR2AG1;OR52K1;OR5P3;OR2C3;OR51G1;OR8K5;OR4C5;OR5M9;OR11H1;OR8B8;OR5AU1;OR56A3;OR13C5;OR5AN1;OR5AC2;OR5AS1;CNGA2;OR5M10;OR2L13;OR10AG1;OR13G1;OR51B5;OR2M4;OR14K1;OR52N5;OR6N1;OR2T35;RTP1;OR13D1;OR5K3;OR2S2;CNGB1;OR5T1;OR10H5;OR51V1;OR8K1;OR4K14;LDB2;OR10H3;OR51D1;OR6K2;OR14I1;OR6B1;OR1I1;LHX2;OR56B1;OR5K2;OR5P2;OR11L1;OR2G6;OR10K2;OR1N1;OR56A1;OR4C16;OR10J4;OR2AK2;OR6C68;OR2T3;OR9G9;OR5B3;OR13A1;OR4A15;OR13C3;OR52N2;OR2B6;OR4N4;OR10A2;OR51E2;OR4D1;OR51F1;OR6P1;OR10G6;OR2AT4;OR6C65;OR5T2;OR2M2"
"RHO GTPases Activate PKNs R-HSA-5625740",0.000103923793124944,0.00553394198390329,0.538434096309916,-0.333789522365341,-1.99080886703327,59,"RNASE1;H3-3B;RHOA;YWHAE;H2AC6;PPP1CB;YWHAQ;MYL6;MYL12B;PPP1R14A;KDM1A"
"Sema4D In Semaphorin Signaling R-HSA-400685",0.00010213594143991,0.00553394198390329,0.538434096309916,-0.469968338334051,-2.20335115909378,23,"RNASE1;RHOA;SEMA4D;MYL6;PLXNB1;MYL12B"
"Cristae Formation R-HSA-8949613",0.000163149491478915,0.00827400992500213,0.518848077743792,-0.427874477287626,-2.13418230792943,29,"ATP5MC2;ATP5F1A;ATP5MC1;ATP5F1B;ATP5PO;ATP5F1C;ATP5ME;ATP5PB;ATP5MC3;MICOS13;HSPA9;ATP5F1D;ATP5PF"
"Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC R-HSA-983170",0.000173895382323283,0.00841811737155891,0.518848077743792,-0.423435004292194,-2.09794871428364,28,"HLA-B;B2M;CALR;PDIA3;CANX;HLA-C;HLA-A;SAR1B"
"Interleukin-12 Family Signaling R-HSA-447115",0.000202824511791442,0.00917176758062186,0.518848077743792,-0.318535676214835,-1.81982305204973,54,"HNRNPA2B1;HNRNPDL;PDCD4;CANX;CDC42;TALDO1;RPLP0;SNRPA1;TOX4;AURKAIP1;PPIA;STAT1;STAT3;HSPA9;EBI3;PSME2"
"Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370",0.00020668772012669,0.00917176758062186,0.518848077743792,-0.332425367676674,-1.96174616357287,55,"RBX1;PRKAR1A;RPS6;NPM1;HIP1;RRBP1;PPM1B;SQSTM1;TPM4;RNF213;ALK;GRB2;FN1;STAT3;TPM3;MECP2;SKP1;TPR;CLTC;KIF5B"
"Expression And Translocation Of Olfactory Receptors R-HSA-9752946",0.000248354604182293,0.0105799061381657,0.49849310876659,0.317508258736656,1.38059460256058,373,"OR52N1;OR51I2;OR5B2;OR2AG2;OR2L2;OR52E8;OR51M1;OR5L2;OR10G2;OR2T1;OR2D2;OR6C6;OR2B2;OR2D3;OR5K4;OR1Q1;OR3A2;OR9A4;OR52W1;OR8J3;OR10W1;OR11A1;OR3A1;OR5AP2;OR2H1;OR2V2;OR8I2;OR4C45;OR8D2;OR6J1;OR2F2;OR51G2;OR4K13;OR4Q2;OR10Z1;OR5J2;OR2L5;OR6C3;OR2AP1;OR2K2;OR10V1;OR52A5;OR6C1;OR10X1;OR13J1;OR4C11;OR1S2;OR2AE1;OR52B6;OR7G3;OR52L1;OR6K3;OR2T6;OR4E2;OR4D5;OR8H2;OR1N2;OR5B12;OR2A5;OR1L1;OR6C2;OR6C75;OR5AL1;OR10H1;OR6B2;OR2T10;OR5H2;OR5M3;OR4K17;OR8U3;OR5D18;OR4C3;OR2W1;OR9A2;OR2W3;OR2G3;OR8H3;OR1G1;OR7G1;OR51A2;OR8J1;OR1D2;OR4C15;OR52E6;OR6N2;OR52I1;OR5D14;OR4C6;OR52H1;OR1L4;OR7G2;OR51L1;OR2A12;OR10Q1;OR5K1;OR2A7;OR51B4;OR1J1;OR6X1;OR12D3;OR5H14;OR5C1;OR52E5;OR8D1;OR5M1;OR6B3;OR52I2;OR51F2;OR10J1;OR4K15;OR5A2;OR51E1;OR10A5;OR4D10;OR6Y1;OR2L8;OR2J1;OR13C2;OR7A5;OR5M8;OR6K6;OR9I1;OR4S2;OR1L8;OR4D6;OR5T3;OR1J4;OR2C1;OR2AG1;OR52K1;OR5P3;OR2C3;OR51G1;OR8K5;OR4C5;OR5M9;OR11H1;OR8B8;OR5AU1;OR56A3;OR13C5;OR5AN1;OR5AC2;OR5AS1;OR5M10;OR2L13;OR10AG1;OR13G1;OR51B5;OR2M4;OR14K1;OR52N5;OR6N1;OR2T35;RTP1;OR13D1;OR5K3;OR2S2;OR5T1;OR10H5;OR51V1;OR8K1;OR4K14;LDB2;OR10H3;OR51D1;OR6K2;OR14I1;OR6B1;OR1I1;LHX2;OR56B1;OR5K2;OR5P2;OR11L1;OR2G6;OR10K2;OR1N1;OR56A1;OR4C16;OR10J4;OR2AK2;OR6C68;OR2T3;OR9G9;OR5B3;OR13A1;OR4A15;OR13C3;OR52N2;OR2B6;OR4N4;OR10A2;OR51E2;OR4D1;OR51F1;OR6P1;OR10G6;OR2AT4;OR6C65;OR5T2;OR2M2"
"Chaperone Mediated Autophagy R-HSA-9613829",0.000336647430165867,0.0137895966587173,0.49849310876659,-0.518898892516756,-2.1916733479313,18,"LAMP2;RNASE1;GFAP;RPS27A;PLIN3"
"Post-chaperonin Tubulin Folding Pathway R-HSA-389977",0.000615414383351925,0.024274678454437,0.477270815362862,-0.469758754006634,-2.05239021643209,21,"TUBB4A;TUBA1C;TBCB;TUBB4B;ARL2;TUBB2B;TUBB;TUBA3D"
"GSK3B And BTRC:CUL1-mediated-degradation Of NFE2L2 R-HSA-9762114",0.000776207785207259,0.0285055617670942,0.477270815362862,-0.312378208819679,-1.75888114785906,50,"RBX1;PSMB7;RPS27A;PSMB6;SEM1;PSMD3;PSMA2;PSMD14;PSME1;PSMD4;PSMA1;SKP1;PSME2"
"RHO GTPases Activate WASPs And WAVEs R-HSA-5663213",0.000775648161685004,0.0285055617670942,0.477270815362862,-0.383613990554069,-1.95239988150406,33,"ARPC5;RNASE1;CDC42;WASF2;ABL1;ACTR3;GRB2;PTK2;WASL;WIPF1"
"Basigin Interactions R-HSA-210991",0.00103713780211421,0.0356307019113431,0.45505986738723,-0.404412850653426,-1.94426880811411,25,"MAG;ITGB1;ATP1B1;SLC16A1;SLC7A10;PPIA;SLC7A11"
"Interleukin-12 Signaling R-HSA-9020591",0.00102087225042896,0.0356307019113431,0.45505986738723,-0.322445716351513,-1.78002284377659,44,"HNRNPA2B1;HNRNPDL;PDCD4;CDC42;TALDO1;RPLP0;SNRPA1;TOX4;AURKAIP1;PPIA"
"Blood Group Systems Biosynthesis R-HSA-9033658",0.00111460285990957,0.0357233007370651,0.45505986738723,0.570667788846841,1.81909972872701,22,"FUT10;B3GALT4;FUT4;ST3GAL3;FUT11;FUT9;FUT5;FUT7;ST6GALNAC6;FUT2;FUT3;B3GALT1;ABO;B3GALT5"
"Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960",0.0011466514098603,0.0357233007370651,0.45505986738723,-0.411432018873062,-1.98336938220144,24,"TUBB4A;TUBA1C;TUBB4B;CCT3;TUBB2B;TUBB;TUBA3D;CCT8;CCT7;CCT5"
"N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668",0.00117400518854204,0.0357233007370651,0.45505986738723,-0.365151118143935,-1.88551401721024,34,"CALR;PDIA3;CANX;RAD23B;MARCHF6;RPS27A;UBXN1;VCP"
"Negative Regulation Of NOTCH4 Signaling R-HSA-9604323",0.00116266006298854,0.0357233007370651,0.45505986738723,-0.29922360714249,-1.70707029014364,52,"RBX1;PSMB7;RPS27A;PSMB6;SEM1;PSMD3;PSMA2;PSMD14;PSME1;PSMD4;PSMA1;SKP1;PSME2;YWHAZ;UBA52;PSMD10"
