"gene","statistic","p.value","p_adj"
"SERTAD4",0.426589160510351,8.40297092828704e-10,3.99695817044385e-07
"ZNF672",0.426403705599076,8.56063005021171e-10,3.99695817044385e-07
"POTEG",0.425530667856377,9.34207875359562e-10,4.25543080005248e-07
"DNAH12",0.420456901415843,1.54452156635472e-09,6.13733718579592e-07
"SCRT1",0.419891788808846,1.63263904088478e-09,6.22268708725799e-07
"SYNPR",0.41579953373836,2.43252849274918e-09,8.57167964727993e-07
"ICA1",0.410192147034252,4.16482233381795e-09,1.36460038432253e-06
"ENKD1",0.40857554007182,4.85434036469728e-09,1.54713475215544e-06
"NCDN",0.408411080056161,4.93036415350157e-09,1.54713475215544e-06
"EPC2",0.406797972242998,5.73959282958703e-09,1.72891347879625e-06
"PPIL1",0.40237854671583,8.66801111700816e-09,2.52943399408194e-06
"PKD2L1",0.400510001006005,1.02999565956482e-08,2.83478025154361e-06
"CAMK2A",0.400244065661536,1.05550436221809e-08,2.85689847373697e-06
"PLEKHG5",0.398050099069664,1.29049886156785e-08,3.44305096266302e-06
"MGAT5B",0.397238296439178,1.38962876152025e-08,3.59215805358737e-06
"VTN",0.392377978104073,2.15541778359565e-08,5.16084391364517e-06
"B9D1",0.389003048633801,2.91142065258679e-08,6.63093806191595e-06
"NOL11",0.387316458685982,3.37917103935172e-08,7.60354196758225e-06
"PAPPA",0.386362940510088,3.67477528518477e-08,8.11391746896841e-06
"DENND2C",0.38338691405652,4.76607117443932e-08,1.01753292178791e-05
"OSR2",0.383059743599837,4.9035105462043e-08,1.01753292178791e-05
"GAB4",0.379863270742301,6.46286845896203e-08,1.27454888019548e-05
"PPP1R27",0.379347146225074,6.75566330064503e-08,1.31425799794632e-05
"SYBU",0.378514348698972,7.25516081104215e-08,1.39688024027859e-05
"FMO3",0.377756782882162,7.74020483806098e-08,1.47506189342476e-05
"HTR6",0.377363128589362,8.00439807106339e-08,1.4949013837518e-05
"SPINK14",0.377000966639986,8.25508960702082e-08,1.52645597525466e-05
"MYOZ2",0.37503444475062,9.75352894355901e-08,1.76851365582435e-05
"C9orf57",0.373975952096646,1.06648577108466e-07,1.91338807975372e-05
"PRSS22",0.373760754416582,1.08598809409881e-07,1.91338807975372e-05
"WDR35",0.373151902443718,1.14303758974416e-07,1.97660833574647e-05
"TRDC",0.372606035157702,1.19662199662427e-07,2.05028554210595e-05
"GRAMD1B",0.372460820463025,1.21127788581872e-07,2.05652961777731e-05
"MMRN1",0.371836222318449,1.27630339287553e-07,2.12823590761995e-05
"DEUP1",0.371631522086193,1.29833371143922e-07,2.14581242432202e-05
"RUFY4",0.371062910329926,1.36146032839241e-07,2.23040641167164e-05
"CTRB2",0.369692993390982,1.52587081927249e-07,2.45665201902871e-05
