"gene","statistic","p.value","p_adj"
"OR9A2",0.465448962720938,1.32047871726582e-11,1.07222871841985e-08
"NEU2",0.456881295734974,3.45291157081589e-11,2.22367505160543e-08
"C12orf40",0.448490335787112,8.62859423878257e-11,5.37158753345011e-08
"LHX9",0.444415576462972,1.33420368672562e-10,7.7038672199092e-08
"RIBC1",0.441869945369532,1.7466559412421e-10,9.32015610246783e-08
"COLEC11",0.441441299584039,1.8273042937073e-10,9.47964860813264e-08
"SPANXC",0.435721940103312,3.31725912293177e-10,1.51105198487497e-07
"CCER1",0.434423755724389,3.79220731578093e-10,1.64705264719825e-07
"CLDN18",0.433748419915408,4.06467834574803e-10,1.72527119966341e-07
"SHLD3",0.433326772428453,4.24430807374521e-10,1.76148216856146e-07
"OR6C6",0.431615688435749,5.05541135293803e-10,2.00882686015895e-07
"SLC7A14",0.430196783407034,5.84005205478526e-10,2.26976616607911e-07
"BHLHA9",0.430004330197221,5.95515860665433e-10,2.26976616607911e-07
"C19orf38",0.427336228879354,7.79584794015792e-10,2.79990877173826e-07
"CRNN",0.424858831196665,9.98997886236682e-10,3.39111478610634e-07
"HAS3",0.424503667545828,1.03498363037086e-09,3.39111478610634e-07
"ABCC10",0.424262226246244,1.06015931398445e-09,3.41371299102994e-07
"OXLD1",0.424001539625678,1.08800659948756e-09,3.44400190712368e-07
"SCAMP3",0.423691864915342,1.12200685979387e-09,3.46477233397266e-07
"IMMP2L",0.423462670638201,1.14783023986265e-09,3.46477233397266e-07
"TMEM232",0.422894058881934,1.21440207058018e-09,3.56657211591006e-07
"SCARA5",0.4219737826241,1.33012951371225e-09,3.82176904586001e-07
"WNT4",0.421142734672633,1.44374456827592e-09,4.02438411300314e-07
"CYLC1",0.420913540395491,1.47669386329269e-09,4.05569626336093e-07
"CFAP20DC",0.419881291361038,1.6343210082521e-09,4.36036845001661e-07
"CCDC80",0.419274188962808,1.73449672669221e-09,4.49909178718107e-07
"REG3G",0.418709076355811,1.83305948234015e-09,4.63410109210301e-07
"RIPPLY1",0.418653089967502,1.84311381212008e-09,4.63410109210301e-07
"HTR6",0.418418646966456,1.88579825979776e-09,4.63410109210301e-07
"IPO4",0.417078472796301,2.1487586437198e-09,4.96516001000443e-07
"CPA5",0.416929758952355,2.18003384461535e-09,4.96516001000443e-07
"SIPA1L2",0.414945741316642,2.64177024606381e-09,5.64484867292691e-07
"ADAMDEC1",0.414868760032717,2.66146849100347e-09,5.64484867292691e-07
"PVRIG",0.414762035980002,2.68901227497556e-09,5.64484867292691e-07
"GSTA1",0.414688553845346,2.70813669544134e-09,5.64484867292691e-07
"GABPB1",0.414527592978957,2.75048848380997e-09,5.64484867292691e-07
"MED18",0.413194417107341,3.12673981257952e-09,6.34728181953643e-07
"CARD17",0.413028207517047,3.17699582879205e-09,6.37995420414197e-07
"STIMATE",0.412389612775394,3.37744053811454e-09,6.71032760530077e-07
"HS6ST3",0.412191910841677,3.44193394545539e-09,6.76647982792893e-07
"ERFL",0.411131668613068,3.80860825899469e-09,7.2581191678556e-07
"ASB11",0.41078350326077,3.937040428386e-09,7.42294681883452e-07
"TMEM229A",0.410683777506594,3.97459135726843e-09,7.42294681883452e-07
"DBR1",0.410095920429346,4.20307105476537e-09,7.77193614047505e-07
"SPRN",0.409856228704396,4.29982528233782e-09,7.8728957816609e-07
"MOB3A",0.406490047107297,5.90799848396833e-09,1.0421197558207e-06
"DCAF12L1",0.406477800084854,5.91479407351648e-09,1.0421197558207e-06
"PAPPA",0.406192619419404,6.0751837357355e-09,1.06037506026725e-06
"GNG13",0.405797215551969,6.30452300499437e-09,1.0802135012961e-06
"HDAC4",0.40531783210207,6.59378660161463e-09,1.10941944659239e-06
"FSD2",0.404973165899041,6.80962936780324e-09,1.13117213742811e-06
"CNTF",0.404770215241419,6.93989622161217e-09,1.13275850546631e-06
"CFHR4",0.404715978427745,6.97511394991568e-09,1.13275850546631e-06
"KRT4",0.40460925437503,7.04491741955787e-09,1.13423170454882e-06
"CCDC50",0.404205102634422,7.31541350101117e-09,1.15949054720006e-06
"KLHDC7A",0.404145617096843,7.35606302175183e-09,1.15949054720006e-06
"POTEG",0.404075634111457,7.4041649600505e-09,1.15949054720006e-06
"HTN1",0.404009150275339,7.45014273206292e-09,1.15949054720006e-06
"RIPPLY3",0.402786197605707,8.34668278010752e-09,1.25009948708812e-06
"RAB11FIP1",0.402759953986187,8.36701841325847e-09,1.25009948708812e-06
"CREB3L4",0.402572749500278,8.51347163596629e-09,1.26188568470878e-06
"TK1",0.401986641997664,8.98815416887573e-09,1.31098202431132e-06
"SLC30A8",0.40190616156447,9.05529455644463e-09,1.31098202431132e-06
"ZNF75D",0.401690963884406,9.23720610373777e-09,1.31924486703561e-06
"IFNA6",0.401671718563424,9.2536451907081e-09,1.31924486703561e-06
"TENT5D",0.401458270457995,9.43787148089039e-09,1.33531581649325e-06
"AURKB",0.40101037935152,9.83601000637584e-09,1.38118287879004e-06
"LAMA2",0.400805679119264,1.00233178843079e-08,1.38886988435909e-06
"C2orf50",0.400788183372917,1.0039485670833e-08,1.38886988435909e-06
"DYRK3",0.400611476334816,1.02041960432113e-08,1.40127621546334e-06
"ERICH6B",0.400214322892747,1.05839488831406e-08,1.42210361128257e-06
"MYOM2",0.400088353519051,1.07072194240537e-08,1.42210361128257e-06
"TAF3",0.400042864578549,1.07520730098772e-08,1.42210361128257e-06
"PROCA1",0.399981629466336,1.08127389592057e-08,1.42210361128257e-06
"REEP6",0.399344784299317,1.14635452010472e-08,1.49297097122491e-06
"CACNB1",0.399299295358816,1.15114489107083e-08,1.49297097122491e-06
"ZNF286A",0.399190821731466,1.16264607780196e-08,1.49748814820892e-06
"CCDC69",0.398961627454325,1.18731234125226e-08,1.5187839236457e-06
"DUSP9",0.398074593114549,1.28761641850566e-08,1.62587115623686e-06
"OGG1",0.39806759481601,1.28843933991784e-08,1.62587115623686e-06
"ZNF205",0.397871642456928,1.31168801993692e-08,1.64409969532496e-06
"H3C11",0.397243545163082,1.38896487246979e-08,1.71147354939373e-06
"CPSF4L",0.397129822811829,1.40341779302978e-08,1.71147354939373e-06
"AKR7A2",0.397068587699615,1.41126004822572e-08,1.71147354939373e-06
"DEFB128",0.396757163414645,1.45180146744295e-08,1.74928027135255e-06
"SPRR2B",0.396442239980405,1.49393849983619e-08,1.78045682619678e-06
"POLR1B",0.396389752741365,1.50107493735996e-08,1.78045682619678e-06
"CXorf58",0.396342514226229,1.50752580529562e-08,1.78045682619678e-06
"TRIM49B",0.396244538046687,1.5209906420262e-08,1.78045682619678e-06
"PHOX2B",0.396213045703263,1.5253431794361e-08,1.78045682619678e-06
"HAAO",0.395961106955871,1.56059812780412e-08,1.81029382825278e-06
"ECRG4",0.395354004557642,1.64880759142179e-08,1.88776152282296e-06
"ROS1",0.395317263490314,1.65429728472701e-08,1.88776152282296e-06
"C18orf63",0.395294519020063,1.65770448566591e-08,1.88776152282296e-06
"CASP3",0.394746902159412,1.74181027698563e-08,1.97151810502931e-06
"GSS",0.394648925979871,1.75728522391909e-08,1.97705173746464e-06
"MIIP",0.393775888237172,1.90115209849144e-08,2.12610278990576e-06
"NFE4",0.393333245854602,1.97836340655416e-08,2.18833065094098e-06
"PYROXD2",0.393322748406794,1.98023067042742e-08,2.18833065094098e-06
"CA6",0.393210775630175,2.00025405423087e-08,2.19745557157739e-06
"SYNPO2L",0.392997327524745,2.03896506275735e-08,2.20962016222036e-06
"CAVIN2",0.392514444925577,2.12922118248157e-08,2.24662908497321e-06
"GNRH2",0.392314993417225,2.16761293760456e-08,2.27428872037656e-06
"SOBP",0.392134787229855,2.20287272199761e-08,2.29837156178924e-06
"TMEM106A",0.391980824662004,2.23343448642968e-08,2.31731235936448e-06
"FASLG",0.391602916540916,2.31019044080402e-08,2.3837081034506e-06
"TREM1",0.391200514374943,2.39471162733428e-08,2.44391444546967e-06
"FARS2",0.390813858380681,2.47872505584587e-08,2.51590593168356e-06
"ZGLP1",0.390301233012724,2.59449356097361e-08,2.61917631052665e-06
"GNRHR",0.389982810429214,2.66900641252642e-08,2.67513046824683e-06
"HHAT",0.389942570212617,2.67856820283871e-08,2.67513046824683e-06
"PLXDC1",0.389837595734537,2.70366745935337e-08,2.68583475908955e-06
"ITGAL",0.389730871681822,2.7294170355748e-08,2.69706838922724e-06
"C1orf105",0.389575159539337,2.76740994181284e-08,2.72021831964719e-06
"CA10",0.38940370122514,2.80983360510994e-08,2.74745824131064e-06
"IL11",0.389092276940169,2.88849500379564e-08,2.80966316098372e-06
"FAM111A",0.388541160930249,3.03292191037615e-08,2.93486267348108e-06
"HSD11B2",0.388355706018974,3.08306695778789e-08,2.95872994587319e-06
"AK6",0.388332961548723,3.08927146843688e-08,2.95872994587319e-06
"TNIP3",0.388201743451123,3.12530202193604e-08,2.97075423249302e-06
"DUS4L",0.388142257913545,3.14176876621781e-08,2.97075423249302e-06
"PBRM1",0.387697865956339,3.26745393448759e-08,3.03267764909238e-06
