"region","celltype","contrast","full_estimate","full_p_adj","min_loo_estimate","max_loo_estimate","max_abs_delta","n_loo","any_sig_flip","any_direction_flip"
"Arteries","Oligodendrocytes7","AD_Amyloid_vs_Control",0.428584653142435,0.10471815575531,0.153394749534249,0.548319644518342,0.275189903608185,4,FALSE,FALSE
"Capillaries","ExNeuron14","AD_Amyloid_vs_Control",0.914475210086004,6.04674026662025e-05,0.645143855282396,1.15331427695421,0.269331354803608,4,FALSE,FALSE
"Parenchyma","ExNeuron1","AD_Amyloid_vs_Control",0.750960971575897,0.00688398230805328,0.484015252114755,0.964052909676378,0.266945719461142,4,TRUE,FALSE
"Capillaries","Microglia2","AD_Amyloid_vs_Control",0.595312618574247,0.00941001698416501,0.337234504451541,0.822609835714109,0.258078114122706,4,TRUE,FALSE
"Parenchyma","VLMC2","AD_Amyloid_vs_Control",0.673975271416468,0.000393831339949295,0.501773540323924,0.92649062297287,0.252515351556402,4,TRUE,FALSE
"Parenchyma","ExNeuron12","AD_Amyloid_vs_Control",0.830696119988775,2.2201376951449e-05,0.580155305648729,0.975299343714835,0.250540814340046,4,FALSE,FALSE
"Capillaries","OPC3","AD_Amyloid_vs_Control",0.720514079224304,0.00413799559833217,0.470453958649728,0.918568201421415,0.250060120574576,4,TRUE,FALSE
"Arteries","Microglia1","AD_Amyloid_vs_Control",0.942324590390951,6.65844235568975e-05,0.720370941385259,1.19148969187383,0.249165101482883,4,FALSE,FALSE
"Parenchyma","Oligodendrocytes3","AD_Amyloid_vs_Control",0.743493117293322,0.000393831339949295,0.497926564926212,0.983689046850998,0.24556655236711,4,TRUE,FALSE
"Capillaries","ExNeuron1","AD_Amyloid_vs_Control",1.29224607765637,1.98593219846701e-06,1.10371948756477,1.53586407773472,0.243618000078347,4,FALSE,FALSE
"Arteries","Oligodendrocytes3","AD_Amyloid_vs_Control",0.833915261592007,9.11767300489359e-05,0.613229642709438,1.07741916502759,0.243503903435584,4,FALSE,FALSE
"Arteries","ExNeuron14","AD_Amyloid_vs_Control",0.747392170743784,1.4512637431954e-07,0.583656286701534,0.988287649825016,0.240895479081232,4,FALSE,FALSE
"Arteries","Oligodendrocytes5","AD_Amyloid_vs_Control",0.667804002031759,0.0182161144377453,0.536781722248242,0.905014889839145,0.237210887807386,4,TRUE,FALSE
"Capillaries","OPC2","AD_Amyloid_vs_Control",0.857303566567152,0.000397944323105871,0.62288004147327,1.08838675801408,0.234423525093882,4,FALSE,FALSE
"Parenchyma","ExNeuron8","AD_Amyloid_vs_Control",0.76903206163765,0.000393831339949295,0.558526109216066,0.998740359525469,0.229708297887819,4,TRUE,FALSE
"Parenchyma","Oligodendrocytes5","AD_Amyloid_vs_Control",0.634242124652509,0.0181585328871755,0.404869815689901,0.802237104708762,0.229372308962608,4,TRUE,FALSE
"Parenchyma","Astrocytes2","AD_Amyloid_vs_Control",1.02153387213257,0.000339140729422541,0.856601323637515,1.2498619354973,0.228328063364737,4,TRUE,FALSE
"Parenchyma","OPC2","AD_Amyloid_vs_Control",0.741132057846577,1.64142556917011e-05,0.550932808615272,0.966188995230058,0.225056937383481,4,FALSE,FALSE
"Arteries","ExNeuron12","AD_Amyloid_vs_Control",0.811041143768409,1.38719746935623e-05,0.638279337338761,1.03597991688096,0.224938773112549,4,FALSE,FALSE
"Parenchyma","Oligodendrocytes4","AD_Amyloid_vs_Control",0.67028044322783,0.00318766609261239,0.452350667405487,0.813615319962666,0.217929775822343,4,TRUE,FALSE
"Arteries","InhNeuron3","AD_Amyloid_vs_Control",0.857082242422063,3.29520472131647e-05,0.678042107828353,1.07296696432312,0.215884721901052,4,FALSE,FALSE
"Arteries","InhNeuron1","AD_Amyloid_vs_Control",0.956212620270795,2.38849720643985e-05,0.752223702682952,1.16947187203054,0.213259251759749,4,FALSE,FALSE
"Arteries","ExNeuron7","AD_Amyloid_vs_Control",0.580468873548917,0.00385345493185725,0.369019200935822,0.735557752206215,0.211449672613095,4,TRUE,FALSE
"Parenchyma","Astrocytes1","AD_Amyloid_vs_Control",0.927618203176625,0.000901226584480514,0.717449268376352,1.09586919945697,0.210168934800274,4,TRUE,FALSE
"Arteries","Oligodendrocytes4","AD_Amyloid_vs_Control",0.768258648235653,0.00249660648006118,0.651544760538524,0.974564613079314,0.206305964843661,4,FALSE,FALSE
"Arteries","ExNeuron9","AD_Amyloid_vs_Control",0.711449053417829,0.000605286733312853,0.507009029775395,0.869678687922533,0.204440023642434,4,FALSE,FALSE
"Arteries","Astrocytes3","AD_Amyloid_vs_Control",0.808300361755947,4.00117320972834e-06,0.724819652957363,1.00734826618256,0.19904790442661,4,FALSE,FALSE
"Capillaries","Astrocytes3","AD_Amyloid_vs_Control",0.860519102237962,0.00169770319854367,0.69769537511465,1.05811979949963,0.197600697261669,4,FALSE,FALSE
"Arteries","Microglia3","AD_Amyloid_vs_Control",0.786617048399612,5.19882879069933e-05,0.635946262048066,0.9826035056972,0.195986457297588,4,FALSE,FALSE
"Arteries","InhNeuron4","AD_Amyloid_vs_Control",0.871725867747598,1.25893523940853e-05,0.69456010829481,1.06643872049848,0.194712852750879,4,FALSE,FALSE
"Parenchyma","Astrocytes3","AD_Amyloid_vs_Control",0.682483746112659,0.000791323724785896,0.493587005355072,0.761014300857802,0.188896740757588,4,TRUE,FALSE
"Capillaries","Microglia4","AD_Amyloid_vs_Control",0.869887139347925,0.00114184062596257,0.707204818258309,1.05693524627914,0.187048106931217,4,FALSE,FALSE
"Capillaries","OPC1","AD_Amyloid_vs_Control",0.643706352473853,0.0101280234480972,0.461074242437037,0.802373828099927,0.182632110036816,4,TRUE,FALSE
"Parenchyma","Astrocytes5","AD_Amyloid_vs_Control",0.560188059977083,0.0313688871117554,0.378959262604677,0.670115599947825,0.181228797372406,4,TRUE,FALSE
"Arteries","ExNeuron8","AD_Amyloid_vs_Control",0.728600954421527,0.000208256761944306,0.549147832050538,0.865644236949968,0.179453122370989,4,FALSE,FALSE
"Arteries","InhNeuron5","AD_Amyloid_vs_Control",0.923904355408985,1.47209522073831e-07,0.746792300045473,1.08504782312978,0.177112055363512,4,FALSE,FALSE
"Capillaries","Astrocytes5","AD_Amyloid_vs_Control",0.905218695410022,0.000904692282604041,0.730757589377253,1.0730214894913,0.174461106032769,4,FALSE,FALSE
"Arteries","ExNeuron5","AD_Amyloid_vs_Control",0.941741115999193,2.17235225737388e-05,0.781434284104586,1.09398246272469,0.160306831894607,4,FALSE,FALSE
"Arteries","VLMC1","AD_Amyloid_vs_Control",0.713730932374254,0.00761290865957299,0.593273660445404,0.853914572127783,0.140183639753529,4,FALSE,FALSE
"Capillaries","Pericytes","AD_Amyloid_vs_Control",0.811596180789352,0.00229004729087609,0.673012395609914,0.934483812914524,0.138583785179438,4,FALSE,FALSE
"Arteries","ExNeuron13","AD_Amyloid_vs_Control",0.943030982496623,3.8224209295946e-11,0.808865793548572,1.03146229051179,0.134165188948051,4,FALSE,FALSE
"Arteries","Astrocytes5","AD_Amyloid_vs_Control",0.615686628348412,0.0441777791003005,0.485688606804409,0.748942622054841,0.133255993706429,4,TRUE,FALSE
"Arteries","ExNeuron11","AD_Amyloid_vs_Control",0.891701563390971,1.38719746935623e-05,0.758929556436787,0.990124682062738,0.132772006954184,4,FALSE,FALSE
"Parenchyma","Oligodendrocytes8","AD_Amyloid_vs_Control",0.688461930652331,0.000643308824186433,0.626739955419208,0.821232351535632,0.132770420883301,4,TRUE,FALSE
"Arteries","InhNeuron2","AD_Amyloid_vs_Control",0.842182712517359,0.000733506874501822,0.709678447693692,0.96406648672239,0.132504264823667,4,FALSE,FALSE
"Capillaries","Oligodendrocytes6","AD_Amyloid_vs_Control",0.770191866600629,0.014061733661058,0.647966541522576,0.887994482798662,0.122225325078052,4,TRUE,FALSE
"Parenchyma","Oligodendrocytes1","AD_Amyloid_vs_Control",0.206213797680708,0.435423568951868,0.0849670003736518,0.299444971448987,0.121246797307056,4,FALSE,FALSE
"Capillaries","Oligodendrocytes8","AD_Amyloid_vs_Control",0.943618484362493,0.000176397159892949,0.842427263416664,1.05574923535865,0.112130750996161,4,FALSE,FALSE
"Parenchyma","Oligodendrocytes7","AD_Amyloid_vs_Control",0.187898970270993,0.471657919000834,0.11261846126655,0.294459235443157,0.106560265172165,4,FALSE,FALSE
"Capillaries","Oligodendrocytes1","AD_Amyloid_vs_Control",0.585452959099405,0.0554784600481141,0.488098360932545,0.667869063579541,0.09735459816686,4,FALSE,FALSE
"Capillaries","VLMC2","AD_Amyloid_vs_Control",0.833182101248945,0.000258782837893675,0.760923298361375,0.926946817567734,0.0937647163187895,4,FALSE,FALSE
"Parenchyma","Oligodendrocytes6","AD_Amyloid_vs_Control",0.265605594520576,0.260220924305486,0.177791679645421,0.34693688166163,0.0878139148751545,4,FALSE,FALSE
"Parenchyma","Microglia4","AD_Amyloid_vs_Control",0.449628775244255,0.0367801978579708,0.366914040152367,0.529192942670167,0.0827147350918888,4,TRUE,FALSE
"Arteries","Oligodendrocytes8","AD_Amyloid_vs_Control",0.655444770430409,6.09655856797703e-05,0.583471911865918,0.726368643948364,0.0719728585644909,4,FALSE,FALSE
"Arteries","Microglia2","AD_Amyloid_vs_Control",0.532687055047023,0.00385345493185725,0.469048797155899,0.582989226031814,0.0636382578911238,4,TRUE,FALSE
"Capillaries","Oligodendrocytes7","AD_Amyloid_vs_Control",0.606435241720083,0.0763219215146475,0.563083887436504,0.668988451175105,0.062553209455022,4,FALSE,FALSE
"Capillaries","Endothelial","AD_Amyloid_vs_Control",0.614157896037064,0.00771258388464787,0.556063942914954,0.672077584574403,0.0580939531221097,4,TRUE,FALSE
