"region","celltype","contrast","full_estimate","full_p_adj","min_loo_estimate","max_loo_estimate","max_abs_delta","n_loo","any_sig_flip","any_direction_flip"
"Arteries","ExNeuron9","AD_overall_vs_Control",0.576386729622681,0.00414240391257139,0.318873540233433,0.694357569918541,0.257513189389248,4,TRUE,FALSE
"Arteries","ExNeuron7","AD_overall_vs_Control",0.478692702402178,0.0266681940688382,0.225747937134319,0.667390304649414,0.252944765267859,4,TRUE,FALSE
"Arteries","InhNeuron3","AD_overall_vs_Control",0.800959465370861,1.15371735546862e-05,0.578848960562747,1.05113483318801,0.250175367817152,4,FALSE,FALSE
"Capillaries","Microglia2","AD_overall_vs_Control",0.584058759444258,0.00638377636059444,0.340567259781081,0.746419128279858,0.243491499663177,4,TRUE,FALSE
"Parenchyma","Astrocytes2","AD_overall_vs_Control",0.834410377895415,0.00236331336804187,0.654794645444526,1.07621122599522,0.2418008480998,4,TRUE,FALSE
"Parenchyma","OPC2","AD_overall_vs_Control",0.931903359358282,1.0048128820382e-08,0.773578265177038,1.17344896171731,0.241545602359023,4,FALSE,FALSE
"Capillaries","Astrocytes3","AD_overall_vs_Control",0.736162776555198,0.00934955625336608,0.550835120783195,0.977224178356229,0.241061401801031,4,TRUE,FALSE
"Arteries","InhNeuron1","AD_overall_vs_Control",0.829299354127106,6.25101439327687e-05,0.592141936656212,1.03261321026855,0.237157417470895,4,FALSE,FALSE
"Parenchyma","Oligodendrocytes3","AD_overall_vs_Control",0.868125969935411,3.76461303386735e-05,0.672796126856161,1.10326999746237,0.235144027526959,4,FALSE,FALSE
"Arteries","InhNeuron5","AD_overall_vs_Control",0.717074028217788,0.00010902293582573,0.498726122617333,0.952190146951398,0.23511611873361,4,FALSE,FALSE
"Arteries","Microglia3","AD_overall_vs_Control",0.645902213410123,0.000455847734544741,0.414695932635892,0.744860442374615,0.231206280774231,4,TRUE,FALSE
"Arteries","ExNeuron5","AD_overall_vs_Control",0.83018936361349,4.35284275447226e-05,0.643873644644155,1.05980695592447,0.229617592310981,4,FALSE,FALSE
"Arteries","SMC","AD_overall_vs_Control",0.452016851995192,0.0224066895893965,0.285046248258551,0.681267204446976,0.229250352451784,4,TRUE,FALSE
"Arteries","ExNeuron8","AD_overall_vs_Control",0.536907191386538,0.0157355869884655,0.314664704775993,0.692771215689783,0.222242486610546,4,TRUE,FALSE
"Capillaries","OPC3","AD_overall_vs_Control",0.616864934227352,0.0110618968233502,0.395125522115814,0.769263270060015,0.221739412111539,4,TRUE,FALSE
"Parenchyma","Oligodendrocytes5","AD_overall_vs_Control",0.630226115592952,0.0136313484206664,0.426371653393174,0.844699333356247,0.214473217763295,4,TRUE,FALSE
"Arteries","InhNeuron4","AD_overall_vs_Control",0.78426685947706,3.71903394082931e-05,0.574737141999139,0.919888063697155,0.209529717477921,4,FALSE,FALSE
"Arteries","Oligodendrocytes3","AD_overall_vs_Control",0.957850194370906,8.03322384202924e-06,0.74842723866448,1.11376361554237,0.209422955706426,4,FALSE,FALSE
"Arteries","OPC1","AD_overall_vs_Control",1.06709007604316,2.64401266915147e-07,0.911177077656999,1.27625614098992,0.209166064946758,4,FALSE,FALSE
"Parenchyma","Astrocytes1","AD_overall_vs_Control",0.873540051729333,0.00160259293053954,0.689344589382372,1.08233087069033,0.208790818960994,4,TRUE,FALSE
"Arteries","VLMC2","AD_overall_vs_Control",0.798090704423058,0.000330832692999101,0.592377802058434,0.993245832136372,0.205712902364623,4,FALSE,FALSE
"Capillaries","OPC2","AD_overall_vs_Control",0.73432673762568,0.00286540173002958,0.529459942409933,0.908046372221881,0.204866795215747,4,TRUE,FALSE
"Arteries","Oligodendrocytes4","AD_overall_vs_Control",0.963114371456959,5.37795217895814e-05,0.760805314969964,1.10143427330108,0.202309056486995,4,FALSE,FALSE
"Arteries","InhNeuron2","AD_overall_vs_Control",0.773007539093763,0.000330832692999101,0.593690017354693,0.969881149296101,0.196873610202338,4,FALSE,FALSE
"Capillaries","Oligodendrocytes1","AD_overall_vs_Control",0.526944817467918,0.0865651974994524,0.331776809591638,0.696996187671272,0.19516800787628,4,TRUE,FALSE
"Capillaries","Astrocytes5","AD_overall_vs_Control",0.623001380134942,0.05662298460662,0.465289346936851,0.817356852789571,0.194355472654629,4,TRUE,FALSE
"Arteries","ExNeuron12","AD_overall_vs_Control",0.651430318738199,0.000945572693154434,0.459406279570628,0.818148381837674,0.192024039167572,4,FALSE,FALSE
"Arteries","Oligodendrocytes5","AD_overall_vs_Control",0.862635521771824,0.000898141830657627,0.682523986893221,1.03289549723409,0.180111534878603,4,FALSE,FALSE
"Arteries","OPC2","AD_overall_vs_Control",1.03997175672707,3.25856946662146e-08,0.892124756779922,1.21805151799226,0.178079761265186,4,FALSE,FALSE
"Parenchyma","Astrocytes3","AD_overall_vs_Control",0.790865603655978,0.00027332957581325,0.646894978807586,0.967977611189998,0.177112007534021,4,FALSE,FALSE
"Capillaries","Oligodendrocytes7","AD_overall_vs_Control",0.537948213712613,0.0856525511300119,0.395065096489713,0.715022903242704,0.177074689530091,4,TRUE,FALSE
"Arteries","ExNeuron11","AD_overall_vs_Control",0.789510931584272,4.32464064168024e-05,0.614543241168034,0.956314995792291,0.174967690416237,4,FALSE,FALSE
"Arteries","Oligodendrocytes7","AD_overall_vs_Control",0.609140363798699,0.0258320304578818,0.434214383597846,0.714334389291635,0.174925980200853,4,TRUE,FALSE
"Arteries","ExNeuron14","AD_overall_vs_Control",0.65048275349882,5.72865576026077e-05,0.480110506270031,0.810789737559889,0.170372247228789,4,FALSE,FALSE
"Arteries","ExNeuron13","AD_overall_vs_Control",0.76076249012725,4.35284275447226e-05,0.596300526913171,0.863844886576765,0.164461963214078,4,FALSE,FALSE
"Parenchyma","Oligodendrocytes4","AD_overall_vs_Control",0.82194153133397,0.000304870299452424,0.68614740211733,0.98329239379758,0.161350862463611,4,FALSE,FALSE
