"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Peptide Chain Elongation R-HSA-156902",4.88548354735734e-22,5.64761898074509e-19,1.21254456769062,0.74980461080051,2.52379762961806,83,"RPS28;RPS3A;RPL21;RPSA;RPL6;RPL7;RPL39;RPS24;RPL7A;RPL32;RPS2;RPS10;RPS27;RPS8;RPS11;RPS4X;RPL27A;RPS9;RPS7;RPL12;RPL30;RPL5;RPL18A;RPS13;RPS23;RPS12;RPL37A;RPS20;RPL37;RPL36A;RPL26;RPS15A;RPL4;RPS27A;RPS14;RPL34;RPL31;RPL19;RPL29;RPL10A;RPS19;RPL35;RPS5;RPL9;RPL38;RPL22;RPS3;FAU;RPS6;RPL11;RPS21;RPL14;RPS25;RPL13A;RPS29;RPLP0;RPL18;RPL36AL;RPS17"
"Eukaryotic Translation Termination R-HSA-72764",3.21428439784197e-21,9.28928190976328e-19,1.19534448258848,0.734975473988218,2.49193786270339,89,"RPS28;RPS3A;RPL21;RPSA;RPL6;RPL7;RPL39;RPS24;RPL7A;RPL32;RPS2;RPS10;RPS27;RPS8;RPS11;RPS4X;RPL27A;RPS9;RPS7;RPL12;RPL30;RPL5;RPL18A;RPS13;RPS23;RPS12;RPL37A;RPS20;RPL37;RPL36A;RPL26;RPS15A;RPL4;RPS27A;RPS14;RPL34;RPL31;RPL19;RPL29;RPL10A;RPS19;RPL35;RPS5;RPL9;RPL38;RPL22;RPS3;FAU;RPS6;RPL11;RPS21;RPL14;RPS25;RPL13A;RPS29;RPLP0;TRMT112;RPL18;RPL36AL;RPS17"
"Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012",2.12986009952219e-21,9.28928190976328e-19,1.19534448258848,0.722015085290138,2.46316761224597,97,"RPS28;RPS3A;RPL21;RPSA;RPL6;RPL7;RPL39;RPS24;RPL7A;RPL32;RPS2;RPS10;RPS27;RPS8;RPS11;RPS4X;RPL27A;RPS9;RPS7;RPL12;RPL30;RPL5;RPL18A;RPS13;RPS23;RPS12;RPL37A;RPS20;RPL37;RPL36A;RPL26;RPS15A;RPL4;RPS27A;RPS14;RPL34;RPL31;RPL19;RPL29;RPL10A;RPS19;RPL35;RPS5;DDIT3;EIF2S2;RPL9;RPL38;RPL22;ATF4;RPS3;FAU;RPS6;RPL11;RPS21;RPL14;RPS25;RPL13A;RPS29;RPLP0;RPL18;RPL36AL;RPS17"
"Selenocysteine Synthesis R-HSA-2408557",2.91985213935059e-21,9.28928190976328e-19,1.19534448258848,0.73618176027991,2.49602778214957,89,"RPS28;RPS3A;RPL21;RPSA;RPL6;RPL7;RPL39;RPS24;RPL7A;RPL32;RPS2;RPS10;RPS27;RPS8;RPS11;RPS4X;RPL27A;RPS9;RPS7;RPL12;RPL30;RPL5;RPL18A;RPS13;RPS23;RPS12;RPL37A;RPS20;RPL37;RPL36A;RPL26;RPS15A;RPL4;RPS27A;RPS14;RPL34;SECISBP2;RPL31;RPL19;RPL29;RPL10A;RPS19;RPL35;RPS5;RPL9;RPL38;RPL22;RPS3;FAU;RPS6;RPL11;RPS21;RPL14;RPS25;RPL13A;RPS29;RPLP0;RPL18;RPL36AL;RPS17"
"Viral mRNA Translation R-HSA-192823",6.16442761945377e-21,1.42521566561771e-18,1.18665095279281,0.732492064315075,2.48351785031913,89,"RPS28;RPS3A;RPL21;RPSA;RPL6;RPL7;RPL39;RPS24;RPL7A;RPL32;RPS2;RPS10;RPS27;RPS8;RPS11;RPS4X;RPL27A;RPS9;RPS7;RPL12;RPL30;RPL5;RPL18A;RPS13;RPS23;RPS12;RPL37A;RPS20;RPL37;RPL36A;RPL26;RPS15A;RPL4;RPS27A;RPS14;RPL34;RPL31;RPL19;RPL29;RPL10A;RPS19;RPL35;RPS5;RPL9;RPL38;RPL22;RPS3;FAU;RPS6;RPL11;RPS21;RPL14;RPS25;RPL13A;RPS29;RPLP0;RPL18;RPL36AL;RPS17"
"GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706",9.82204022823171e-21,1.89237975063931e-18,1.1778932614942,0.697506746120244,2.40089371508403,108,"RPS28;RPS3A;RPL21;RPSA;RPL6;RPL7;RPL39;RPS24;RPL7A;RPL32;RPS2;RPS10;RPS27;RPS8;RPS11;RPS4X;RPL27A;RPS9;RPS7;RPL12;RPL30;RPL5;RPL18A;RPS13;RPS23;RPS12;RPL37A;RPS20;RPL37;RPL36A;RPL26;RPS15A;RPL4;RPS27A;RPS14;RPL34;EIF3L;RPL31;RPL19;RPL29;RPL10A;RPS19;RPL35;RPS5;EIF2S2;RPL9;RPL38;RPL22;EIF3F;RPS3;FAU;RPS6;EIF4B;RPL11;RPS21;RPL14;RPS25;RPL13A;EIF3J;RPS29;RPLP0;RPL18;RPL36AL;RPS17;RPL28;EIF5;EIF3M;RPL41"
"Formation Of A Pool Of Free 40S Subunits R-HSA-72689",1.57115354318153e-20,2.59464785131122e-18,1.16906996676109,0.713425109416109,2.43386275311774,97,"RPS28;RPS3A;RPL21;RPSA;RPL6;RPL7;RPL39;RPS24;RPL7A;RPL32;RPS2;RPS10;RPS27;RPS8;RPS11;RPS4X;RPL27A;RPS9;RPS7;RPL12;RPL30;RPL5;RPL18A;RPS13;RPS23;RPS12;RPL37A;RPS20;RPL37;RPL36A;RPL26;RPS15A;RPL4;RPS27A;RPS14;RPL34;EIF3L;RPL31;RPL19;RPL29;RPL10A;RPS19;RPL35;RPS5;RPL9;RPL38;RPL22;EIF3F;RPS3;FAU;RPS6;RPL11;RPS21;RPL14;RPS25;RPL13A;EIF3J;RPS29;RPLP0;RPL18;RPL36AL;RPS17;RPL28;EIF3M;RPL41"
"Eukaryotic Translation Elongation R-HSA-156842",2.09176372452248e-20,3.02259858193499e-18,1.16906996676109,0.729905265989133,2.46973965972405,87,"RPS28;RPS3A;RPL21;RPSA;RPL6;RPL7;RPL39;RPS24;RPL7A;RPL32;RPS2;RPS10;RPS27;RPS8;RPS11;RPS4X;RPL27A;RPS9;RPS7;EEF1G;RPL12;RPL30;RPL5;RPL18A;RPS13;RPS23;RPS12;RPL37A;RPS20;RPL37;RPL36A;RPL26;RPS15A;RPL4;RPS27A;RPS14;RPL34;RPL31;RPL19;RPL29;RPL10A;RPS19;RPL35;RPS5;RPL9;RPL38;RPL22;RPS3;EEF1D;FAU;RPS6;RPL11;RPS21;RPL14;RPS25;RPL13A;RPS29;RPLP0;RPL18;RPL36AL;RPS17"
"L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827",9.81817680994983e-20,1.26109026581133e-17,1.15122052214226,0.692394120413403,2.38139852545304,107,"RPS28;RPS3A;RPL21;RPSA;RPL6;RPL7;RPL39;RPS24;RPL7A;RPL32;RPS2;RPS10;RPS27;RPS8;RPS11;RPS4X;RPL27A;RPS9;RPS7;RPL12;RPL30;RPL5;RPL18A;RPS13;RPS23;RPS12;RPL37A;RPS20;RPL37;RPL36A;RPL26;RPS15A;RPL4;RPS27A;RPS14;RPL34;EIF3L;RPL31;RPL19;RPL29;RPL10A;RPS19;RPL35;RPS5;EIF2S2;RPL9;RPL38;RPL22;EIF3F;RPS3;FAU;RPS6;EIF4B;RPL11;RPS21;RPL14;RPS25;RPL13A;EIF3J;RPS29;RPLP0;RPL18;RPL36AL;RPS17;RPL28;EIF3M;RPL41"
"SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339",1.74873043477128e-19,2.0215323825956e-17,1.14219120216838,0.690318239788788,2.37321945366192,106,"RPS28;RPS3A;RPL21;RPSA;RPL6;RPL7;RPL39;RPS24;RPL7A;RPL32;RPS2;RPS10;RPS27;RPS8;RPS11;RPS4X;RPL27A;RPS9;RPS7;RPL12;RPL30;RPL5;RPL18A;RPS13;RPS23;RPS12;RPL37A;RPS20;RPL37;RPL36A;RPL26;RPS15A;RPL4;RPS27A;RPS14;RPL34;SEC11A;RPL31;RPL19;RPL29;RPL10A;RPS19;RPL35;RPS5;RPL9;RPL38;RPL22;RPS3;FAU;RPS6;RPL11;RPS21;RPL14;RPS25;RPL13A;RPS29;RPLP0;RPL18;RPL36AL;RPS17;RPL28;SPCS3;RPL41"
