"gene","statistic","p.value","p_adj"
"FCF1",0.518077917306355,1.9289838783586e-14,6.55012780222278e-12
"GOLGA6L6",0.493764078608388,4.5250886498289e-13,1.14203453546222e-10
"GH1",0.492971521298884,4.99452305684139e-13,1.22733832381013e-10
"USP17L3",0.480161135823853,2.3783824137994e-12,5.04757613183154e-10
"SOX14",0.472076351437057,6.16268180535051e-12,1.07564715324043e-09
"APBA3",0.46291907779921,1.75876161347939e-11,2.85622886029052e-09
"SIRT6",0.462483433715178,1.84730558095373e-11,2.97416198533551e-09
"SLC25A47",0.456939031697918,3.43092273455174e-11,5.2521240156138e-09
"KRTAP5-8",0.443423567645116,1.4822631425938e-10,1.92241294799179e-08
"C22orf15",0.437784688597585,2.67876548633392e-10,3.22765317566273e-08
"OR10Z1",0.428518941332388,6.92051903014038e-10,7.34361439811942e-08
"KRTAP10-6",0.428287997480613,7.08360681413433e-10,7.47420569834874e-08
"LRRC75B",0.423775844497806,1.11268624138886e-09,1.12327179698261e-07
"HSPA1A",0.422300953080782,1.28781538199585e-09,1.27932128054013e-07
"SMIM28",0.421088497858958,1.45147692644275e-09,1.42672542517078e-07
"KRTAP12-3",0.420880298477433,1.48153272679323e-09,1.44864425160159e-07
"ZCCHC10",0.418037239696099,1.95728908124789e-09,1.84617832734271e-07
"PERCC1",0.417858783083363,1.99163166528251e-09,1.86913130556865e-07
"ATP5MG",0.417403893678349,2.08182622032973e-09,1.9343376363621e-07
"KRTAP9-2",0.417088970244109,2.14656744060372e-09,1.98461849112451e-07
"C1orf116",0.41435263551549,2.79724860142834e-09,2.51160648462864e-07
"FRG1",0.414149684857869,2.85245257688174e-09,2.54362585721383e-07
"NMRK2",0.411826249743031,3.56436573826415e-09,3.09619044315448e-07
"PSG5",0.409829985084876,4.31054848108747e-09,3.62629745192746e-07
"KRTAP21-1",0.409019932029025,4.65453067638035e-09,3.84637234124245e-07
"CBLC",0.408332349197601,4.96716401037813e-09,4.05095000252497e-07
"UGT2B10",0.407882708516492,5.18246669899316e-09,4.20816295958245e-07
"TWNK",0.407028916094774,5.61633820645096e-09,4.46343541887992e-07
"SYNE3",0.406421813696545,5.94595579117051e-09,4.70536738796188e-07
"DEUP1",0.405881195134433,6.25512573858139e-09,4.88789658132828e-07
"PRAMEF6",0.405394813385995,6.54648777186244e-09,5.05215725732657e-07
"ROPN1B",0.403963661334838,7.4817597513559e-09,5.70323857617644e-07
"PRSS22",0.402980400390155,8.19767355082156e-09,6.12399004940574e-07
"SPDYE5",0.40179768793712,9.14655371924269e-09,6.71296066045486e-07
"PPP1R3B",0.401132849575947,9.725563872848e-09,7.09510276911364e-07
"ZNF776",0.400641219103605,1.01762913415982e-08,7.33793116199569e-07
"KLHDC8B",0.399453257926667,1.13500874504676e-08,8.0598567766134e-07
"USP6",0.399388523665184,1.14176651876955e-08,8.07713314565914e-07
"C4orf46",0.39909459512656,1.17294138657236e-08,8.23528320888175e-07
"ZNF587",0.399005366820192,1.18256642414228e-08,8.24354057153037e-07
"GFM2",0.399001867670922,1.18294542362933e-08,8.24354057153037e-07
"CYP2W1",0.398947630857248,1.18883490815751e-08,8.2537846634757e-07
"KRT80",0.39856622358689,1.23105676800009e-08,8.42169091544677e-07
"RPP25",0.397904884374986,1.30771577550998e-08,8.88142432520145e-07
"C11orf21",0.397586461791477,1.34624682927578e-08,9.06861710066717e-07
"ZNF816",0.397556719022688,1.34990123901557e-08,9.06861710066717e-07
"SAMD13",0.397236546864544,1.38985012581297e-08,9.30352722210863e-07
"SLC36A1",0.396300524434997,1.51328232688833e-08,9.91651253928647e-07
"LAX1",0.395898122269023,1.56953377659548e-08,1.02134539413579e-06
"XRCC2",0.394766147480394,1.73878601889823e-08,1.11593016113208e-06
"SPATA46",0.394375992336863,1.80109550424978e-08,1.14802933915935e-06
"OR2M5",0.393462714377567,1.9554727885264e-08,1.23797999317014e-06
"DPPA5",0.392731392180276,2.08820530542457e-08,1.31310849441446e-06
"EEF2KMT",0.390750873693833,2.49267651330995e-08,1.54661882267696e-06
"KLRC2",0.39018751066147,2.62087245145267e-08,1.61011229945164e-06
"KRTAP12-2",0.389529670598836,2.77860472502977e-08,1.70141710966085e-06
"MRAP",0.388434436877534,3.06168226885057e-08,1.82299134824666e-06
"VWA1",0.388434436877534,3.06168226885057e-08,1.82299134824666e-06
"RAC2",0.388068775778889,3.16222532477674e-08,1.87484825922319e-06
"USP17L15",0.387995293644233,3.18281002164333e-08,1.88108101152566e-06
"SPDYE11",0.387860576397363,3.22088399291096e-08,1.89757821613896e-06
"PLA2G3",0.386893061624393,3.50749096206193e-08,2.04705941273339e-06
"OR2G6",0.386516903077939,3.62541616209604e-08,2.10929197019644e-06
"RAET1G",0.386336696890568,3.68325300564295e-08,2.12767051544127e-06
"GALR2",0.385444413826888,3.98295561419483e-08,2.26096288907911e-06
"GIPC2",0.385047260384819,4.12377227618987e-08,2.32960322762161e-06
"FGD3",0.384485646927091,4.33109932828048e-08,2.40646314780386e-06
"PRKCH",0.384455904158301,4.3423542557823e-08,2.40646314780386e-06
"B3GNT6",0.383735079408819,4.62388256955475e-08,2.53242319263943e-06
"OR2L5",0.383449898743368,4.74004090033426e-08,2.57340127484426e-06
"CCL26",0.382795557830003,5.01726414355565e-08,2.7081625764464e-06
"TSSK4",0.381945264557554,5.40086697487635e-08,2.88190261779402e-06
"BFSP1",0.381142209800242,5.78893810639565e-08,3.06272544121941e-06
"SPRR2B",0.380804541895752,5.9599970544783e-08,3.14431934998409e-06
"MRGPRF",0.380760802529885,5.98250718925398e-08,3.14730434553542e-06
"KCNK6",0.3802114360946,6.27228582918297e-08,3.27801546023709e-06
"FTCD",0.37965682093541,6.57849252036353e-08,3.41277573084192e-06
"PTK6",0.37918443578405,6.85058139214014e-08,3.53429442208865e-06
"LSP1",0.379011227895218,6.95303095380233e-08,3.5674397278355e-06
"CCDC88C",0.378628071050226,7.1849179463544e-08,3.67631582372917e-06
"COQ10A",0.378517847848242,7.25298968800222e-08,3.70100643205272e-06
"KRTAP9-4",0.377985977159303,7.59026558093957e-08,3.84162059592486e-06
"OR2A1",0.37747510136598,7.92838102990643e-08,3.99111709203592e-06
"S1PR4",0.377126936013682,8.16704908838869e-08,4.0782836570788e-06
"TMPRSS11A",0.376843504922866,8.366422701048e-08,4.16670160972726e-06
"KIF4B",0.375987962926513,8.99698992402041e-08,4.43953306093245e-06
"PRODH2",0.375550569267847,9.33675261821868e-08,4.57672419679402e-06
"ANGPT2",0.375300380095089,9.53660110416728e-08,4.66244927281225e-06
"APOB",0.375205903064817,9.61313155993634e-08,4.68759386457888e-06
"NXF2",0.374833243667633,9.92079221479262e-08,4.80498735151045e-06
"DDTL",0.374759761532977,9.98256353329886e-08,4.81742523379559e-06
"FAM124B",0.374584804069511,1.01311279993872e-07,4.86398320093973e-06
"FOXD4L5",0.374215643821596,1.04515950906069e-07,5.00497410031216e-06
"KRTAP10-2",0.374003945290801,1.06397373319689e-07,5.08179182780061e-06
"APOBEC3D",0.37329886671303,1.12900928129362e-07,5.33807021201005e-06
"PTPRCAP",0.373099415204678,1.14808812874574e-07,5.41456916476147e-06
"HOXD1",0.37287896880071,1.16953527339432e-07,5.4880001924403e-06
"CAGE1",0.372481815358641,1.20914835943223e-07,5.64551369018908e-06
"ACSM2B",0.372060167871686,1.25261283377927e-07,5.83386465926723e-06
"PRAC1",0.37201292935655,1.25757467005494e-07,5.84240411391692e-06
"OR2S2",0.371944695945798,1.26477507955632e-07,5.85876049406744e-06
"HLA-DOB",0.371500303988593,1.31264714705024e-07,6.05308595513835e-06
"HOXB3",0.371216872897777,1.34408272803204e-07,6.18278054894737e-06
"DOK2",0.370714744977627,1.4015559064217e-07,6.43131648853357e-06
"PDGFB",0.369602015509979,1.53743888884275e-07,7.00322163122615e-06
"GLIS2",0.369448052942128,1.55720752310866e-07,7.05883682077118e-06
"MZT2B",0.368903935230747,1.62904367474761e-07,7.34879702163922e-06
"FAT2",0.368842700118534,1.63732431195625e-07,7.36835393978189e-06
"CCL5",0.36872897776728,1.65280986612146e-07,7.40236859944468e-06
"DACT2",0.368637999886278,1.66529935178733e-07,7.43991419940576e-06
"OR1K1",0.368449045825734,1.69152890666006e-07,7.52166520494839e-06
"FAM151A",0.367236590603909,1.86950610863366e-07,8.23464530302885e-06
"TM4SF4",0.367152611021445,1.88247680900166e-07,8.27226750233296e-06
"ERFE",0.366715217362779,1.95143966652747e-07,8.55518479156505e-06
"SP7",0.366517515429061,1.98339974658043e-07,8.65466674465798e-06
"KRT18",0.365961150695237,2.07605633841414e-07,9.0378620457395e-06
"ECE2",0.365884169411312,2.0891989944452e-07,9.0739256791299e-06
"C1orf127",0.365455523625818,2.16385070160125e-07,9.33304288755311e-06
"GALNTL5",0.36531380808041,2.18908901332248e-07,9.420144334749e-06
"CCDC188",0.365187838706714,2.21175973275098e-07,9.4958217859442e-06
"EVX1",0.364538746517253,2.33218970190686e-07,9.96704230499142e-06
"CTSE",0.363725194312133,2.49202424589018e-07,1.06016047417415e-05
"KRTAP1-4",0.363667458349189,2.50375763956518e-07,1.060472414404e-05
