"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Cap-dependent Translation Initiation R-HSA-72737",6.71279381661351e-36,2.61127679466266e-33,1.55654423323138,0.782903429123883,3.2383351361874,115,"RPL31;RPL38;RPL26;RPS11;RPL37A;RPS24;RPS28;RPS21;RPL41;RPS15;RPL14;RPS3A;RPS14;RPSA;EIF4A2;RPS4X;RPL7A;RPL6;RPL35A;RPS8;EIF3L;RPL15;RPL9;RPL32;RPL7;RPL4;RPL22;RPS25;RPS10;RPL35;RPS20;EIF5;RPL34;FAU;RPL21;RPL27A;RPL36A;EIF3K;RPL39;EIF4H;RPL5;RPL37;RPL29;EIF4B;RPS23;RPS12;RPS9;RPS2;RPS27;RPL18A;RPL28;EIF3C;RPL19;RPS6;RPS13;RPS7;RPS5;RPL10A;RPS3;RPL30;RPS27A;RPL18;RPS19;UBA52;RPS15A;RPS17;PABPC1;RPS29"
"GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706",5.3862917064252e-36,2.61127679466266e-33,1.56318197862453,0.796189917361172,3.28457721938228,108,"RPL31;RPL38;RPL26;RPS11;RPL37A;RPS24;RPS28;RPS21;RPL41;RPS15;RPL14;RPS3A;RPS14;RPSA;EIF4A2;RPS4X;RPL7A;RPL6;RPL35A;RPS8;EIF3L;RPL15;RPL9;RPL32;RPL7;RPL4;RPL22;RPS25;RPS10;RPL35;RPS20;EIF5;RPL34;FAU;RPL21;RPL27A;RPL36A;EIF3K;RPL39;EIF4H;RPL5;RPL37;RPL29;EIF4B;RPS23;RPS12;RPS9;RPS2;RPS27;RPL18A;RPL28;EIF3C;RPL19;RPS6;RPS13;RPS7;RPS5;RPL10A;RPS3;RPL30;RPS27A;RPL18;RPS19;UBA52;RPS15A;RPS17"
"L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827",2.45517647458279e-36,2.61127679466266e-33,1.56979165706381,0.796542314026882,3.28173516016217,107,"RPL31;RPL38;RPL26;RPS11;RPL37A;RPS24;RPS28;RPS21;RPL41;RPS15;RPL14;RPS3A;RPS14;RPSA;EIF4A2;RPS4X;RPL7A;RPL6;RPL35A;RPS8;EIF3L;RPL15;RPL9;RPL32;RPL7;RPL4;RPL22;RPS25;RPS10;RPL35;RPS20;RPL34;FAU;RPL21;RPL27A;RPL36A;EIF3K;RPL39;EIF4H;RPL5;RPL37;RPL29;EIF4B;RPS23;RPS12;RPS9;RPS2;RPS27;RPL18A;RPL28;EIF3C;RPL19;RPS6;RPS13;RPS7;RPS5;RPL10A;RPS3;RPL30;RPS27A;RPL18;RPS19;UBA52;RPS15A;RPS17;PABPC1;RPS29"
"Eukaryotic Translation Elongation R-HSA-156842",4.44249607442126e-35,1.03687858376992e-32,1.54318309134871,0.825617957026475,3.29845036071826,87,"RPL31;RPL38;RPL26;RPS11;RPL37A;RPS24;RPS28;RPS21;RPL41;RPS15;RPL14;RPS3A;RPS14;RPSA;RPS4X;RPL7A;RPL6;EEF1G;RPL35A;RPS8;RPL15;RPL9;RPL32;RPL7;RPL4;RPL22;RPS25;RPS10;RPL35;RPS20;RPL34;FAU;RPL21;RPL27A;RPL36A;RPL39;RPL5;RPL37;RPL29;RPS23;RPS12;RPS9;RPS2;RPS27;RPL18A;RPL28;RPL19;RPS6;RPS13;RPS7;RPS5;RPL10A;EEF1B2;RPS3;RPL30;RPS27A;RPL18;RPS19;UBA52;RPS15A;RPS17"
"Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956",3.9469334729247e-35,1.03687858376992e-32,1.54318309134871,0.818906063831911,3.28726439389394,91,"RPL31;RPL38;RPL26;RPS11;RPL37A;RPS24;RPS28;RPS21;RPL41;RPS15;RPL14;RPS3A;RPS14;RPSA;RPS4X;RPL7A;RPL6;RPL35A;RPS8;RPL15;RPL9;RPL32;RPL7;RPL4;RPL22;RPS25;RPS10;RPL35;RPS20;RPL34;FAU;RPL21;RPL27A;RPL36A;RPL39;RPL5;RPL37;RPL29;RPS23;RPS12;RPS9;RPS2;RPS27;RPL18A;RPL28;RPL19;RPS6;RPS13;RPS7;RPS5;RPL10A;RPS3;RPL30;RPS27A;RPL18;RPS19;NCBP2;UBA52;RPS15A;RPS17;PABPC1;RPS29"
"Peptide Chain Elongation R-HSA-156902",7.59570138738533e-35,1.47736391984645e-32,1.53645895003215,0.833520330528101,3.29505155590489,83,"RPL31;RPL38;RPL26;RPS11;RPL37A;RPS24;RPS28;RPS21;RPL41;RPS15;RPL14;RPS3A;RPS14;RPSA;RPS4X;RPL7A;RPL6;RPL35A;RPS8;RPL15;RPL9;RPL32;RPL7;RPL4;RPL22;RPS25;RPS10;RPL35;RPS20;RPL34;FAU;RPL21;RPL27A;RPL36A;RPL39;RPL5;RPL37;RPL29;RPS23;RPS12;RPS9;RPS2;RPS27;RPL18A;RPL28;RPL19;RPS6;RPS13;RPS7;RPS5;RPL10A;RPS3;RPL30;RPS27A;RPL18;RPS19;UBA52;RPS15A;RPS17"
"Formation Of A Pool Of Free 40S Subunits R-HSA-72689",1.14416415239995e-34,1.90748509407249e-32,1.52970525162309,0.809332421352672,3.28952435577901,97,"RPL31;RPL38;RPL26;RPS11;RPL37A;RPS24;RPS28;RPS21;RPL41;RPS15;RPL14;RPS3A;RPS14;RPSA;RPS4X;RPL7A;RPL6;RPL35A;RPS8;EIF3L;RPL15;RPL9;RPL32;RPL7;RPL4;RPL22;RPS25;RPS10;RPL35;RPS20;RPL34;FAU;RPL21;RPL27A;RPL36A;EIF3K;RPL39;RPL5;RPL37;RPL29;RPS23;RPS12;RPS9;RPS2;RPS27;RPL18A;RPL28;EIF3C;RPL19;RPS6;RPS13;RPS7;RPS5;RPL10A;RPS3;RPL30;RPS27A;RPL18;RPS19;UBA52;RPS15A;RPS17"
"Eukaryotic Translation Termination R-HSA-72764",3.34511134524779e-34,4.87968117488021e-32,1.52292160289117,0.822453699496713,3.28652133707123,89,"RPL31;RPL38;RPL26;RPS11;RPL37A;RPS24;RPS28;RPS21;RPL41;RPS15;RPL14;RPS3A;RPS14;RPSA;RPS4X;RPL7A;RPL6;RPL35A;RPS8;RPL15;RPL9;RPL32;RPL7;RPL4;RPL22;RPS25;RPS10;RPL35;RPS20;RPL34;FAU;RPL21;RPL27A;RPL36A;RPL39;RPL5;RPL37;RPL29;RPS23;RPS12;RPS9;RPS2;RPS27;RPL18A;RPL28;RPL19;RPS6;RPS13;RPS7;RPS5;RPL10A;RPS3;RPL30;RPS27A;RPL18;TRMT112;RPS19;UBA52;RPS15A;RPS17"
"Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957",1.94768564113584e-33,2.48815459419124e-31,1.50238688881415,0.775666810217183,3.20438867512811,111,"RPL31;RPL38;RPL26;RPS11;RPL37A;RPS24;RPS28;RPS21;RPL41;RPS15;RPL14;RPS3A;RPS14;RPSA;RPS4X;RPL7A;RPL6;RPL35A;RPS8;RPL15;RPL9;RPL32;RPL7;RPL4;RPL22;RPS25;RPS10;RPL35;RPS20;RPL34;FAU;RPL21;RPL27A;RPL36A;RPL39;RPL5;RPL37;RPL29;RPS23;RPS12;RPS9;RPS2;RPS27;RPL18A;RPL28;CASC3;RPL19;RPS6;RPS13;RPS7;RPS5;RPL10A;RPS3;RPL30;RPS27A;RPL18;RPS19;NCBP2;UBA52;RPS15A;RPS17;PABPC1;RPS29;PNRC2;UPF3A;RBM8A;RNPS1;RPL36"
"Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012",2.13209476794451e-33,2.48815459419124e-31,1.50238688881415,0.802147544999587,3.26032149038875,97,"RPL31;RPL38;RPL26;RPS11;RPL37A;RPS24;RPS28;RPS21;RPL41;RPS15;RPL14;RPS3A;RPS14;RPSA;RPS4X;RPL7A;RPL6;RPL35A;RPS8;RPL15;RPL9;RPL32;RPL7;RPL4;RPL22;RPS25;RPS10;ATF4;RPL35;RPS20;RPL34;FAU;RPL21;RPL27A;RPL36A;RPL39;RPL5;RPL37;RPL29;RPS23;RPS12;RPS9;RPS2;RPS27;RPL18A;RPL28;RPL19;RPS6;RPS13;RPS7;RPS5;RPL10A;RPS3;RPL30;RPS27A;RPL18;RPS19;UBA52;RPS15A;RPS17"
