"gene","statistic","p.value","p_adj"
"SPINK9",0.44324511103238,1.51053718767628e-10,1.88071950113615e-07
"ADAM29",0.430677916431567,5.56162743417345e-10,4.87693066563304e-07
"RIDA",0.430481964072485,5.67343560844302e-10,4.87693066563304e-07
"ALG9",0.424512415419001,1.03408240941946e-09,7.42789349166067e-07
"KLHDC7A",0.422670113328697,1.24163306804222e-09,7.48023844476016e-07
"MINAR1",0.421601123226915,1.37996505505073e-09,7.73862836577885e-07
"ERVW-1",0.421391174270755,1.40883146517713e-09,7.73862836577885e-07
"COLEC11",0.421391174270755,1.40883146517713e-09,7.73862836577885e-07
"DESI2",0.412959974106295,3.19785232702673e-09,1.53136128357824e-06
"CCDC158",0.411168409680396,3.79529351548152e-09,1.7438582070064e-06
"CD200R1L",0.411077431799394,3.82834581748031e-09,1.7438582070064e-06
"DEFB115",0.408659519654284,4.81595735510974e-09,2.14149570390547e-06
"MUC19",0.406334334964812,5.99496333572816e-09,2.48804300573465e-06
"BATF3",0.404411552441313,7.17600991254005e-09,2.85147151333187e-06
"C2orf50",0.403655736199137,7.69921125232523e-09,2.99563477809221e-06
"ZNF205",0.403157107428257,8.06432037514729e-09,3.073658108699e-06
"MCM6",0.401834429004448,9.11554448532415e-09,3.40483817615828e-06
"DNAH12",0.40161398260048,9.30313188628494e-09,3.4067704138874e-06
"KLK13",0.400298302475211,1.05025298313609e-08,3.70085371944332e-06
"NLRP4",0.396459735726751,1.49156696013781e-08,5.06481900864251e-06
"POTEG",0.39481338599553,1.73138426898787e-08,5.67286536975746e-06
"CACNG3",0.394342750418804,1.80650269614904e-08,5.81693868159991e-06
"RIBC1",0.393277259466292,1.98834177860413e-08,6.29394424698486e-06
"CLEC2B",0.39252669194802,2.12688525537537e-08,6.62028483823173e-06
"GP1BB",0.392022814453236,2.22505921121614e-08,6.81232882437258e-06
"FCGRT",0.391275746084233,2.37868684438923e-08,6.94130554778334e-06
"PLEKHG5",0.391100788620767,2.41611404928796e-08,6.9420532283849e-06
"PCSK5",0.390784115611892,2.48530385081383e-08,7.0326567754241e-06
"GPRC6A",0.390114028526814,2.6380543711446e-08,7.35347812470099e-06
"REG3G",0.389814851264286,2.7091353919437e-08,7.44056067352067e-06
"PROCA1",0.388819343297161,2.95917318700167e-08,7.78387583668213e-06
"UNC5C",0.388049530457907,3.16760413845164e-08,8.10385957393462e-06
"RAB3B",0.384580123957363,4.29553417110202e-08,9.90412298512363e-06
"KHDRBS2",0.383542626199005,4.70196717846656e-08,1.07090169542734e-05
"SAMD14",0.381740564325298,5.49734199915492e-08,1.22224237114544e-05
"SCRT1",0.38099524553093,5.86280053321344e-08,1.27318212509645e-05
"ZNF286A",0.380587594641053,6.07245244462521e-08,1.28003293928582e-05
"CASP3",0.380535107402013,6.09996421056104e-08,1.28003293928582e-05
"GCKR",0.379737301368605,6.53318427012946e-08,1.34081043328503e-05
"MACROD2",0.379483613046578,6.67703018928707e-08,1.35543712842528e-05
"ACBD7",0.37923692302309,6.81982350997587e-08,1.3695378911001e-05
"ANKRD13B",0.378589580408263,7.20861898400119e-08,1.43221455473624e-05
"GRAMD2A",0.378276406548658,7.40427106181005e-08,1.45560175105647e-05
"EIF4EBP2",0.377721791389468,7.76334522419908e-08,1.50502001384717e-05
"SLC9A7",0.377641310956274,7.81682059023217e-08,1.50502001384717e-05
"SESN1",0.37718992070053,8.1233677377436e-08,1.5280067487336e-05
"POLR1B",0.377105941118066,8.18165960983937e-08,1.5280067487336e-05
"GRAMD1B",0.376693041504284,8.47415415115197e-08,1.56696339531598e-05
"NOL11",0.3763203821071,8.74674442037506e-08,1.58902864474332e-05
"MYL7",0.376297637636849,8.76365123198552e-08,1.58902864474332e-05
"FANCI",0.376096436553863,8.91458459460828e-08,1.60085367200869e-05
"C1QTNF9",0.375928477388935,9.04249001484039e-08,1.60835755730628e-05
"SLC25A16",0.375816504612316,9.12873741526854e-08,1.60838018837316e-05
"HERC6",0.375592559059079,9.30360819069598e-08,1.61002751618082e-05
"CFAP73",0.374402848307505,1.02878859905921e-07,1.75833409083607e-05
"MRPL37",0.373738009946332,1.08806920563073e-07,1.82034578706124e-05
"SYNPR",0.3736960201551,1.09192132010343e-07,1.82034578706124e-05
"SHANK1",0.37340384119111,1.11909040116522e-07,1.82034578706124e-05
"IL12RB2",0.373384595870129,1.12090257823968e-07,1.82034578706124e-05
"NDUFS1",0.373155401592988,1.14270164649793e-07,1.83974965086167e-05
"TLCD1",0.373001439025137,1.15757316953168e-07,1.84776380463023e-05
"OR52N1",0.372371592156657,1.22036859781958e-07,1.93149185871852e-05
"B9D1",0.372077663618033,1.25077988890389e-07,1.96298867270328e-05
"PTHLH",0.371323596950491,1.33216200559259e-07,2.07328813470394e-05
"GHSR",0.371022670113329,1.36603761503863e-07,2.10843954532739e-05
"CLEC7A",0.370616768798086,1.41304180971277e-07,2.14552592180452e-05
"ANKRD7",0.370217865781382,1.46074508829414e-07,2.1705115879807e-05
"CPSF4L",0.370200370035035,1.46287231421536e-07,2.1705115879807e-05
"ADORA2B",0.370188123012593,1.46436314031682e-07,2.1705115879807e-05
"C8A",0.369983422780336,1.48949806506231e-07,2.19038313882707e-05
"OR2T3",0.369878448302257,1.50254779657682e-07,2.19231114444286e-05
"TCF24",0.369553027420208,1.54370264759645e-07,2.20974272618014e-05
"CNTF",0.369533782099227,1.54617010138694e-07,2.20974272618014e-05
"RTL8B",0.369287092075739,1.57813534518051e-07,2.21892934218445e-05
"PLPPR3",0.369271345904027,1.58019705777753e-07,2.21892934218445e-05
"TMEM207",0.369166371425947,1.59400797960346e-07,2.22161888261748e-05
