"gene","statistic","p.value","p_adj"
"BCAS1",0.706109952017916,5.38493094189086e-30,1.00568970270754e-25
"MBP",0.689912390050169,3.48158491515705e-28,3.25110399377365e-24
"HIPK2",0.671590844475937,2.82938492148671e-26,1.76138642645619e-22
"ERMN",0.66366702095553,1.72205508113004e-25,8.04027517379616e-22
"PLP1",0.658974661785353,4.89066002615596e-25,1.82675933296977e-21
"CRYAB",0.652635952883955,1.94544067907256e-24,6.05550835372653e-21
"MOBP",0.647689905391752,5.58549761879235e-24,1.4902107646938e-20
"LPAR1",0.643275728588487,1.40850186761775e-23,3.28814760995365e-20
"TP53INP2",0.642383445524807,1.69495553811442e-23,3.51722106998054e-20
"ANLN",0.630260642881199,1.97568200201058e-22,3.68978370695495e-19
"CLDND1",0.62810516693129,3.02311641146463e-22,5.13270200913758e-19
"EFHD1",0.619957397857646,1.46523092860489e-21,2.28038773521874e-18
"PRMT8",0.616974373105539,2.5815713239087e-21,3.70872508040914e-18
"SHTN1",0.612224277972418,6.28363008836829e-21,8.3823625378833e-18
"MTURN",0.605745603100246,2.06416016564293e-20,2.57001701690316e-17
"PIP4K2A",0.601635852283414,4.32860333471792e-20,5.0525622424495e-17
"LAMP2",0.598614336889344,7.4106665691903e-20,8.14127110859989e-17
"PKP4",0.598056222580885,8.17938423436002e-20,8.48656555338376e-17
"KRTAP10-3",0.597104453979626,9.6744119846467e-20,9.50943780132956e-17
"ZNF587",0.593066435722815,1.96001516646709e-19,1.83026216244697e-16
"CNP",0.587814212669545,4.83870705579928e-19,4.30322347495749e-16
"NDRG1",0.586033145691454,6.54954457539001e-19,5.5599679313629e-16
"RSF1",0.58563074352548,7.01141535185085e-19,5.69326926570289e-16
"PLEKHB1",0.582619725579218,1.16400855151648e-18,9.05694645255249e-16
"ZNF417",0.582376534705,1.2123777110399e-18,9.05694645255249e-16
"PAQR6",0.581827168269714,1.32900530224517e-18,9.30900888565296e-16
"SEPTIN4",0.581751936560424,1.34580873802008e-18,9.30900888565296e-16
"NXF2",0.581265554811986,1.45957753719018e-18,9.7353821730585e-16
"QKI",0.578464485821884,2.32304835254351e-18,1.49604313903802e-15
"PHAX",0.575313501904849,3.89768423875318e-18,2.42643836143181e-15
"MAP4K4",0.573439707471121,5.28832578653849e-18,3.18596039965784e-15
"RPL21",0.572013804143867,6.66179880803513e-18,3.8879923293395e-15
"SPP1",0.571121521080187,7.69294637466608e-18,4.35374140888678e-15
"MAN2A1",0.569308961758672,1.02914140033386e-17,5.65301317430444e-15
"KRTAP12-3",0.563467132053519,2.59757409632167e-17,1.38606553779724e-14
"HSPA2",0.555492570868708,8.9297554434625e-17,4.63255868505849e-14
"ZNF845",0.554570545036238,1.02783519006448e-16,5.18806757017411e-14
"PTP4A2",0.554026427324857,1.11656179424938e-16,5.48760738668461e-14
"RPS26",0.552761484863992,1.3527792913512e-16,6.47807847314745e-14
"CA2",0.552537539310755,1.39941177629976e-16,6.53385358354358e-14
"FCF1",0.550236848666168,1.97933872826651e-16,9.01612929002569e-14
"GPRC5B",0.546095605505911,3.6699517669567e-16,1.63190521904008e-13
"KIR3DL1",0.544734436440141,4.48735355531693e-16,1.94897244183951e-13
"ZNF776",0.544206064900471,4.85046360031397e-16,2.05880132271508e-13
"HOXB3",0.543067091813303,5.7335937782342e-16,2.37956883116227e-13
"ELOVL5",0.542010348733964,6.6923823930496e-16,2.71710725157814e-13
"CCL3",0.539730652984993,9.3250588483433e-16,3.70542125641829e-13
"DYNC1LI2",0.537456205959926,1.29512133944297e-15,5.03910127821602e-13
"NUTM2G",0.534471431633184,1.9856455545344e-15,7.56814619928254e-13
"ZCCHC24",0.53115948684976,3.17472706245579e-15,1.18582405236848e-12
"C4orf46",0.530219965270943,3.62340495814e-15,1.32687668623966e-12
"RASSF2",0.527641092259444,5.19746533640495e-15,1.85301654105518e-12
"SUN2",0.52755711267698,5.25861408630994e-15,1.85301654105518e-12
"GPAT2",0.524579336648777,7.94483971397894e-15,2.74773752774575e-12
"TMEM63A",0.522348628989577,1.0794273999193e-14,3.66534293107144e-12
"RPL32",0.520221146233822,1.44290427354013e-14,4.81208575225633e-12
"BMERB1",0.519780253425886,1.53196437813672e-14,5.01946784668093e-12
"AURKAIP1",0.518982447392478,1.70695081489991e-14,5.49638162397772e-12
"MAG",0.515827964326173,2.61065515620158e-14,8.26382977918995e-12
"NPAP1L",0.515506042593394,2.72567515071628e-14,8.48411818579621e-12
"HMGN2",0.514041648624178,3.31437886678978e-14,1.00327481774138e-11
"RPS28",0.51400490755685,3.33064032447878e-14,1.00327481774138e-11
"S100B",0.513425798352775,3.59747087042693e-14,1.06645025358878e-11
"USP17L11",0.512808198506738,3.9050054045566e-14,1.13952938961717e-11
"SP7",0.510509257436786,5.29174414221031e-14,1.52044020922953e-11
"FGF1",0.509865413971228,5.75947878131293e-14,1.62975796545152e-11
"KRTAP5-8",0.5096974548063,5.88798082522497e-14,1.64125268495375e-11
"USP17L12",0.509216321781767,6.27175673410452e-14,1.72251954067847e-11
"FOXD4L1",0.50835903021078,7.01689646513734e-14,1.89923997656384e-11
"ORM2",0.507790418454513,7.5580190231793e-14,2.01647947538424e-11
"EVX1",0.507648702909105,7.69909320045694e-14,2.02518682551738e-11
"ZNF616",0.50730928542998,8.04749387497193e-14,2.08743049456911e-11
"NICN1",0.506884138793756,8.50563095659384e-14,2.17604333897735e-11
"CRABP2",0.506161564469638,9.34325538843939e-14,2.33612718142051e-11
"SLC31A2",0.506130072126214,9.38153451523549e-14,2.33612718142051e-11
"RPS12",0.49921925231928,2.2780232297787e-13,5.59794234728249e-11
"GAB2",0.49827448201656,2.56778989431196e-13,6.2280576709312e-11
"PAIP2B",0.497704120685658,2.75978717626404e-13,6.60792119280863e-11
"SGK1",0.497156503825007,2.95725157216788e-13,6.99109245086169e-11
"PTK6",0.496941306144943,3.0385596547547e-13,7.09351751402484e-11
"PRAC1",0.494931044889711,3.91118382301495e-13,9.01793445415151e-11
"UGT8",0.494654612097434,4.04882508892758e-13,9.22144601961116e-11
"OLFML3",0.49215272036986,5.52922924336157e-13,1.24414319697615e-10
"TTYH2",0.492049495466415,5.60047383364637e-13,1.24517201568071e-10
"CERCAM",0.491491381157956,6.0014355415223e-13,1.31862129615848e-10
"NAT8B",0.488874017504494,8.28634915485435e-13,1.79948670716349e-10
"OR2A14",0.488538099174638,8.6349324058764e-13,1.85363215646147e-10
"SLC50A1",0.488046468702297,9.17096222350228e-13,1.94632830097873e-10
"SLC36A1",0.487820773574425,9.42775898493756e-13,1.97834636856959e-10
