"gene","statistic","p.value","p_adj"
"CAMK2A",0.72665170780354,1.77632112911428e-32,3.31745734073383e-28
"FBXL16",0.71625223617508,3.41467200242104e-31,3.18862071586077e-27
"NRGN",0.701533064773627,1.79949148174428e-29,1.1202434304352e-25
"IDS",0.695374562059599,8.80335941970577e-29,3.74436136887259e-25
"NCS1",0.694863686266276,1.002452711735e-28,3.74436136887259e-25
"OLFM1",0.691128344421263,2.57036389772562e-28,8.00068602565395e-25
"RAB6B",0.688696435679075,4.70881641259077e-28,1.25631221887922e-24
"PRKAR1B",0.673483884230646,1.82265007765512e-26,4.25497660628588e-23
"ENC1",0.663215630699786,1.90550569834151e-25,3.95413604691401e-22
"PCSK1N",0.662605029152287,2.18453357383931e-25,4.0798349025023e-22
"SNCB",0.659006154128777,4.85682075496008e-25,8.24599858360313e-22
"DLG4",0.650483976083315,3.08570250610979e-24,4.80238166700888e-21
"RGS4",0.642476172980444,1.66270538771371e-23,2.3886681400724e-20
"DIRAS2",0.633791284493957,9.77169481834791e-23,1.30354408876761e-19
"NCDN",0.628124412252271,3.01170071988052e-22,3.74976817629924e-19
"BSCL2",0.620683471331033,1.27536921365878e-21,1.47725945445737e-18
"DMTN",0.620335305978734,1.36318920900795e-21,1.47725945445737e-18
"MAP2",0.619869919125912,1.48989943527132e-21,1.47725945445737e-18
"SEPTIN3",0.619824430185411,1.5028876437508e-21,1.47725945445737e-18
"SLC12A5",0.617093344180696,2.524201397657e-21,2.33874750369458e-18
"STXBP1",0.616876396925997,2.62977605362959e-21,2.33874750369458e-18
"PHACTR1",0.613842634509485,4.64859648773079e-21,3.80437597322781e-18
"SEPTIN5",0.613800644718253,4.68519208525593e-21,3.80437597322781e-18
"DKK3",0.613242530409794,5.19929680113353e-21,4.04591946074874e-18
"CHGA",0.610590175263639,8.50379027063432e-21,6.23590119922729e-18
"RIMS3",0.61047820248702,8.68137883807611e-21,6.23590119922729e-18
"SLC1A2",0.609132779592961,1.11215509847942e-20,7.58922997986049e-18
"PHYHIP",0.6090085597939,1.13781558918448e-20,7.58922997986049e-18
"FXYD7",0.608684888486487,1.20743631955268e-20,7.77588989791925e-18
"PLD3",0.608098780983873,1.34429426517114e-20,8.36867989877874e-18
"CABP1",0.604786836200449,2.45576264944965e-20,1.44828910163643e-17
"PACSIN1",0.604729100237505,2.48154054681761e-20,1.44828910163643e-17
"GRIN1",0.604244468063702,2.70864143463499e-20,1.53292689191646e-17
"KCNAB2",0.603945290801174,2.85888250547897e-20,1.57036734330368e-17
"PSD",0.601305182677461,4.59222421162459e-20,2.45041083932288e-17
"AGAP2",0.599443635266176,6.39753303766193e-20,3.31889797253817e-17
"CADM3",0.59839564006001,7.70305849397176e-20,3.88817082252477e-17
"CALM1",0.597972242998421,8.30162376136928e-20,4.08002961492981e-17
"THY1",0.596016218556863,1.1713483450122e-19,5.60925684396098e-17
"GNB1",0.595052202933162,1.38676869945054e-19,6.41423784246774e-17
"SYN2",0.594964724201428,1.40813745738476e-19,6.41423784246774e-17
"DNM1",0.593638546628351,1.77450056581793e-19,7.89061251600375e-17
"TMEM130",0.593265887231167,1.89327820769422e-19,8.22299158299935e-17
"SYT1",0.592879231236905,2.02474879248623e-19,8.59413828374381e-17
"NEFL",0.592193397980116,2.28030002964191e-19,9.46375185635387e-17
"ATRNL1",0.590575041443049,3.01520245731551e-19,1.2241721976701e-16
"YWHAG",0.585833694183102,6.77461857330878e-19,2.69197396755563e-16
"TUBA4A",0.582367786831826,1.21415380093032e-18,4.68216683904257e-16
"PPP3R1",0.58229780384644,1.22845456796469e-18,4.68216683904257e-16
"TSPAN7",0.579496734856338,1.95841352523351e-18,7.3150661994522e-16
