step,loss
179,8108662.186407685
180,8061034.8112113625
181,7994496.838756844
182,7921414.695974968
183,8048558.497685611
184,7993492.680953205
185,8055920.733885333
186,7962432.416095443
187,8004621.221299484
188,8008939.904890493
189,7987623.5987777
190,7960934.01513049
191,7898772.4902149215
192,8013933.993462324
193,7952717.584139675
194,7948074.337096125
195,7982907.2926237285
196,7948429.169340149
197,7926325.387638159
198,7830077.800025687
199,7886119.266679645
200,7851214.968657613
201,7866327.59594889
202,7887667.874576867
203,7860669.299063623
204,7882452.557132088
205,7891157.215087637
206,7883093.973116837
207,7870026.340265982
208,7757115.822428022
209,7777681.06074661
210,7857913.933618046
211,7739956.5438484475
212,7787721.554200634
213,7795255.265796199
214,7787003.037327915
215,7764416.575759947
216,7766643.059124649
217,7798919.1748527065
218,7745972.305045869
219,7785746.649393007
220,7754230.355865598
221,7806812.439028323
222,7815390.353078693
223,7727771.401458107
224,7738266.000020713
225,7705458.274825759
226,7694139.296707228
227,7722640.533598557
228,7658448.153614402
229,7727561.148813374
230,7802710.824314363
231,7667610.503797844
232,7714643.067638606
233,7634237.860571429
234,7710595.313221462
235,7616181.356344592
236,7710911.099014103
237,7684692.879370451
238,7619267.343266785
239,7619659.725801811
240,7634520.134961292
241,7580330.362004608
242,7607452.3753106445
243,7648929.903509557
244,7613742.9901165515
245,7618554.595563956
246,7692137.069315195
247,7616224.021983363
248,7584429.362604305
249,7600121.006560624
250,7570622.809060261
251,7552055.4540288
252,7551343.59065479
253,7561399.406800374
254,7603116.712275628
255,7511635.61562629
256,7548556.303662106
257,7608761.851192623
258,7556717.644862689
259,7576046.075040452
260,7538729.46409753
261,7530051.59448681
262,7566548.800964668
263,7572217.27066182
264,7465809.567790039
265,7596435.68176768
266,7541923.270766348
267,7479971.49282603
268,7489005.607814055
269,7538122.459781207
270,7458931.374143943
271,7487165.636194542
272,7442560.050550371
273,7491845.748352118
274,7486566.76783219
275,7515833.995504983
276,7444454.718739368
277,7432844.193908706
278,7482454.647107616
279,7570636.714000978
280,7456974.596324131
281,7459880.250873685
282,7488174.060043469
283,7457321.964238908
284,7374888.038440779
285,7453027.730081528
286,7375342.345054008
287,7401566.682892956
288,7432146.512875952
289,7373995.283874106
290,7367678.298052177
291,7381695.861594245
292,7492072.348782845
293,7367428.822488636
294,7333060.691009745
295,7346961.223439958
296,7354978.965009369
297,7358635.72443597
298,7405106.422991261
299,7359761.332982108
300,7349743.601294816
301,7308663.930882573
302,7327757.508067861
303,7333552.199262857
304,7371102.182118863
305,7278515.198034152
306,7299483.822717786
307,7297678.246265233
308,7310829.733238563
309,7300701.394687653
310,7329712.748709038
311,7283673.755236164
312,7333418.943818741
313,7318157.176841773
314,7280221.6500387415
315,7283977.2117256075
316,7270936.589738868
317,7303012.793445542
318,7326017.76791729
319,7265978.517137431
320,7293881.695131347
321,7266249.8236068785
322,7238982.754680216
323,7237884.1828091
324,7240008.73412222
325,7208613.194939747
326,7258533.6457839385
327,7274499.596950851
328,7202504.107944302
329,7164905.621893495
330,7258460.145423368
331,7208411.29734464
332,7248137.190877914
333,7221745.835717708
334,7166148.616731577
335,7209835.603345286
336,7203899.033317052
337,7198956.710788935
338,7130516.410768241
339,7212182.938102365
340,7227218.633185834
341,7145335.90367331
342,7148677.703511387
343,7140821.672863163
344,7134731.427665506
345,7170254.98976985
346,7143461.339317381
347,7142100.874626245
348,7120680.122027982
349,7105424.131530285
350,7102504.755165547
351,7140491.2491394095
352,7087850.100006834
353,7116476.449090853
354,7115915.977081992
355,7085283.47679197
356,7112384.178196453
357,7108541.098471969
358,7104197.109562933
359,7078948.188761823
360,7071540.1985785365
361,7128687.50883396
362,7121580.2549589425
363,7097620.859410372
364,7100268.049589694
365,7130037.791222643
366,7081987.416612178
367,7099419.073215127
368,7121514.846451454
369,7058864.068800479
370,7046404.310529776
371,7066276.865914952
372,7087646.591442831
373,7098796.089691084
374,7052793.2962774
375,7087601.175499283
376,7019303.754018109
377,6996512.314562406
378,7041936.94970803
379,7075358.055631325
380,7018235.774607763
381,7020789.748053528
382,7073474.131398674
383,6975738.541643932
384,7084164.445397124
385,7026435.855291694
386,7015695.123636864
387,6976575.98061597
388,7010484.0499900505
389,6964356.38233719
390,6940251.896275997
391,6953660.439035498
392,6977115.0251015015
393,6998164.34913715
394,6932590.039492428
395,7037702.916106686
396,6972284.0062591545
397,6987270.996570962
398,6968292.67679888
399,6991709.925098106
400,6979379.379618898
401,6996846.25794518
402,6955313.288636897
403,6985309.907517105
404,6936816.467212237
405,6923189.547086135
406,6961113.877131425
407,6891617.028932959
408,6895997.730093619
409,6940263.496294454
410,6980394.480465379
411,6940434.331349786
412,6867159.008722119
413,6914984.909569185
414,6927148.578714378
415,6902534.807085412
416,6888054.610778466
417,6886893.602014875
418,6858237.6009305045
419,6900270.5736962855
420,6867414.168438695
421,6900945.251524452
422,6861357.060600026
423,6869408.207849801
424,6832456.30019404
425,6880378.454275267
426,6861099.913342249
427,6855864.136628173
428,6895895.136380136
429,6849601.099600531
430,6863717.751629405
431,6925176.25201194
432,6861503.766601276
433,6878832.398631729
434,6833669.954398669
435,6892706.178980898
436,6788867.207840264
437,6835521.604314186
438,6842458.572948219
439,6798089.2145808935
440,6811456.606205255
441,6780418.730379958
442,6790452.503034577
443,6848946.417315945
444,6813429.42431367
445,6784314.891166152
446,6798646.15265739
447,6806529.202357542
448,6796002.3656962905
449,6827912.804902758
450,6770081.887861319
451,6775051.404011428
452,6778548.583624408
453,6822839.716768526
454,6773256.354090264
455,6811966.883599974
456,6807114.4373133015
457,6746832.270428501
458,6736344.049211908
459,6787743.737496749
460,6750528.918527015
461,6733115.465765305
462,6767013.207980687
463,6764309.915922772
464,6755213.184556922
465,6734777.621811664
466,6773381.763335928
467,6722544.331350833
468,6701386.050341878
469,6712428.243696511
470,6680651.190086141
471,6760370.796206728
472,6696587.24496584
473,6744338.8475633
474,6705286.280728698
475,6731585.891842268
476,6698173.198767543
477,6712407.648100382
478,6715024.285096124
479,6720515.217637476
480,6712849.913505506
481,6701868.467658088
482,6674282.782257155
483,6645150.350961119
484,6693123.469843838
485,6753727.781133272
486,6676790.3841985315
487,6686575.036864996
488,6728086.691482067
489,6636209.51336804
490,6656051.2048084065
491,6714834.929861762
492,6662396.242401257
493,6667507.740892854
494,6659525.677796856
495,6647465.598942429
496,6633207.805075757
497,6647496.352532528
498,6663783.638703782
499,6673676.731959708
500,6641592.065933943
501,6645531.064067274
502,6628628.282720491
503,6628833.007412031
504,6635421.968304664
505,6618979.8228752315
506,6589380.219650358
507,6629568.888088971
508,6637354.041650236
509,6617913.861192383
510,6594946.501689777
511,6633629.510139745
512,6624706.378694877
513,6597563.504990667
514,6658540.036694795
515,6619655.184506297
516,6616912.492893569
517,6645016.645335294
518,6559872.929657981
519,6599205.1940929
520,6576638.794568747
521,6601976.272249177
522,6622333.425269064
523,6571180.276002247
524,6580289.022821926
525,6590039.82956817
526,6604630.99354808
527,6562940.173751771
528,6592042.36398226
529,6536768.284888603
530,6550214.290713787
531,6539256.520882696
532,6539124.77750352
533,6545878.1099805385
534,6541214.1158531755
535,6565940.660121538
536,6511079.24816601
537,6553489.515886903
538,6538631.996571034
539,6562094.748549536
540,6514084.963393867
541,6515817.580059886
542,6539820.975080177
543,6539894.682030603
544,6540730.986035585
545,6513543.365263961
546,6542701.327660561
547,6545422.939524949
548,6506953.491869807
549,6492386.878244393
550,6541653.052126363
551,6517980.672647864
552,6515302.331299052
553,6503302.085852176
554,6520157.212370042
555,6487535.736407474
556,6545953.168983892
557,6478115.946429342
558,6499739.422716856
559,6469875.701384723
560,6489660.921360239
561,6530558.175868034
562,6496127.6654533
563,6451592.971204668
564,6478184.7954479605
565,6484753.773627624
566,6467967.027386442
567,6486355.552927345
568,6484346.899024822
569,6476416.004275635
570,6456419.448870555
571,6473009.9517445415
572,6484415.963994265
573,6440009.949827768
574,6441658.045762256
575,6445052.156506017
576,6491879.238088429
577,6446698.251421824
578,6427449.265503429
579,6446848.512162149
580,6439852.47997085
581,6470932.228450373
582,6419961.350964278
583,6454152.585504934
584,6484323.7494803965
585,6432488.154769778
586,6452647.074914783
587,6428707.430692479
588,6420946.651489966
589,6448490.251186788
590,6392009.994156197
591,6441393.207705587
592,6436095.596750572
593,6420571.454808503
594,6400343.772984266
595,6425922.56960687
596,6396726.787753344
597,6418325.344540983
598,6388012.738251448
599,6405737.571214147
600,6387822.371168435
601,6422104.475696482
602,6383276.91994603
603,6375048.984370172
604,6384381.829408795
605,6378613.5795683265
606,6374671.722857475
607,6399779.980074599
608,6385851.712029837
609,6354831.326410651
610,6369470.735351786
611,6376073.715050526
612,6389473.599105611
613,6373382.883811712
614,6363989.160994932
615,6346641.481135905
616,6367623.293762907
617,6374649.391907901
618,6350276.271375306
619,6403801.100370184
620,6357288.254670113
621,6325582.861100897
622,6365255.965521112
623,6369008.325253323
624,6360977.299378723
625,6348033.532906786
626,6378253.830018476
627,6382543.608056039
628,6332790.524283409
629,6334859.059669271
630,6320873.818010211
631,6312686.782485813
632,6355108.438803501
633,6320079.656201452
634,6318782.395940676
635,6316309.943004206
636,6350472.507258773
637,6351005.313123539
638,6304222.606453739
639,6311967.148570478
640,6366670.060369715
641,6306333.259359032
642,6320132.782602787
643,6315577.799374819
644,6316857.608088523
645,6293675.040867776
646,6304050.7286351025
647,6313168.644907162
648,6306855.28119652
649,6283570.775058925
650,6323954.128756836
651,6317689.661568232
652,6295044.88483265
653,6313495.458901435
654,6279378.289391607
655,6277773.177533984
656,6311948.064114615
657,6291750.604118496
658,6279065.278425172
659,6259404.002883926
660,6284276.676011682
661,6284224.756296828
662,6288136.615634084
663,6273478.559830189
664,6310922.2648126185
665,6264731.9833878875
666,6337098.288963199
667,6285202.596823499
668,6241917.199109733
669,6283744.9554745555
670,6276694.024531215
671,6229471.318642706
672,6275824.090608984
673,6243572.990836307
674,6248705.843794405
675,6242946.064776219
676,6231332.241166621
677,6248941.085609287
678,6253947.470732629
679,6262294.645376936
680,6243709.100718349
681,6244909.464150995
682,6240682.824651197
683,6234975.073154829
684,6232352.841400579
685,6228576.936224937
686,6225822.919054806
687,6223620.270137057
688,6226620.165054455
689,6226306.168444037
690,6227269.430403635
691,6207809.642980874
692,6217037.587321788
693,6193791.085717261
694,6210348.2823654115
695,6209041.327092335
696,6207179.350583553
697,6191905.615325093
698,6233814.387045458
699,6240110.385069519
700,6220723.2692433
701,6171869.237759829
702,6197774.053710669
703,6188216.922266096
704,6215794.784170866
705,6184260.7387486845
706,6198190.81813094
707,6196004.575911105
708,6179386.091742516
709,6200568.713984594
710,6178972.866114497
711,6185759.012305036
712,6204139.468096226
713,6172142.218743086
714,6199373.1840094775
715,6186670.433893502
716,6154006.608409107
717,6151735.235202789
718,6175357.19941625
719,6194292.374434471
720,6147110.363319755
721,6169065.0163913965
722,6179366.784537375
723,6175255.536385223
724,6157478.216215879
725,6136046.300833672
726,6170219.954093248
727,6151882.174332723
728,6158336.526753575
729,6136199.2020317465
730,6139374.322278753
731,6143455.337974295
732,6156148.02888006
733,6154658.277268529
734,6156002.736054227
735,6119209.800418198
736,6135982.59295772
737,6142906.410532251
738,6150976.046283901
739,6127794.71738939
740,6154911.144672394
741,6111089.521071464
742,6142713.300618738
743,6154114.97788924
744,6128779.102178782
745,6125492.598433286
746,6124643.861501887
747,6122739.584760904
748,6152684.331352472
749,6144158.54566583
750,6098923.884690493
751,6104812.707172364
752,6110023.599571675
753,6095001.4493018985
754,6095442.611694306
755,6099754.632376999
756,6102358.701937467
757,6120127.334831983
758,6126221.72581774
759,6102214.553859279
760,6104058.642568946
761,6127480.177331328
762,6119159.164244622
763,6099353.207797781
764,6107575.604365587
765,6098248.759463906
766,6092390.585058242
767,6107039.539774716
768,6089401.262524068
769,6098058.553143516
770,6075786.473268807
771,6085617.056556419
772,6099601.432963461
773,6096079.571876168
774,6076808.650735676
775,6081252.861714125
776,6065838.574090242
777,6088032.817601442
778,6072076.933321953
779,6084822.784570098
780,6078921.888431996
781,6100264.057336286
782,6065095.117069542
783,6084537.219300494
784,6046997.647723734
785,6058521.679210991
786,6054597.507218748
787,6065360.381018132
788,6057856.277884096
789,6048196.966979593
790,6058622.19804658
791,6052035.813601077
792,6050713.459009051
793,6044593.059478879
794,6043963.29147768
795,6054876.3770079315
796,6056303.858236611
797,6065767.583496124
798,6030833.627496868
799,6034732.7831891775
800,6042991.389049709
801,6025391.350422293
802,6040854.545048535
803,6035574.979499906
804,6040242.39177528
805,6020969.204157919
806,6027974.3522017
807,6042318.832684934
808,6030489.123747349
809,6039460.886416972
810,6040563.103073955
811,6008058.394039154
812,6022343.035023779
813,6031090.998699069
814,6022873.870702684
815,6009274.746180207
816,6011561.412001282
817,6021469.36027348
818,6011711.786129594
819,6001099.179797441
820,6002595.756996274
821,6004955.304790646
822,6019105.907594383
823,5996048.870602667
824,6001761.418835491
825,6020009.576825261
826,5985148.806648672
827,6033550.441607833
828,5997250.780887485
829,5995992.713649452
830,5998440.770455539
831,6002407.916787475
832,5987384.355649561
833,5991910.3112336695
834,5986666.602611244
835,5980567.15437223
836,5974074.327946067
837,5991394.861374885
838,5987003.508396536
839,5990837.458864272
840,5979494.469894826
841,5972015.7365992665
842,5992421.9509783685
843,5970461.794605672
844,5972948.691888452
845,5985837.281904012
846,5980607.772906721
847,5983695.886138648
848,5979322.389896542
849,5978280.416698366
850,5959079.594903231
851,5961316.307797939
852,5966553.386132538
853,5966637.92482388
854,5953415.221175253
855,5952426.158059061
856,5967191.185892731
857,5991828.126254469
858,5967393.445097417
859,5947478.822853774
860,5963738.922614217
861,5944544.945250958
862,5956168.761750251
863,5955792.669263482
864,5976052.830408692
865,5960778.577901959
866,5972373.470670998
867,5940558.995860606
868,5943207.231609598
869,5950523.703418106
870,5953896.624435186
871,5951589.700675428
872,5945320.439748347
873,5942850.463240296
874,5963869.33502394
875,5926706.211707562
876,5930423.608224481
877,5953790.453431487
878,5945038.724805474
879,5928677.219211221
880,5923297.005445242
881,5917518.703749716
882,5916108.11895147
883,5933097.488600656
884,5924299.937502652
885,5913966.3656641245
886,5916604.651027203
887,5935661.720956892
888,5912996.413443744
889,5927962.304507792
890,5914252.037730277
891,5919300.12766701
892,5909518.358560532
893,5917203.020910531
894,5914418.668873906
895,5922548.433690727
896,5913688.091499925
897,5898998.675657392
898,5905489.185253322
899,5895209.937283188
900,5935214.788497686
901,5913103.534561515
902,5906317.240603089
903,5911317.000088394
904,5897908.24413839
905,5899265.653313279
906,5898238.217258513
907,5903533.570369184
908,5906945.417968899
909,5887528.750630766
910,5886543.066137373
911,5894247.249390051
912,5889386.464441568
913,5898993.546492726
914,5894318.952739716
915,5887023.3586220145
916,5884761.105292022
917,5888695.812855899
918,5881403.073838949
919,5894975.271122605
920,5879603.813733995
921,5866868.4205417335
922,5873859.30897212
923,5883275.339460552
924,5876558.992090642
925,5864586.098321259
926,5866470.732984662
927,5884546.069479167
928,5876010.73275739
929,5872376.703805268
930,5856535.6322743
931,5861616.285726994
932,5862010.072322965
933,5860778.57672447
934,5856422.361833662
935,5854636.6146909
936,5859040.472877353
937,5858869.252471745
938,5865987.482745558
939,5854177.130511254
940,5872831.390503734
941,5854510.37549147
942,5853711.164607316
943,5854506.991884768
944,5854915.219500005
945,5851004.592078418
946,5850131.182593733
947,5860635.984191209
948,5839623.266579062
949,5841689.435354233
950,5844063.638396233
951,5838759.274472952
952,5844367.368429303
953,5842234.022673875
954,5841795.575882554
955,5838423.854511023
956,5840104.241930544
957,5843417.471227348
958,5829062.202477723
959,5831515.681094766
960,5822862.0163345635
961,5827143.773792386
962,5830148.870314568
963,5827983.178904921
964,5833057.788354903
965,5818239.068715066
966,5820273.013042271
967,5829660.094360888
968,5816164.230484217
969,5819646.369660854
970,5816381.615533352
971,5819258.111944705
972,5843486.6070896685
973,5824958.289464921
974,5811486.942801714
975,5819131.020081401
976,5808394.579382926
977,5814152.019245893
978,5833390.893276155
979,5823723.745706648
980,5811508.694974422
981,5801938.010591418
982,5800987.630906582
983,5823669.736415744
984,5818868.123938829
985,5806377.93984285
986,5794908.067126125
987,5804160.762489021
988,5819669.637868047
989,5804719.444482863
990,5807340.435632497
991,5798273.510105163
992,5798696.471700132
993,5807283.868684351
994,5796987.524748921
995,5804473.728920698
996,5782722.290819287
997,5793251.686933607
998,5790382.823339343
999,5798855.290915728
1000,5802587.68154335
1001,5798008.330782622
1002,5786965.334328711
1003,5784130.124656796
1004,5779075.874328494
1005,5797134.161471128
1006,5789497.947368145
1007,5791164.3695759475
1008,5781406.429634869
1009,5785444.504605204
1010,5774916.365020037
1011,5782030.680404365
1012,5777601.734849244
1013,5778725.865388662
1014,5778383.233279258
1015,5774364.442507207
1016,5780018.870938659
1017,5768639.002173036
1018,5778141.5162855685
1019,5773057.505273849
1020,5770528.459329605
1021,5768443.01632911
1022,5765034.850012958
1023,5782396.388064027
1024,5762894.817009449
1025,5765958.637910545
1026,5767264.177060187
1027,5763303.032495797
1028,5766132.184251934
1029,5756709.283067256
1030,5768400.302941263
1031,5769430.135020465
1032,5759772.471919328
1033,5770276.919330686
1034,5771539.044276804
1035,5749008.291220754
1036,5748634.04149586
1037,5752823.166545898
1038,5751513.931501418
1039,5748635.615140885
1040,5752047.418152839
1041,5762505.369507998
1042,5742431.246962965
1043,5745992.192836463
1044,5758299.796784818
1045,5761347.836230516
1046,5753654.4437989
1047,5742963.105680943
1048,5736931.088356137
1049,5734372.629482508
1050,5741015.288860261
1051,5740563.02833724
1052,5740180.225585371
1053,5733379.789144129
1054,5742576.110390544
1055,5746552.134479612
1056,5742903.359162897
1057,5745318.390899509
1058,5732263.043956369
1059,5737573.870767891
1060,5725752.457338035
1061,5733458.564798474
1062,5740808.224565655
1063,5724382.072927415
1064,5742153.840281665
1065,5726802.308495462
1066,5723425.042159021
1067,5730305.095211774
1068,5718817.149921477
1069,5734126.166814268
1070,5713880.219706237
1071,5731278.632589698
1072,5716390.513195723
1073,5713406.556272984
1074,5715093.199754268
1075,5722719.05662182
1076,5715333.087242305
1077,5715729.606571972
1078,5716836.688971102
1079,5713793.276997119
1080,5709764.908712685
1081,5711860.331390202
1082,5708408.652454793
1083,5718361.192456961
1084,5704538.076888293
1085,5708918.732563674
1086,5710776.50785768
1087,5707498.8654844165
1088,5704127.331455052
1089,5703418.110308439
1090,5704485.755775273
1091,5702618.006313175
1092,5707838.189095348
1093,5698784.320415914
1094,5694687.35537529
1095,5709782.38158527
1096,5693307.086086422
1097,5697209.827732801
1098,5694482.890839338
1099,5690351.225149512
1100,5701469.647905767
1101,5698747.486448765
1102,5692668.783845156
1103,5690181.0061532855
1104,5697524.354089022
1105,5694962.589233488
1106,5684425.2329930365
1107,5682646.84924686
1108,5685706.200020373
1109,5696010.620950222
1110,5685269.166160047
1111,5680947.785028696
1112,5693045.377910286
1113,5680537.727885485
1114,5677212.177136153
1115,5686438.991099536
1116,5685183.501814485
1117,5682359.35112071
1118,5674941.90247497
1119,5676222.117151499
1120,5674579.820159614
1121,5672241.027027607
1122,5675793.97154057
1123,5670307.340309799
1124,5673213.206867099
1125,5671161.723689795
1126,5670982.23785907
1127,5669352.460956186
1128,5669629.116494119
1129,5668710.674949765
1130,5674607.858800828
1131,5669662.821570277
1132,5673884.814748526
1133,5675558.022827566
1134,5668907.0130627155
1135,5668521.057190061
1136,5671864.2491624355
1137,5659651.4850353
1138,5663517.783070028
1139,5661628.4066281915
1140,5655678.567660928
1141,5661337.030641854
1142,5660821.70640856
1143,5657272.390226662
1144,5653672.448842883
1145,5652251.230898142
1146,5659660.824803859
1147,5657275.44067207
1148,5657216.843612492
1149,5648947.247339904
1150,5654038.415765703
1151,5656152.998945832
1152,5653253.972920239
1153,5651771.576993108
1154,5641774.764566958
1155,5643236.886970937
1156,5649246.9945153
1157,5651128.021391153
1158,5647841.276332438
1159,5651779.735657454
1160,5649917.16591537
1161,5647034.514304876
1162,5644001.89337045
1163,5651050.439681202
1164,5640759.387940943
1165,5637769.027016789
1166,5638947.771405578
1167,5644600.177489042
1168,5643920.70891732
1169,5636859.101168394
1170,5633217.657780707
1171,5635644.99967438
1172,5639656.585960448
1173,5645710.809041381
1174,5633244.43218106
1175,5640822.487422764
1176,5630301.719486237
1177,5634459.4696083665
1178,5630890.588228941
1179,5632685.459746897
1180,5624646.046164155
1181,5623771.6481536925
1182,5627621.856797755
1183,5631264.028588533
1184,5634477.607204914
1185,5627764.946030438
1186,5625831.431968629
1187,5635451.607583463
1188,5636556.2486739755
1189,5621898.403616428
1190,5621986.189428091
1191,5617789.148402244
1192,5625473.176823616
1193,5630697.250614256
1194,5614513.895095319
1195,5616556.183044732
1196,5615485.650824398
1197,5613222.032127917
1198,5614196.029618621
1199,5613316.218921363
1200,5615422.98343873
1201,5615270.426653951
1202,5618785.496414483
1203,5607666.074736416
1204,5612189.5517731905
1205,5611771.90958178
1206,5610120.029141128
1207,5605029.327851653
1208,5602876.303847432
1209,5601705.6655294895
1210,5604895.51951766
1211,5610057.215227127
1212,5604978.589172721
1213,5603397.536679149
1214,5597555.179261565
1215,5607914.095557779
1216,5598718.750546336
1217,5602456.36840868
1218,5601047.424034268
1219,5600406.352315813
1220,5599120.664099574
1221,5597021.6217035055
1222,5597692.681766689
1223,5598912.460045129
1224,5592953.274618834
1225,5600117.630174696
1226,5609071.863867223
1227,5599106.9267446995
1228,5593442.13431257
1229,5591992.001786411
1230,5594933.236170769
1231,5589180.392301828
1232,5586388.208448529
1233,5586896.183928251
1234,5583677.661581218
1235,5592420.098013997
1236,5587757.689672053
1237,5588459.173348427
1238,5585328.654267937
1239,5585089.696247637
1240,5587330.461451888
1241,5581610.784461975
1242,5579431.458774865
1243,5578726.313294023
1244,5578564.177611947
1245,5579723.269830793
1246,5591875.088775098
1247,5579533.586575747
1248,5576971.529839188
1249,5578894.828478456
1250,5575096.710025489
1251,5572773.852159113
1252,5575440.635894299
1253,5576801.644390762
1254,5573887.82227236
1255,5610074.384999812
1256,5571829.338519007
1257,5576095.342540979
1258,5570781.126484752
1259,5574002.457001537
1260,5574423.174809158
1261,5576738.798568934
1262,5571612.352875233
1263,5565579.188006282
1264,5565587.4640164375
1265,5565869.129489243
1266,5570469.984834194
1267,5571862.025124669
1268,5566382.284885377
1269,5562645.655923307
1270,5566382.39046824
1271,5575585.799413681
1272,5559121.170423567
1273,5562744.695268691
1274,5559590.888406813
1275,5556219.984404504
1276,5555940.530167758
1277,5559495.42065087
1278,5561516.60750103
1279,5568729.038223267
1280,5554988.645817578
1281,5557538.595908672
1282,5552816.263538957
1283,5552686.059387475
1284,5557608.995470881
1285,5553552.654812396
1286,5558027.433326691
1287,5551511.456438422
1288,5550123.812365234
1289,5563017.036266625
1290,5561580.57502535
1291,5550383.714076877
1292,5546858.786190212
1293,5550450.33665067
1294,5551295.064268589
1295,5552764.82660979
1296,5545925.25427568
1297,5563900.678251386
1298,5543060.778688103
1299,5541997.351772517
1300,5543516.349416196
1301,5551142.756021291
1302,5544863.124071181
1303,5539308.708804578
1304,5538733.121167898
1305,5538340.462638468
1306,5553837.663405776
1307,5538935.885638863
1308,5536422.348301649
1309,5536006.813166678
1310,5538129.784424096
1311,5537492.588592917
1312,5536743.577178389
1313,5534648.036556721
1314,5533144.898603886
1315,5532199.486785531
1316,5539795.08055371
1317,5543387.352441251
1318,5532856.785476625
1319,5534042.209232777
1320,5528738.5733729005
1321,5541343.833760262
1322,5535238.756803155
1323,5526125.9756426215
1324,5533596.518445462
1325,5527608.229283214
1326,5529601.701135516
1327,5527173.01652956
1328,5526647.125035018
1329,5528804.780619383
1330,5526129.5826404095
1331,5525142.941392809
1332,5525972.812735677
1333,5531879.629564345
1334,5521378.363099456
1335,5520453.096367925
1336,5529174.679338455
1337,5521439.345699608
1338,5522791.640986621
1339,5525175.853114158
1340,5519909.024787009
1341,5519597.659393638
1342,5522105.72202155
1343,5513997.989188671
1344,5515789.512487143
1345,5515957.471504748
1346,5514969.675011545
1347,5517086.133676261
1348,5515445.72447747
1349,5511457.316587269
1350,5510679.979749918
1351,5514166.808154941
1352,5517153.45068723
1353,5513670.85840559
1354,5508506.405867517
