"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Viral mRNA Translation R-HSA-192823",9.09459949915073e-16,1.05406408195157e-12,1.01754479730988,0.659467837610099,2.2721257384588,89,"RPS28;RPS24;RPL26;RPL7A;RPS3A;RPS11;RPL7;RPL38;RPL6;RPL18A;RPL29;RPSA;RPS8;RPL22;RPS14;RPS10;RPL41;RPL31;RPL27A;RPL21;RPS15A;RPL10L;RPS23;RPL28;RPS5;RPS27;RPL36A;GRSF1;RPL14;RPS9;RPS17;RPS2;RPS15;RPL37A;RPS13;RPS4X;RPL23A;RPL39;UBA52;RPL32;RPS19;RPL4;RPL37;RPS20;RPL18;RPL26L1;FAU;BLOC1S6;RPL13A;RPL5;RPS21;RPL9;RPL19;RPL15;RPL34"
"Eukaryotic Translation Elongation R-HSA-156842",1.27440256454981e-14,4.49095773785259e-12,0.986546283587582,0.659645910571945,2.27214848010014,87,"RPS28;RPS24;RPL26;RPL7A;RPS3A;RPS11;RPL7;RPL38;RPL6;RPL18A;RPL29;RPSA;RPS8;RPL22;RPS14;EEF1G;RPS10;RPL41;RPL31;RPL27A;EEF1B2;RPL21;RPS15A;RPL10L;RPS23;RPL28;RPS5;RPS27;RPL36A;RPL14;RPS9;RPS17;RPS2;RPS15;RPL37A;RPS13;RPS4X;RPL23A;RPL39;UBA52;RPL32;RPS19;RPL4;RPL37;RPS20;RPL18;RPL26L1;FAU;RPL13A;RPL5;RPS21;RPL9;RPL19;RPL15;RPL34"
"Peptide Chain Elongation R-HSA-156902",1.54994227363334e-14,4.49095773785259e-12,0.97599468306432,0.664649621899668,2.28277223254082,83,"RPS28;RPS24;RPL26;RPL7A;RPS3A;RPS11;RPL7;RPL38;RPL6;RPL18A;RPL29;RPSA;RPS8;RPL22;RPS14;RPS10;RPL41;RPL31;RPL27A;RPL21;RPS15A;RPL10L;RPS23;RPL28;RPS5;RPS27;RPL36A;RPL14;RPS9;RPS17;RPS2;RPS15;RPL37A;RPS13;RPS4X;RPL23A;RPL39;UBA52;RPL32;RPS19;RPL4;RPL37;RPS20;RPL18;RPL26L1;FAU;RPL13A;RPL5;RPS21;RPL9;RPL19;RPL15;RPL34"
"Selenocysteine Synthesis R-HSA-2408557",1.48409219284132e-14,4.49095773785259e-12,0.97599468306432,0.645850645067955,2.22520916134007,89,"RPS28;RPS24;RPL26;RPL7A;RPS3A;RPS11;RPL7;RPL38;RPL6;RPL18A;RPL29;RPSA;RPS8;RPL22;RPS14;RPS10;RPL41;RPL31;RPL27A;RPL21;RPS15A;RPL10L;RPS23;RPL28;RPS5;RPS27;RPL36A;RPL14;RPS9;RPS17;RPS2;RPS15;RPL37A;RPS13;RPS4X;RPL23A;RPL39;UBA52;RPL32;RPS19;RPL4;RPL37;RPS20;RPL18;RPL26L1;FAU;RPL13A;RPL5;RPS21;RPL9;RPL19;RPL15;RPL34"
"Eukaryotic Translation Termination R-HSA-72764",3.07533109095333e-14,5.94051455735818e-12,0.965327754226083,0.641764488910672,2.21113074834275,89,"RPS28;RPS24;RPL26;RPL7A;RPS3A;RPS11;RPL7;RPL38;RPL6;RPL18A;RPL29;RPSA;RPS8;RPL22;RPS14;RPS10;RPL41;RPL31;RPL27A;RPL21;RPS15A;RPL10L;RPS23;RPL28;RPS5;RPS27;RPL36A;RPL14;RPS9;RPS17;RPS2;RPS15;RPL37A;RPS13;RPS4X;RPL23A;RPL39;UBA52;RPL32;RPS19;RPL4;RPL37;RPS20;RPL18;RPL26L1;FAU;RPL13A;RPL5;RPS21;RPL9;RPL19;RPL15;RPL34"
"Selenoamino Acid Metabolism R-HSA-2408522",3.02878218443032e-14,5.94051455735818e-12,0.965327754226083,0.60739245387691,2.13627704016391,112,"RPS28;RPS24;RPL26;RPL7A;RPS3A;RPS11;RPL7;RPL38;RPL6;RPL18A;RPL29;RPSA;RPS8;RPL22;RPS14;RPS10;RPL41;RPL31;RPL27A;RPL21;DARS1;RPS15A;RPL10L;RPS23;RARS1;RPL28;RPS5;RPS27;RPL36A;RPL14;RPS9;TXNRD1;RPS17;RPS2;RPS15;RPL37A;RPS13;RPS4X;RPL23A;RPL39;GSR;UBA52;RPL32;RPS19;RPL4;RPL37;RPS20;RPL18;RPL26L1;FAU;RPL13A;VSIG2;RPL5;RPS21;RPL9;RPL19;RPL15;RPL34"
"Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956",6.09433308536528e-14,9.27323048264346e-12,0.954541630725724,0.642640877938075,2.21543784445002,91,"RPS28;RPS24;RPL26;RPL7A;RPS3A;RPS11;RPL7;RPL38;RPL6;RPL18A;RPL29;RPSA;RPS8;RPL22;RPS14;RPS10;RPL41;RPL31;RPL27A;RPL21;RPS15A;RPL10L;RPS23;RPL28;RPS5;RPS27;RPL36A;RPL14;RPS9;RPS17;RPS2;RPS15;RPL37A;RPS13;RPS4X;RPL23A;RPL39;PABPC1;UBA52;RPL32;RPS19;RPL4;RPL37;RPS20;RPL18;RPL26L1;FAU;RPL13A;RPL5;RPS21;RPL9;RPL19;RPL15;RPL34"
"Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012",6.40084934091007e-14,9.27323048264346e-12,0.954541630725724,0.63625793655196,2.21219298911037,97,"RPS28;RPS24;RPL26;RPL7A;RPS3A;RPS11;RPL7;DDIT3;RPL38;RPL6;RPL18A;RPL29;RPSA;RPS8;RPL22;RPS14;RPS10;RPL41;RPL31;RPL27A;RPL21;RPS15A;RPL10L;RPS23;RPL28;RPS5;RPS27;RPL36A;RPL14;RPS9;RPS17;EIF2S3;RPS2;RPS15;RPL37A;RPS13;RPS4X;RPL23A;GCN1;RPL39;UBA52;RPL32;RPS19;RPL4;RPL37;RPS20;RPL18;RPL26L1;FAU;RPL13A;ATF4;RPL5;RPS21;RPL9;RPL19;RPL15;RPL34"
"Influenza Viral RNA Transcription And Replication R-HSA-168273",2.41238362965119e-13,3.1066140297397e-11,0.932595211336209,0.572963169762117,2.04240110153691,135,"RPS28;RPS24;RPL26;RPL7A;RPS3A;RPS11;RPL7;RNASE7;RPL38;RPL6;NUP58;HSP90AA1;RPL18A;RPL29;RPSA;RPS8;RPL22;RPS14;RPS10;RPL41;RPL31;RPL27A;RPL21;GTF2F2;RPS15A;RPL10L;RPS23;RPL28;RPS5;RPS27;RPL36A;GRSF1;RPL14;RPS9;POLR2K;RPS17;RPS2;RPS15;RPL37A;RPS13;GTF2F1;RPS4X;RPL23A;RPL39;NUP85;NUP205;UBA52;RPL32;RPS19;RPL4;RPL37;RPS20;RPL18;RPL26L1;FAU;BLOC1S6;RPL13A;RPL5;RPS21;RPL9;RPL19;POLR2J;RPL15;RPL34"
"Formation Of A Pool Of Free 40S Subunits R-HSA-72689",5.86988541998803e-13,6.80319720176613e-11,0.921426003494898,0.622011477452331,2.16265974931985,97,"RPS28;RPS24;RPL26;RPL7A;RPS3A;RPS11;RPL7;RPL38;RPL6;RPL18A;RPL29;RPSA;RPS8;RPL22;RPS14;RPS10;RPL41;RPL31;RPL27A;RPL21;RPS15A;RPL10L;RPS23;RPL28;RPS5;RPS27;RPL36A;RPL14;RPS9;EIF3L;RPS17;RPS2;RPS15;RPL37A;RPS13;RPS4X;RPL23A;RPL39;UBA52;RPL32;RPS19;RPL4;RPL37;RPS20;RPL18;RPL26L1;FAU;RPL13A;RPL5;RPS21;RPL9;RPL19;RPL15;RPL34"
