"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827",2.51308700052577e-36,2.72669939557046e-33,1.56979165706381,-0.645965956234102,-4.57755472743914,107,"RPL23;EIF4H;RPL27;RPL18;EIF3C;RPL36;EIF3A;RSL24D1;EIF1AX;RPS15;RPLP1;RPLP2;EIF3K;FAU;PABPC1;EIF4A2;RPL15;RPS12;RPS17;RPS14;RPL35A;RPS3;RPS16;RPS6;RPS21;RPL38;RPL9;RPS29;RPL8;EIF4B;RPLP0;RPL28;EIF4A1;RPL19;RPS25;RPL41;RPS9;RPL29;RPS20;RPS19;RPS7;RPS5;EIF3G;RPS4Y1;UBA52;RPL31;EIF4G1;RPL22;RPL37;RPL18A;EIF3J;RPL26;RPS8;EIF4E;RPS27A;RPL14;RPL11;RPL4;RPL37A;RPL27A;RPS13;RPL39;RPS27;EIF3I;RPL5;RPL30;RPS23"
"GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706",6.02972092590753e-35,3.27112360230484e-32,1.53645895003215,-0.637559152548845,-4.55949845453459,108,"RPL23;EIF4H;RPL27;RPL18;EIF3C;RPL36;EIF3A;RSL24D1;EIF1AX;RPS15;RPLP1;RPLP2;EIF3K;FAU;EIF4A2;RPL15;RPS12;RPS17;RPS14;RPL35A;RPS3;RPS16;RPS6;RPS21;RPL38;RPL9;RPS29;RPL8;EIF4B;RPLP0;RPL28;EIF4A1;RPL19;RPS25;RPL41;RPS9;RPL29;RPS20;RPS19;RPS7;RPS5;EIF3G;RPS4Y1;UBA52;RPL31;EIF4G1;RPL22;RPL37;RPL18A;EIF3J;RPL26;RPS8;EIF4E;RPS27A;RPL14;RPL11;RPL4;RPL37A;RPL27A;RPS13;RPL39;RPS27;EIF3I;RPL5;RPL30;RPS23"
"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",3.78024390147207e-34,1.3671882110324e-31,1.52292160289117,-0.620438007699214,-4.5726832041081,111,"COX8A;ATP5MC2;COX6C;ATP5F1B;ATP5MC3;ATP5F1A;UQCRC1;NDUFB8;NDUFA1;UQCRB;COX4I1;NDUFS5;NDUFAB1;COX6B1;NDUFA13;COX6A1;NDUFV2;ACAD9;ATP5ME;ATP5F1D;NDUFB6;COX5B;ATP5PO;TMEM126B;UQCRQ;NDUFB2;UQCR11;SDHB;NDUFS4;UQCRC2;COX7C;CYCS;ATP5PF;NDUFB4;COX7B;NDUFV1;NDUFA10;ATP5MF;NDUFB10;ATP5MC1;CCNI;COX14;NDUFB3;NDUFS2;TRAP1;COA1;ATP5PB;NDUFS6;NDUFA5;NDUFB1;SDHA;NDUFS8;ATP5F1C;NDUFAF3;NDUFC1;NDUFA12;NDUFA11;NDUFS3;UQCRFS1;UQCR10"
"Cap-dependent Translation Initiation R-HSA-72737",5.49597777150596e-34,1.43756226086708e-31,1.51610760180865,-0.601523371039889,-4.55908052076745,115,"RPL23;EIF4H;RPL27;RPL18;EIF3C;RPL36;EIF3A;RSL24D1;EIF1AX;RPS15;RPLP1;RPLP2;EIF3K;FAU;PABPC1;EIF4A2;RPL15;RPS12;RPS17;RPS14;RPL35A;RPS3;RPS16;RPS6;RPS21;RPL38;RPL9;RPS29;RPL8;EIF4B;RPLP0;RPL28;EIF4A1;RPL19;RPS25;RPL41;RPS9;RPL29;RPS20;RPS19;RPS7;RPS5;EIF3G;RPS4Y1;UBA52;RPL31;EIF4G1;RPL22;RPL37;RPL18A;EIF3J;RPL26;RPS8;EIF4E;RPS27A;RPL14;RPL11;RPL4;RPL37A;RPL27A;RPS13;RPL39;RPS27;EIF3I;RPL5;RPL30;RPS23"
"Formation Of A Pool Of Free 40S Subunits R-HSA-72689",6.62471087957181e-34,1.43756226086708e-31,1.51610760180865,-0.652719483447909,-4.49606580128474,97,"RPL23;RPL27;RPL18;EIF3C;RPL36;EIF3A;RSL24D1;EIF1AX;RPS15;RPLP1;RPLP2;EIF3K;FAU;RPL15;RPS12;RPS17;RPS14;RPL35A;RPS3;RPS16;RPS6;RPS21;RPL38;RPL9;RPS29;RPL8;RPLP0;RPL28;RPL19;RPS25;RPL41;RPS9;RPL29;RPS20;RPS19;RPS7;RPS5;EIF3G;RPS4Y1;UBA52;RPL31;RPL22;RPL37;RPL18A;EIF3J;RPL26;RPS8;RPS27A;RPL14;RPL11;RPL4;RPL37A;RPL27A;RPS13;RPL39;RPS27;EIF3I;RPL5;RPL30;RPS23"
"SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339",3.75174856415366e-33,6.78441198684454e-31,1.49547932629977,-0.622685399939355,-4.38384698811242,106,"RPL23;RPL27;RPL18;SRP14;RPL36;RSL24D1;SPCS1;RPS15;RPLP1;RPLP2;FAU;RPL15;RPS12;RPS17;RPS14;RPL35A;RPS3;RPS16;RPS6;RPS21;RPL38;SEC61G;RPL9;RPS29;RPL8;RPLP0;RPL28;RPL19;RPS25;SSR4;RPL41;RPS9;RPL29;RPS20;RPS19;DDOST;RPS7;RPS5;SSR1;RPS4Y1;UBA52;RPL31;RPL22;RPL37;RPL18A;RPN1;RPL26;RPS8;SPCS3;RPS27A;RPL14;RPL11;RPL4;RPL37A;RPL27A;RPS13;SEC61A2;RPL39;RPS27;RPL5;RPL30;SEC11C;RPS23"
"Eukaryotic Translation Elongation R-HSA-156842",3.50273516260435e-31,5.42923950203674e-29,1.45334466856494,-0.663647150925227,-4.66466354030796,87,"RPL23;RPL27;RPL18;EEF1A2;RPL36;RSL24D1;RPS15;RPLP1;RPLP2;FAU;RPL15;RPS12;RPS17;RPS14;RPL35A;RPS3;EEF1B2;RPS16;RPS6;RPS21;RPL38;RPL9;RPS29;RPL8;EEF1D;RPLP0;RPL28;RPL19;RPS25;RPL41;RPS9;RPL29;RPS20;RPS19;RPS7;RPS5;RPS4Y1;UBA52;RPL31;RPL22;RPL37;RPL18A;RPL26;RPS8;RPS27A;RPL14;RPL11;RPL4;RPL37A;RPL27A;RPS13;RPL39;RPS27;RPL5;RPL30;RPS23"
"Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956",1.30052465661896e-28,1.76383656553946e-26,1.38774608305349,-0.623014403801004,-4.307019997809,91,"RPL23;RPL27;RPL18;RPL36;RSL24D1;RPS15;RPLP1;RPLP2;FAU;PABPC1;RPL15;RPS12;RPS17;RPS14;RPL35A;RPS3;RPS16;RPS6;RPS21;RPL38;RPL9;RPS29;RPL8;RPLP0;RPL28;RPL19;RPS25;RPL41;RPS9;RPL29;RPS20;RPS19;RPS7;RPS5;RPS4Y1;NCBP2;UBA52;RPL31;EIF4G1;RPL22;RPL37;RPL18A;RPL26;RPS8;RPS27A;RPL14;RPL11;RPL4;RPL37A;RPL27A;RPS13;RPL39;RPS27;RPL5;RPL30;RPS23"
"Peptide Chain Elongation R-HSA-156902",1.73915341373203e-28,2.09664605988806e-26,1.38774608305349,-0.651064634048383,-4.29078082261482,83,"RPL23;RPL27;RPL18;RPL36;RSL24D1;RPS15;RPLP1;RPLP2;FAU;RPL15;RPS12;RPS17;RPS14;RPL35A;RPS3;RPS16;RPS6;RPS21;RPL38;RPL9;RPS29;RPL8;RPLP0;RPL28;RPL19;RPS25;RPL41;RPS9;RPL29;RPS20;RPS19;RPS7;RPS5;RPS4Y1;UBA52;RPL31;RPL22;RPL37;RPL18A;RPL26;RPS8;RPS27A;RPL14;RPL11;RPL4;RPL37A;RPL27A;RPS13;RPL39;RPS27;RPL5;RPL30;RPS23"
"Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957",2.46683025047116e-27,2.67651082176121e-25,1.3575740855908,-0.556776857907535,-4.10349487780597,111,"RPL23;PPP2CA;RPL27;RPL18;RPL36;RSL24D1;RPS15;RPLP1;RPLP2;FAU;PABPC1;PPP2R1A;RPL15;RPS12;RPS17;RPS14;RPL35A;RPS3;RPS16;RPS6;RPS21;RBM8A;RPL38;RPL9;RPS29;RPL8;RPLP0;RPL28;RPL19;RPS25;RPL41;RPS9;RPL29;RPS20;RPS19;RPS7;RPS5;RPS4Y1;NCBP2;UBA52;RPL31;EIF4G1;RPL22;RPL37;RPL18A;RPL26;RPS8;RPS27A;RPL14;RPL11;RPL4;RPL37A;RPL27A;RPS13;RPL39;RPS27;RPL5;RPL30;UPF2;RPS23"
