ROI_ID,Scan Name,Segment (Name/ Label),Segment Tags,Custom Segment Name,LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0,GeoMx_ROI_ID,Scan_ID,disease_status,pathology,region,Astrocytes1,Astrocytes2,Astrocytes3,Astrocytes4,Astrocytes5,Endothelial,ExNeuron1,ExNeuron10,ExNeuron11,ExNeuron12,ExNeuron13,ExNeuron14,ExNeuron2,ExNeuron3,ExNeuron4,ExNeuron5,ExNeuron6,ExNeuron7,ExNeuron8,ExNeuron9,Fibroblast,InhNeuron1,InhNeuron2,InhNeuron3,InhNeuron4,InhNeuron5,Microglia1,Microglia2,Microglia3,Microglia4,Microglia5,OPC1,OPC2,OPC3,Oligodendrocytes1,Oligodendrocytes2,Oligodendrocytes3,Oligodendrocytes4,Oligodendrocytes5,Oligodendrocytes6,Oligodendrocytes7,Oligodendrocytes8,Pericytes,SMC,VLMC1,VLMC2
2534_D_002,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 002,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,0.0013026735,0.0011389261,0.0032453754,0.0023853595,0.0016227324,0.037218172,0.0017329218,0.008582401,0.0030380846,0.0019715377,0.0027781085,0.0027977298,0.006509047,0.0011037884,0.0011845538,0.0024505788,0.0013681706,0.0016392414,0.0015830162,0.0023806777,0.46939275,0.0027596015,0.0035054025,0.0049244845,0.0016661017,0.0022052964,0.012512055,0.008876929,0.004772547,0.03362278,0.08241307,0.010759553,0.008026622,0.0056856126,0.01940721,0.006772439,0.012486585,0.02745444,0.05178334,0.027546903,0.076085314,0.005961744,0.0057884012,0.0068280096,0.01216644,0.010563315
2534_D_003,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 003,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,0.001596163,0.0030748262,0.0035636802,0.0013016643,0.003953538,0.1660028,0.0013688635,0.0055559957,0.00609156,0.002272425,0.0021962044,0.0022688638,0.005867285,0.0013657792,0.0014737886,0.0040497626,0.0027824373,0.0009559585,0.0010226917,0.0011262987,0.4776862,0.0035741876,0.0026034415,0.0022384904,0.0042828945,0.0017673882,0.02931849,0.0050522056,0.0021153584,0.006028634,0.08068786,0.009181166,0.0039610327,0.0043225186,0.010380631,0.0050496412,0.0016945513,0.0031252783,0.004616537,0.0024088894,0.005500092,0.007408086,0.061784588,0.004402381,0.0322128,0.010706044
2534_D_004,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 004,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,0.002195696,0.006063031,0.0064320825,0.002547188,0.0046340954,0.06378029,0.001957777,0.007018326,0.011122519,0.00248834,0.0022245843,0.0030519916,0.004838992,0.0013325687,0.0016599846,0.0050183563,0.002730207,0.0009899071,0.001314526,0.0013605121,0.47317234,0.00485456,0.0027777147,0.0049680807,0.0029051383,0.0019572792,0.025208669,0.00755214,0.00630593,0.01407394,0.08873005,0.006231242,0.0066732736,0.006639906,0.020099148,0.016159521,0.007666401,0.007989194,0.0065081054,0.014994598,0.038846783,0.008829038,0.035374306,0.010467767,0.027118003,0.021135876
2534_D_005,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 005,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,0.0021860797,0.00372488,0.00483828,0.0044128587,0.0030875038,0.012778198,0.003667561,0.0023687652,0.003873546,0.0023761622,0.0024015305,0.0037138653,0.002475925,0.0022119663,0.002264162,0.0033033676,0.0032280264,0.0023948334,0.0021615857,0.0035216461,0.44946724,0.0033276367,0.004654668,0.0027588073,0.010278046,0.0028302444,0.008841464,0.012925774,0.0068208696,0.014472693,0.12537983,0.006135209,0.009191129,0.00857156,0.020364385,0.018145673,0.013070524,0.019580446,0.028856741,0.037273392,0.019265182,0.015307803,0.017547134,0.023606014,0.030285796,0.020050943
2534_D_006,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 006,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,0.0013712018,0.002093331,0.0034903088,0.0020431033,0.00216388,0.08830428,0.0029974608,0.004359002,0.004787703,0.0033181484,0.0033596866,0.003734582,0.0047080675,0.0022793338,0.0021053983,0.0047406475,0.0025326002,0.001997391,0.0022828977,0.0032319934,0.39863557,0.0035946858,0.0068157916,0.002085213,0.0038354876,0.0026728918,0.021962788,0.027238365,0.0062720203,0.017134262,0.0492213,0.0034522638,0.004112176,0.003575489,0.050845142,0.047466967,0.0037401975,0.005190208,0.0070091602,0.016380481,0.10622128,0.028336996,0.014399595,0.004833014,0.0044796146,0.014587987
2534_D_007,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 007,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,0.0016963717,0.0015140482,0.006072657,0.0026250172,0.0077316253,0.004103439,0.0019836456,0.0048117554,0.0057547768,0.0027814806,0.003124394,0.003184357,0.006069783,0.0012291777,0.0012091567,0.0033934896,0.0014146314,0.0013284315,0.0019181134,0.0019581297,0.43140316,0.0035620132,0.0059457994,0.003821735,0.0038408516,0.0042976923,0.009053612,0.013873512,0.009203341,0.042086657,0.056984298,0.01688725,0.014709261,0.013187493,0.08448129,0.012296763,0.012838823,0.009401904,0.01535149,0.07612438,0.05980912,0.010739755,0.0024967373,0.004510523,0.006842817,0.012345339
2534_D_008,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_D 008,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,0.0022878298,0.0020228138,0.0038424144,0.00431523,0.0031329961,0.063173324,0.00504735,0.003679701,0.006217012,0.004912729,0.0035457113,0.0043725385,0.0038984036,0.0032882816,0.0040655104,0.005271423,0.004571909,0.0046962793,0.003084005,0.0045493688,0.4905088,0.004887689,0.007917042,0.0051007974,0.0042689377,0.005170013,0.012844793,0.01744585,0.010202866,0.009991271,0.10105456,0.007424268,0.006915861,0.0076172785,0.010937612,0.008863383,0.016217006,0.019398103,0.017944124,0.010756617,0.010991034,0.016422104,0.01926627,0.014843114,0.01320056,0.009835245
2534_E_001,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_E,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,0.02753689,0.0792592,0.0013640407,0.016353456,0.0039531407,0.025780369,0.074476376,0.00065762893,0.003557388,0.0056283646,0.0029581029,0.0026847865,0.00076790754,0.16533273,0.08081063,0.0021901408,0.016001202,0.024153082,0.004221956,0.0021697346,0.36760485,0.002034786,0.0037066191,0.0016947672,0.0026100602,0.0021334826,0.0029588959,0.0072020474,0.0069104396,0.0012696033,0.012192353,0.0010070007,0.0010563314,0.0012071873,0.0010774554,0.006843602,0.0029256865,0.0011456418,0.0018706621,0.0013456914,0.0027691168,0.018628934,0.0025621948,0.0037547296,0.0015347608,0.0020960583
2534_E_002,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_E 002,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,0.0016406896,0.0011541486,0.0046860166,0.002503966,0.0026014189,0.00204716,0.001706338,0.0038862391,0.0068435287,0.0017254564,0.0015947076,0.0022478176,0.0052930475,0.0009273192,0.001148793,0.0034108255,0.0015973697,0.0014733928,0.0014692007,0.0017762082,0.46201324,0.0038854096,0.004850555,0.00824165,0.0039717956,0.0037413158,0.0074604377,0.0074185166,0.005148981,0.028375156,0.07990516,0.009815925,0.008784098,0.0072183935,0.080468334,0.0060178647,0.01014553,0.029405609,0.043968163,0.079953566,0.020608475,0.016556345,0.0028717152,0.007967776,0.006935668,0.004536682
2534_E_003,BRC 2534 BRC 2732,Full ROI,,,HW0110125,2534_E 003,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,0.0009811524,0.00080678344,0.0032785207,0.0024304746,0.0028133516,0.017462604,0.0017810279,0.007703033,0.007261962,0.002515538,0.0023323037,0.0035045464,0.008384718,0.0008363048,0.0011228651,0.004066244,0.0013506094,0.0012880679,0.0013875841,0.0025983918,0.48956427,0.0025983024,0.006790227,0.0056317723,0.0029385826,0.0044067316,0.014330811,0.008146068,0.009559813,0.011347693,0.06816124,0.0057153283,0.0070942515,0.0057880967,0.009324871,0.0028480021,0.013738935,0.10526678,0.05043895,0.056570053,0.0077742273,0.0070009492,0.0040234653,0.013776352,0.010308298,0.002949833
