ROI_ID,Scan Name,Segment (Name/ Label),Segment Tags,Custom Segment Name,LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0,GeoMx_ROI_ID,Scan_ID,disease_status,pathology,region,Astrocytes1,Astrocytes2,Astrocytes3,Astrocytes4,Astrocytes5,Endothelial,ExNeuron1,ExNeuron10,ExNeuron11,ExNeuron12,ExNeuron13,ExNeuron14,ExNeuron2,ExNeuron3,ExNeuron4,ExNeuron5,ExNeuron6,ExNeuron7,ExNeuron8,ExNeuron9,Fibroblast,InhNeuron1,InhNeuron2,InhNeuron3,InhNeuron4,InhNeuron5,Microglia1,Microglia2,Microglia3,Microglia4,Microglia5,OPC1,OPC2,OPC3,Oligodendrocytes1,Oligodendrocytes2,Oligodendrocytes3,Oligodendrocytes4,Oligodendrocytes5,Oligodendrocytes6,Oligodendrocytes7,Oligodendrocytes8,Pericytes,SMC,VLMC1,VLMC2
2497_D_005,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_D 005,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,0.027520942,0.027912091,0.023351798,0.028756106,0.027804373,0.033360925,0.025817266,0.031237464,0.035893984,0.030443253,0.03254742,0.02765465,0.030057885,0.02639012,0.02637977,0.0334943,0.028017683,0.028648997,0.028251287,0.027577706,6.8181868,0.030008212,0.029079325,0.026451897,0.029663017,0.030053807,0.040318128,0.03419954,0.037790187,0.023780568,0.19705513,0.024290621,0.021324772,0.026891435,0.017819047,0.024899928,0.02954991,0.025687348,0.04562905,0.01952314,0.019090617,0.05440421,0.039554313,0.050029468,0.053742412,0.031012028
2497_E_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.026467599,0.026081609,0.023022003,0.030033005,0.027639516,0.040317606,0.029686356,0.03738789,0.041350614,0.037188575,0.03829113,0.03089421,0.036253255,0.032540422,0.03215367,0.037017703,0.031845313,0.032498676,0.031968307,0.030994304,9.17874,0.04491153,0.032716326,0.0431243,0.036124367,0.03935658,0.06035133,0.06990459,0.05052109,0.028172012,0.2368821,0.030677347,0.027037608,0.03396678,0.021352587,0.026954982,0.04033245,0.027019834,0.05145512,0.024429068,0.022120373,0.052442566,0.045903716,0.05409199,0.05271063,0.038126044
2497_E_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E 002,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.03468211,0.030543698,0.028623374,0.036661044,0.03474526,0.053837918,0.035444945,0.041340433,0.04979912,0.043299638,0.040706135,0.037683364,0.044366214,0.034799032,0.036486752,0.04287998,0.037290454,0.039336465,0.03480064,0.044525515,11.43116,0.042864222,0.036312014,0.03500811,0.03546901,0.043400854,0.05574186,0.045758236,0.05384949,0.035122234,0.30202886,0.032073904,0.03133179,0.036868513,0.027204238,0.041621312,0.04985513,0.035569277,0.06931433,0.03414882,0.029620325,0.05789926,0.05281263,0.0622516,0.094174705,0.04320038
2497_E_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E 003,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.023861604,0.023242088,0.01988971,0.028476354,0.024614306,0.03135591,0.028918331,0.031391434,0.03848094,0.031400386,0.029969852,0.028762737,0.033899263,0.030428493,0.029947858,0.03599919,0.03264378,0.02963025,0.032457337,0.03060951,7.9207764,0.03178006,0.028483184,0.028797628,0.030177671,0.026774783,0.041338373,0.038455866,0.041585207,0.021044582,0.22380418,0.02717582,0.022019494,0.028768284,0.017187042,0.024167942,0.03148395,0.02558863,0.041794814,0.020006653,0.018083423,0.047813263,0.042440478,0.05210662,0.043793622,0.03229556
2497_E_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E 004,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.030182268,0.027816549,0.025000418,0.03186861,0.032061387,0.029399155,0.025396908,0.025233597,0.036983527,0.026200918,0.026995404,0.027912265,0.02921875,0.025563348,0.025215745,0.031756014,0.02942145,0.024962096,0.024937209,0.027020568,9.879657,0.028758122,0.026216058,0.025214218,0.027803492,0.027633717,0.03781379,0.0361393,0.03873508,0.024148365,0.17502493,0.026842125,0.023686262,0.032127135,0.019680733,0.027545612,0.039605174,0.022896055,0.054149542,0.023625964,0.021827133,0.05028933,0.041957926,0.052253358,0.045093577,0.035340186
2497_F_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.031644803,0.025758304,0.027822033,0.03346113,0.028811706,0.056859974,0.031246006,0.034865234,0.047215723,0.032226726,0.035363927,0.033889633,0.040174056,0.03116599,0.030030306,0.044842158,0.038195584,0.02986992,0.03314323,0.029118467,12.544411,0.03426458,0.03606013,0.035686664,0.034690272,0.036491554,0.06804599,0.07812701,0.053019673,0.033529673,0.20615372,0.046767402,0.037290234,0.053598713,0.02416104,0.034889158,0.040912617,0.0337948,0.074720226,0.030427296,0.02728507,0.06498879,0.055622566,0.06923422,0.07125042,0.042169962
2497_F_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F 002,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.024027957,0.022715436,0.023449723,0.027117698,0.025223743,0.034025062,0.021941405,0.023996744,0.030501796,0.024755105,0.025522077,0.02605307,0.025089908,0.0236775,0.023946945,0.024243727,0.02376297,0.022635113,0.022442043,0.024932047,2.9528365,0.026066102,0.024354782,0.024653934,0.025529409,0.025179083,0.056056973,0.042468637,0.04200617,0.026313057,0.14031558,0.027877674,0.023125956,0.028558195,0.018469477,0.024331573,0.033216096,0.026089862,0.048316676,0.021597862,0.020806964,0.050286774,0.036628004,0.049829584,0.05085404,0.03379066
2497_F_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F 003,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.022073472,0.0223614,0.02239467,0.026502978,0.024719348,0.035546858,0.024151986,0.026522845,0.033138078,0.026804948,0.02737933,0.027976133,0.027411388,0.026215889,0.026018903,0.027098011,0.02679913,0.025876746,0.025625767,0.028195415,3.003751,0.024854768,0.026705354,0.025770135,0.026573338,0.026636673,0.03688404,0.033161826,0.035046276,0.02554847,0.17975852,0.024031244,0.0230931,0.02450565,0.019616134,0.026081508,0.032600306,0.023937784,0.0437719,0.023485426,0.022031782,0.05368558,0.040635545,0.046424698,0.044527564,0.032790024
2497_F_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F 004,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.022039894,0.023434667,0.02201066,0.027792424,0.02334247,0.03451806,0.024093725,0.024723638,0.0332846,0.025942046,0.026817331,0.02929787,0.025623951,0.026172454,0.026396368,0.02576253,0.02708051,0.025441378,0.023617053,0.024287825,4.9392433,0.024925502,0.026813157,0.024663629,0.02541946,0.029744841,0.04302544,0.04012211,0.042548146,0.024780225,0.14647584,0.02331789,0.022793312,0.027426979,0.01828965,0.024587192,0.036531247,0.025602635,0.05352087,0.024389623,0.020007515,0.04824955,0.040240858,0.051660314,0.05289938,0.03195046
2052_D_001,BRC 2495 BRC 2052,Full ROI,,,HW0110125,2052_D,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,0.043899186,0.40794027,0.078328036,0.069692686,0.1389496,0.8204835,0.066894375,0.04262584,0.077244796,0.07951601,0.06779686,0.07236583,0.036052283,0.07366098,0.07733494,0.053754102,0.0654675,0.038307484,0.03366992,0.039831124,24.187157,0.04356174,0.055019636,0.037747424,0.04545088,0.04186092,0.16689073,0.20033838,0.093743294,0.13147815,0.1707943,0.04175799,0.06534541,0.04178747,0.16481225,14.270985,0.084796205,0.06786582,0.087400965,0.19141534,0.23319781,0.34906664,1.4516892,0.11275886,0.16021885,0.5963801
