"gene","statistic","p.value","p_adj"
"BSCL2",0.470933879200619,7.03608956778182e-12,1.01782405436713e-08
"SHANK1",0.470402008511681,7.48266287539445e-12,1.01782405436713e-08
"GP1BB",0.469635694821696,8.17485586608851e-12,1.01782405436713e-08
"PLEKHG5",0.468229036815424,9.61089450363225e-12,1.12183166093647e-08
"TNRC18",0.451713052264168,6.08770866114818e-11,4.94321943285232e-08
"SCRT1",0.437964894784955,2.62902028934035e-10,1.69308906633519e-07
"FBXL16",0.43584091117847,3.2767356781784e-10,1.91238486017687e-07
"FGF13",0.426953072034362,8.10172591239065e-10,4.20299536499466e-07
"PSD",0.423159994226404,1.18281492228058e-09,5.97033824013841e-07
"CAMK2A",0.42191779623579,1.33750386824441e-09,6.24480556083316e-07
"ATE1",0.420220708840163,1.58077684582423e-09,7.2006313103935e-07
"SOBP",0.416259671867277,2.32649663945622e-09,9.91014908911899e-07
"ITPKA",0.415398881147021,2.52864252958959e-09,1.04944284183589e-06
"CACNB1",0.406871454377654,5.70009504846672e-09,2.10043471264864e-06
"FAM219B",0.406804970541537,5.73581978716431e-09,2.10043471264864e-06
"PNMA8B",0.405774471081718,6.31796606800736e-09,2.26912181319434e-06
"FSD1L",0.402100364348918,8.89409971608875e-09,2.91414397013462e-06
"MARS1",0.400356038438155,1.04469048514183e-08,3.26921532783572e-06
"LPIN2",0.40011809628784,1.06779896657731e-08,3.26921532783572e-06
"OTUB1",0.399423515157877,1.13810886662016e-08,3.32647655299828e-06
"GPR22",0.399406019411531,1.13993627860297e-08,3.32647655299828e-06
"KCNAB2",0.396080078031029,1.54385322359002e-08,4.24014747114224e-06
"HEXIM1",0.395373249878623,1.64593904594668e-08,4.45500835102902e-06
"ANKRD13B",0.395079321339999,1.69027819749926e-08,4.50966223092802e-06
"MMP24",0.393700656527882,1.91406700790253e-08,4.89686512871064e-06
"TTC9B",0.392985080502303,2.04120793398053e-08,5.06564189428912e-06
"RMND5B",0.392729642605642,2.08853301488682e-08,5.06564189428912e-06
"FUT9",0.392414719171401,2.14833448193955e-08,5.1438839467568e-06
"NEFL",0.391303739278388,2.37275052937091e-08,5.60042045346715e-06
"RASD1",0.390152519168777,2.62904084022229e-08,5.98321419802571e-06
"ANAPC16",0.390024800220446,2.65906392394589e-08,5.98321419802571e-06
"PKIA",0.389818350413556,2.70829347928657e-08,6.02143916894714e-06
"KYAT3",0.38950517655395,2.78465072572859e-08,6.11836905337732e-06
"ADAM29",0.388509668586825,3.04138142215276e-08,6.60474877210755e-06
"RRAGD",0.386263214755912,3.70709083730895e-08,7.61159714131454e-06
"ARSB",0.386257966032008,3.70879920678744e-08,7.61159714131454e-06
"FGF12",0.385477655744947,3.97138129173825e-08,8.06190402222864e-06
"ZNF91",0.384875802070621,4.18603423556589e-08,8.33211857586613e-06
"LHX9",0.383775319625416,4.60771414836056e-08,8.96392389945644e-06
"TRIM23",0.383063242749107,4.90202064605586e-08,9.43815851399374e-06
"FXYD7",0.382760566337309,5.03251979310242e-08,9.59054486285518e-06
"ADGRL1",0.380160698430194,6.29971904853151e-08,1.18841972677146e-05
"CADM3",0.379894763085725,6.44540347264004e-08,1.20374355255025e-05
"VSTM2A",0.377912495024647,7.6380311716254e-08,1.38104644236355e-05
"NCDN",0.377800522248028,7.71137252327254e-08,1.38104644236355e-05
"FXYD1",0.377720041814834,7.76450398630182e-08,1.38104644236355e-05
"KIT",0.377245907088839,8.08472833928545e-08,1.41112510714481e-05
"CCNB3",0.376911738333618,8.31800242648464e-08,1.43022196778382e-05
"C2orf50",0.376852252796039,8.36019987811014e-08,1.43022196778382e-05
"KCNC1",0.376316882957831,8.74934342786156e-08,1.45895301659592e-05
"NIM1K",0.375459591386844,9.4089549661927e-08,1.55505878715588e-05
"KCNJ6",0.374974959213041,9.80269666303054e-08,1.58454768108991e-05
"PDE1B",0.374927720697905,9.84191106267026e-08,1.58454768108991e-05
"PIP5K1C",0.374709023868572,1.00254304993521e-07,1.60029863252906e-05
"TMEM106A",0.374532316830471,1.01761097309005e-07,1.60224670502619e-05
"MAP6",0.374493826188508,1.02092181354742e-07,1.60224670502619e-05
"PLEKHM2",0.372604285583068,1.19679755635837e-07,1.80253154536685e-05
"TMEM33",0.37219663469319,1.23838395406218e-07,1.85024469808523e-05
"MMD2",0.371320097801222,1.33255123526098e-07,1.95958479289244e-05
"GRIA4",0.370705997104454,1.40257778044029e-07,2.04644864277366e-05
"ZNF521",0.369740231906118,1.51989730066072e-07,2.20043426256896e-05
"CALY",0.369637007002672,1.53297971013059e-07,2.20230223587684e-05
"TMEM178B",0.369390316979184,1.56468343639445e-07,2.23068914947349e-05
"EZR",0.369208361217179,1.58846977369111e-07,2.24744405253448e-05
"RIDA",0.368375563691078,1.70183591223707e-07,2.38973590202552e-05
"CACNA1E",0.368002904293894,1.75504126708649e-07,2.43360468444376e-05
"TRIM32",0.367803452785541,1.7841690118193e-07,2.43360468444376e-05
"FLT3",0.366753708004741,1.94527504041737e-07,2.63260555469818e-05
"APEH",0.366540259899312,1.97969753610565e-07,2.64091651316494e-05
"FHOD3",0.366123861136261,2.04853785079645e-07,2.68860032765866e-05
"DUSP9",0.365819435149829,2.10031247189397e-07,2.68860032765866e-05
"KNDC1",0.365810687276656,2.10181863267383e-07,2.68860032765866e-05
"MLXIPL",0.365682968328325,2.12392683592333e-07,2.69839847535402e-05
"RIPPLY1",0.365354048297008,2.18189403860712e-07,2.75331439628557e-05
"CLSTN2",0.365121354870597,2.22381538778031e-07,2.77395142322454e-05
