"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Translation Initiation Complex Formation R-HSA-72649",1.2411279069423e-19,1.02280837425763e-16,1.14219120216838,-0.644249687256681,-4.08927419064023,57,"RPS16;RPS6;RPS3;RPS12;RPS7;EIF3A;PABPC1;RPS29;RPS9;RPS17;RPS27A;EIF4B;RPS13;RPS19;RPS14;RPS2;FAU;RPS27;RPS20;EIF4H;RPS23;EIF4A1;EIF3F;EIF3B;RPS25;RPS15;RPS28;RPS5;RPS8;EIF1AX;EIF4G1;EIF3G"
"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",1.84789227508153e-19,1.02280837425763e-16,1.14219120216838,-0.628265818163993,-4.05718636304552,58,"RPS16;RPS6;RPS3;RPS12;RPS7;EIF3A;PABPC1;RPS29;RPS9;RPS17;RPS27A;EIF4B;RPS13;RPS19;RPS14;RPS2;FAU;RPS27;RPS20;EIF4H;RPS23;EIF4A1;EIF3F;EIF3B;RPS25;RPS15;RPS28;RPS5;RPS8;EIF1AX;EIF4G1;EIF3G"
"Ribosomal Scanning And Start Codon Recognition R-HSA-72702",8.43472424908085e-19,3.11241324791083e-16,1.12391496374483,-0.629259103901027,-3.99412380588808,57,"RPS16;RPS6;RPS3;RPS12;RPS7;EIF3A;RPS29;RPS9;RPS17;RPS27A;EIF4B;RPS13;RPS19;RPS14;RPS2;FAU;RPS27;RPS20;EIF4H;RPS23;EIF4A1;EIF3F;EIF3B;RPS25;RPS15;RPS28;RPS5;RPS8;EIF1AX;EIF4G1;EIF3G"
"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",5.29181405255206e-18,1.46450953904378e-15,1.0959292864312,-0.643370850987483,-4.38863472386209,50,"RPS16;RPS6;RPS3;RPS12;RPS7;EIF3A;RPS29;RPS9;RPS17;RPS27A;RPS13;RPS19;RPS14;RPS2;FAU;RPS27;RPS20;RPS23;EIF3F;EIF3B;RPS25;RPS15;RPS28;RPS5;RPS8;EIF1AX;EIF3G"
"SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678",1.79507152131719e-14,3.97428834819626e-12,0.97599468306432,-0.612428720171014,-4.05019991023082,47,"RPS16;RPS6;RPS3;RPS12;SNRPD3;RPS7;RPS29;RPS9;RPS17;RPS27A;RPS13;RPS19;RPS14;RPS2;FAU;RPS27;RPS20;RPS23;RPS25;SMN1;SNRPG;RPS15;RPS28;RPS5;RPS8"
"Neuronal System R-HSA-112316",2.64765269887514e-07,4.88491922942464e-05,0.674962860011025,0.338815829598955,1.53108808831834,386,"SHANK1;CAMK2A;CACNB1;KCNAB2;NEFL;KCNC1;KCNJ6;GRIA4;CACNA1E;ABAT;KCNN1;CACNG3;GABRB2;SLITRK3;CACNB4;SLC1A2;KCNQ2;CACNB3;SYT7;CPLX1;SHANK2;NBEA;PRKAR1B;LRRTM4;KCNV1;NRXN2;CACNA2D3;KCNA4;EPB41L1;SLC17A7;GLRB;SYN2;SIPA1L1;CACNB2;GNG13;NRGN;GABRA2;CACNA1A;CACNA1B;KCNA2;DLGAP3;PRKCG;KCND3;ARHGEF9;PPFIA4;SLITRK5;DLGAP1;GABRB1;LRFN3;GRIA1;GABRA5;PANX1;PPFIA3;SHANK3;CACNG2;KCNC3;CALM1;HCN1;CACNA2D2;GABBR2;SLITRK4;CHRNA6;GNB4;GNAL;CHRNB2;GNG10;SLC6A12;ADCY1;NPTN;PPFIA1;GRM5;KCNG1;KCNA3;BCHE;SYT12;GNG2;GNB1;KCNN2;APBA1;CAMK2B;PRKCB;NRXN1;GAD1;KCNAB1;LRRTM1;PRKAG2;SYN3;ADCY7;CAMK2G;SLC6A1;GPRIN1;RIMS1;SYT1;SLC1A1;GRIN2D;KCNK10;UBD;PPM1E;KCNQ5;IL1RAPL2;MAPK1;CHRNA5;KCNJ15;CAMKK2;HOMER1;CACNA2D1;PRKAB2;ADCY9;ABCC8;ADCY2;PRKCA;GABRB3;KCNA1;GNAT3;KIF17;GABRA3;CHRNA9;GABRG2;GRIN3B;GRIK1;STXBP1;KCNK7;PRKAA2;MAPK3;MDM2;LRRC4B;GRIK4;KCNA10;NTRK3;KCNG3;CHRNA4;KCNB1;GABRA1;GABRR3;PLCB1;GABRA4;PRKAR2A;CAMKK1;STX1A;PTPRD;RPS6KA3;KCNK16;AP2A1;GJD3;NRXN3;KCNS2;CACNG8;GNAI3;ARHGEF7;SLC6A13;SLC6A11;GNG4;SLC18A2;KCNJ16;PLCB2;CHRNA3;GRM1;KCNB2;KPNA2;PPFIBP2;NSF;KCNJ8;MAPT;HTR3E;CAMK1;MPP3;GNG12;RPS6KA6;GJD2"
"Transmission Across Chemical Synapses R-HSA-112315",2.04647488999752e-06,0.000323635386175322,0.627256739718528,0.361532581807767,1.59452065501421,246,"CAMK2A;CACNB1;NEFL;KCNJ6;GRIA4;CACNA1E;ABAT;CACNG3;GABRB2;CACNB4;SLC1A2;CACNB3;CPLX1;NBEA;PRKAR1B;CACNA2D3;EPB41L1;SLC17A7;GLRB;SYN2;CACNB2;GNG13;NRGN;GABRA2;CACNA1A;CACNA1B;PRKCG;ARHGEF9;PPFIA4;GABRB1;GRIA1;GABRA5;PPFIA3;CACNG2;CALM1;CACNA2D2;GABBR2;CHRNA6;GNB4;GNAL;CHRNB2;GNG10;SLC6A12;ADCY1;NPTN;PPFIA1;BCHE;GNG2;GNB1;APBA1;CAMK2B;PRKCB;GAD1;PRKAG2;SYN3;ADCY7;CAMK2G;SLC6A1;GPRIN1;RIMS1;SYT1;SLC1A1;GRIN2D;UBD;PPM1E;MAPK1;CHRNA5;KCNJ15;CAMKK2;CACNA2D1;PRKAB2;ADCY9;ADCY2;PRKCA;GABRB3;GNAT3;KIF17;GABRA3;CHRNA9;GABRG2;GRIN3B;GRIK1;STXBP1;PRKAA2;MAPK3;MDM2;GRIK4;CHRNA4;GABRA1;GABRR3;PLCB1;GABRA4;PRKAR2A;CAMKK1;STX1A;RPS6KA3;AP2A1;CACNG8;GNAI3;ARHGEF7;SLC6A13;SLC6A11;GNG4;SLC18A2;KCNJ16;PLCB2;CHRNA3;KPNA2;NSF;MAPT;HTR3E;CAMK1;MPP3;GNG12;RPS6KA6"
"PLC Beta Mediated Events R-HSA-112043",6.33676518167738e-05,0.00876849882014607,0.538434096309916,0.48767462834599,1.8536101258207,47,"CAMK2A;PDE1B;ITPR1;GNA14;NBEA;PRKAR1B;PRKCG;PDE1A;CALM1;ADCY1;CAMK2B;ADCY7;CAMK2G;PLCB4;MAPK1;CAMKK2;ADCY9;ADCY2;PRKCA;PLCB1;PRKAR2A;CAMKK1;PLCB2;GRK2;KPNA2"
"Phase 0 - Rapid Depolarisation R-HSA-5576892",7.2490223524147e-05,0.00891629749347009,0.538434096309916,0.547266653104936,1.9530730135641,32,"FGF13;CAMK2A;CACNB1;FGF12;CACNB2;SCN1B;CALM1;CACNA2D2;FGF14;CAMK2B;CAMK2G;SCN2A;SCN2B;SCN10A;SCN3A;CACNG8;SCN4B;SCN9A;SCN3B;RANGRF;SCN1A;SCN5A"
"DAG And IP3 Signaling R-HSA-1489509",0.000108126406370646,0.0109399990935971,0.538434096309916,0.508301518943559,1.87802623516398,39,"CAMK2A;PDE1B;ITPR1;NBEA;PRKAR1B;PRKCG;PDE1A;CALM1;ADCY1;PRKCE;CAMK2B;ADCY7;CAMK2G;CAMKK2;ADCY9;ADCY2;PRKCA;PRKAR2A;CAMKK1"
