"","Astrocytes1","Astrocytes2","Astrocytes3","Astrocytes4","Astrocytes5","Endothelial","ExNeuron1","ExNeuron10","ExNeuron11","ExNeuron12","ExNeuron13","ExNeuron14","ExNeuron2","ExNeuron3","ExNeuron4","ExNeuron5","ExNeuron6","ExNeuron7","ExNeuron8","ExNeuron9","Fibroblast","InhNeuron1","InhNeuron2","InhNeuron3","InhNeuron4","InhNeuron5","Microglia1","Microglia2","Microglia3","Microglia4","Microglia5","OPC1","OPC2","OPC3","Oligodendrocytes1","Oligodendrocytes2","Oligodendrocytes3","Oligodendrocytes4","Oligodendrocytes5","Oligodendrocytes6","Oligodendrocytes7","Oligodendrocytes8","Pericytes","SMC","VLMC1","VLMC2"
"OPC1",0.171229994707537,0.22723912748713,0.268525589716,0.184960656440403,0.166416914887568,0.218248063439576,-0.248814881881842,0.126066475088244,0.250898625271731,0.219297808220376,0.13126446132784,0.145007370083149,0.120973463326729,0.154264369475171,0.154976446351481,0.181583977395496,0.253869403001395,0.106287533843334,0.0875268450358007,0.135976065818998,0.217864906594584,0.182488507481619,0.143299785239714,0.1479169127006,0.0969867950854448,0.15989100150026,0.115889199438387,0.158575321374991,0.160293403666234,0.152313593757518,0.22237705957739,0.352401947276568,0.310833803531516,0.324716678257599,0.151783472643214,0.123230414605449,0.267381367904928,0.180336530680978,0.261291098601652,0.0914091511501266,0.0789241865571433,0.252705935869342,0.215880888958872,0.231926237933402,0.144424761729804,0.244230996339015
"OPC2",0.141964859793463,0.204802582372161,0.248499958447602,0.152285600563363,0.12133387570147,0.145268056703714,-0.234711560751792,0.128673341293898,0.215242294217218,0.18739256518259,0.14174266381486,0.108724691309425,0.0985194224654131,0.148322814015842,0.135662891959392,0.170463681017553,0.213006337834114,0.167017018987259,0.0577858258210972,0.131350190484938,0.211323247035564,0.151307588342584,0.138414972859723,0.149440792207395,0.146658968538274,0.143224553530423,0.100779872893403,0.194319131161236,0.137863856849803,0.129611113298079,0.217584974653037,0.221271328408281,0.216949879060653,0.256845429454964,0.143124827776247,0.181779929754578,0.362073595857007,0.167557637549371,0.278667873873165,0.191850481351721,0.127863288238047,0.350089009609539,0.187649752653886,0.196590079037034,0.136957577189046,0.225368832202671
"OPC3",0.235537359979355,0.27323019590862,0.316719372602536,0.231364624475674,0.211666163663959,0.291502753393081,-0.182969640506152,0.242400941271153,0.362554728881541,0.304682299116027,0.236202198340528,0.264407091025994,0.240182480634396,0.273251190804236,0.276223718108535,0.297220363299173,0.361846151154501,0.21074063868222,0.197778040213973,0.23721870120327,0.309530370428689,0.266126922891872,0.251045589541043,0.250590700136029,0.229331618750191,0.256523507722185,0.228505819522629,0.232104694546138,0.254205321331251,0.2472280176882,0.322723912748713,0.420481395460729,0.389573409964702,0.403505272780555,0.193204652118954,0.0454810674154846,0.288556469708302,0.230328876291952,0.294524268787151,0.146903908987127,0.0734095273086731,0.237342921002331,0.306284909481382,0.294576756026191,0.247065307247175,0.317795361002856
"Oligodendrocytes1",-0.179580714438802,-0.0510622105000722,-0.0428794499337349,-0.134854588478176,-0.0721620805941555,-0.0609735508054604,-0.488224925315033,-0.187380318160147,-0.106849147301062,-0.0939460343703937,-0.137834114081014,-0.227251374509572,-0.199555608042795,-0.168327450388624,-0.139357993587809,-0.117029922100189,-0.120261386450419,-0.115177122562077,-0.268887751665376,-0.123632816771422,-0.0733727862413451,-0.128857046630538,-0.133983300310112,-0.142318273869665,-0.144743184313314,-0.118873973765128,-0.141975357241271,0.0491446767004772,-0.108894400048988,-0.0903436601976144,-0.0343607710375415,-0.0915368700984573,-0.125298411823625,-0.0311607990307356,0.0223376941481102,0.366414290525616,0.381196446613917,-0.0250512844064787,0.140166297069025,0.17848897986677,0.220321309381657,0.467511711215211,-0.0858210097670004,0.0363920271883898,-0.124278409811615,-0.0309158585818823
"Oligodendrocytes2",-0.290439012015204,-0.204568139371115,-0.185466283509822,-0.202085492964523,-0.255751945308297,-0.3896136501813,-0.195540334256234,-0.432940116434192,-0.438918412960849,-0.33222235344032,-0.41002243829469,-0.465116543540352,-0.48621816320907,-0.400394529080117,-0.363013117435823,-0.414996478981048,-0.465508448258517,-0.298836970261605,-0.369297589523547,-0.359293521762521,-0.389788607644766,-0.42627773622538,-0.399915145630219,-0.360973113411802,-0.354765622608003,-0.379562343905138,-0.436271306538598,-0.260253600843295,-0.392327240439668,-0.307184190843601,-0.390294234714185,-0.345330166603245,-0.410372353221623,-0.314028526814418,-0.121939228525065,0.464736885844629,0.180362774300498,-0.21124276660237,-0.00241528778315772,0.0475368176112183,0.155532811085305,0.348180223683117,-0.380820288067464,-0.325138325744553,-0.377182922401991,-0.368788463304859
"Oligodendrocytes3",0.179687438491517,0.231376871498117,0.222956168781465,0.13572587664624,0.206944061724993,0.289300038928036,-0.186857195344382,0.321264767503401,0.367743967247963,0.310531127119719,0.338351113385558,0.326004365188713,0.307891018996007,0.352944315413315,0.330234836655338,0.377322888372764,0.3614524968617,0.346969518035928,0.19312067253649,0.33440407300975,0.376460348077874,0.295978165308559,0.33503391987823,0.292108106216676,0.316854089849405,0.326252804786836,0.330077374938218,0.307583093860305,0.336592790877718,0.316257484898984,0.408552795601569,0.236860038403163,0.284647919974456,0.340371872088598,0.246780126581725,0.0662327721572693,0.390231250027337,0.284838623609635,0.237880040415174,0.324665940593193,0.240068758283142,0.345100972326103,0.278758851754167,0.258019394034825,0.318468947237203,0.36909638844056
"Oligodendrocytes4",0.118933459302707,0.175938100049425,0.171760115821841,0.0794892991641407,0.129140477721354,0.248204280334344,-0.217364528249069,0.258439291947145,0.2900401089985,0.22697319214266,0.271613588946187,0.237526626338971,0.230906235921392,0.2660324458616,0.235187445052422,0.289366522764153,0.282753130645112,0.254642714989918,0.124822527522996,0.250128812432477,0.304913242967803,0.259810958460724,0.273195204415926,0.200890533489045,0.257305567583881,0.258453288544223,0.233336395088944,0.264400092727456,0.243242486670428,0.22789521797513,0.336300611913728,0.188860458301076,0.211774637291309,0.276291951519287,0.163811798256549,0.0358671547979897,0.312735591159399,0.190111404164862,0.158925236301924,0.206776102560065,0.14715234858525,0.263534053283295,0.208583413157676,0.22973227134153,0.230573816740805,0.275709343165943
"Oligodendrocytes5",0.21226626776365,0.282977076198349,0.280244240618999,0.178006097267602,0.269914751975926,0.372791490068977,-0.223920184405166,0.379922756279879,0.435198817287547,0.360442992297498,0.390540924737673,0.381885779019976,0.381805298586781,0.410279625765986,0.373363600974513,0.438913164236945,0.44568926679701,0.370842463925958,0.245501187523783,0.404485034575969,0.431893870802661,0.39620429783009,0.392348235335284,0.34293674850302,0.383918784745459,0.376602063623282,0.394666421726218,0.407506549970039,0.385510897663006,0.37203917297607,0.458429669286655,0.314926058602002,0.348804821827693,0.380452877394183,0.276909551365324,0.0613951982924152,0.369603765084614,0.346556618422146,0.293203339937978,0.346649345877783,0.229769012408858,0.319385724345768,0.352045034051096,0.32673393781137,0.386910557370739,0.429500452702437
"Oligodendrocytes6",-0.0566276074129477,0.0976673796183303,0.0685911987648003,-0.0650605571520424,0.0513141492474642,0.072847913850945,-0.478411561189186,0.0168195357503707,0.0802941034960875,0.0679928442397442,0.0638183591614289,-0.0344202565751202,0.000882660403189474,0.0423178364760068,0.0382868165177341,0.112753961693063,0.0655976765648852,0.0656869048712532,-0.114120379482738,0.0645514309333543,0.129110734952565,0.0342872889028855,0.0701745638091739,0.0140272146334422,0.0441059017526364,0.0472358907740556,0.0466952722119435,0.160935497557156,0.0414465483079426,0.130643362332533,0.16882432958487,0.0727201949026143,0.0306061838715462,0.127798553976564,0.147539004579512,0.352986305204547,0.428545184951908,0.0990477940050825,0.177405993167911,0.277768592510946,0.297572027800741,0.493356427718511,0.0449421984280072,0.150460794219405,0.0739991339605558,0.134009543929632
"Oligodendrocytes7",-0.173702143666321,-0.0174966211339868,-0.031169546903909,-0.141377002716215,-0.0197080834722058,-0.00614013218036365,-0.491034742178308,-0.116494552261981,-0.0263722132556522,-0.0217725815411128,-0.0343782667838882,-0.121272640589257,-0.113343568344946,-0.0623539651922126,-0.0476260459175863,-0.00567474532754224,-0.0503028951086267,-0.018462386332323,-0.202040004024022,-0.0315841960923251,7.78560712426791e-05,-0.0731540894120117,-0.0461441562020234,-0.0869827273244193,-0.0729388917319477,-0.0488559968857571,-0.0426292607609775,0.0946878540154925,-0.0377444483809874,0.014443613396493,0.0485988094144611,-0.0517445446075923,-0.0658146238195839,0.00190441198983497,0.0747776946729826,0.353512927169582,0.469301526066475,0.0341700674023628,0.146480511925538,0.2669509725448,0.315505167806077,0.504571201126726,-0.0327651589707252,0.062782610977706,-0.0378844143517607,0.0397179685688917
"Oligodendrocytes8",-0.00337755383222454,-0.0794840504402367,0.0561412256645103,0.11208912333189,-0.212215530099245,-0.205862824600769,0.247905103071816,-0.0672632716170881,-0.107820161223303,-0.0802906043468182,-0.0713275334934194,-0.0938847992581803,-0.15894623119754,-0.0957061064528686,-0.079104392744514,-0.118849479720243,-0.141084823752225,0.03316056283816,0.0173374098422321,-0.102114798339654,-0.075321812384364,-0.132144497369077,-0.0661487925748052,-0.104223035774427,-0.0569512787203611,-0.0844738372983068,-0.169707864775376,-0.161698312097871,-0.134194998840907,-0.145694952914573,-0.138250512844065,-0.175684411727399,-0.191143653199316,-0.079225113394306,-0.107377518840732,-0.0154671145577731,0.108138583806812,-0.107071343279665,0.0330590875093493,-0.0553801606984302,-0.0991090291172959,0.202375922353878,-0.195510591487445,-0.290559732664996,-0.146216326155703,-0.189988933940436
"Pericytes",0.215697183622232,0.244472437638599,0.253669951493043,0.1757299006679,0.244533672750812,0.369895944048603,-0.0753305602575374,0.160552340712164,0.228957209778373,0.210179025224492,0.160501603047759,0.165745078227856,0.174288251168935,0.190653772301609,0.212624930563757,0.211095802333058,0.240905054958513,0.176249524334396,0.215887887257411,0.11960179681315,0.224499293609241,0.217117838225581,0.169662375834875,0.0969570523166555,0.10993714653125,0.209089040227095,0.183081613282771,0.23493550630503,0.246398719311367,0.148732214480354,0.281932580141453,0.275261452059468,0.256222580885022,0.276659362192567,0.150791463825357,0.0118175018698579,0.0434095710480389,0.142809904342007,0.18145450887253,0.0413205789342466,0.039826442196241,0.0948435661579778,0.350582389656515,0.443495300205138,0.249313510652723,0.309791057049255
"SMC",0.335002427534806,0.272530366054753,0.282861604272461,0.304545832294523,0.230724280159386,0.302556565934907,0.299671517362341,0.404329322433483,0.390313480035166,0.350522904118936,0.378918500439581,0.43043122640808,0.370210867482843,0.404450043083275,0.363697201117978,0.369881947451526,0.399932641376565,0.358542954244249,0.376965975147292,0.342900007435692,0.392255507879647,0.366206091144091,0.370709496253723,0.316647640042515,0.368674740953606,0.343321654922647,0.333525786543147,0.241442174371356,0.370226613654555,0.279281974569933,0.347226705507224,0.331860191490944,0.364626225248986,0.338631045327105,0.161673818052986,-0.173061799350033,-0.0441094009019057,0.187912188849086,0.125739304631561,0.0269425745865536,-0.0388361829530195,-0.00153000301801624,0.331426296981546,0.292660971801231,0.355227510311555,0.35738123668683
"VLMC1",0.286855883163406,0.369719237010502,0.36791542556216,0.269407375331872,0.371486307391515,0.519738263634654,-0.33970878330206,0.278489417260429,0.448948724341394,0.367231341880005,0.31170509169958,0.319418966263827,0.349852817033859,0.319460956055059,0.321252520480958,0.372899963696326,0.467424232483477,0.327197575089556,0.241195484347868,0.327654214069204,0.396155309740319,0.394958600690207,0.317814606323838,0.285318007059534,0.238422408551921,0.36956877359192,0.355454955014062,0.443171628897724,0.427194513333946,0.324681686764905,0.471150826455318,0.409924462115148,0.431085567321445,0.422454915648633,0.31383782317924,0.200199451508352,0.320064559304019,0.354015055089731,0.35754219755322,0.289032354008932,0.251395504467976,0.272084224522913,0.495749845818735,0.641045020929287,0.446665529443154,0.570467180166822
"VLMC2",0.10457644985063,0.184880176007208,0.233717802359301,0.138518197763169,0.137394970847713,0.162916016043599,-0.312751337331111,-0.0424770477677615,0.0869687307273419,0.0795855257690474,0.00606140132180364,-0.0344447506200055,-0.0392088423502036,0.00340729660101388,0.0539175163038486,0.0516920573685523,0.0462456315308341,0.0501944214812774,0.00964278059896687,0.0145503374492077,0.101477953172635,0.0689008734751363,0.029440967164858,-0.0119574678406312,0.00219484137918968,0.0699051293154352,0.0210762508365154,0.177523214668434,0.0825318094538265,0.0360211173658404,0.148765456398413,0.121787015531849,0.0973104663928582,0.168897811719526,0.0946721078437805,0.31210224514165,0.371195878002161,0.101883854487878,0.275474900164897,0.200344666203029,0.222056887419246,0.435615216050598,0.183293311813565,0.265581055605856,0.125900265497951,0.216260546654595
