gene,panel,category,headline,source,agora_id,ensembl_gene_id,total_nominations,initial_nomination,nominating_teams,cohort_studies,input_data,programs,pharos_class
PLEK,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791c8,ENSG00000115956,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
PLEKHA1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79184,ENSG00000107679,1,2020,Emory,Banner; ROSMAP,Genetics; Protein,AMP-AD,Tbio
PLEKHG1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791e9,ENSG00000120278,1,2023,MSSM - Roussos Lab,FreshMicro,RNA,AMP-AD,Tbio
PLEKHH1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790ec,ENSG00000054690,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tdark
PLG,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791f5,ENSG00000122194,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tclin
PLIN4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7936d,ENSG00000167676,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
PLLP,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79157,ENSG00000102934,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
PLP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79200,ENSG00000123560,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
PLPP4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7944d,ENSG00000203805,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
PLPPR4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791dd,ENSG00000117600,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
PLXDC2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791ea,ENSG00000120594,1,2023,Emory,https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2,Genetics; Protein,AMP-AD,Tbio
PLXNA1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791bb,ENSG00000114554,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
PNMA2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79466,ENSG00000240694,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
PNPLA3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79148,ENSG00000100344,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
POLR2G,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79378,ENSG00000168002,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tbio
PPARA,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79412,ENSG00000186951,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tclin
PPARG,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79236,ENSG00000132170,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tclin
PPP1CC,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7940a,ENSG00000186298,1,2019,Chang Lab,Mayo; ROSMAP,Genetics; RNA,Community,Tchem
PPP1R18,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792ba,ENSG00000146112,1,2019,Chang Lab,Mayo; ROSMAP,Genetics; RNA,Community,Tbio
PPP1R7,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791c6,ENSG00000115685,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
PPP3CA,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79281,ENSG00000138814,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tchem
PREPL,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79279,ENSG00000138078,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
PRKAR2B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790bb,ENSG00000005249,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tchem
PRKCA,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792f8,ENSG00000154229,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tchem
PRPF31,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79176,ENSG00000105618,1,2020,ASU,ROSMAP,Genetics; Protein; RNA,AMP-AD,Tbio
PSAP,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79435,ENSG00000197746,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
PSAT1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79251,ENSG00000135069,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
PSMC3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79359,ENSG00000165916,1,2025,Emory-Sage-SGC,NA,Genetics; Protein; RNA,TREAT-AD,Tbio
PSME1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7914b,ENSG00000092010,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
PSPH,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792bf,ENSG00000146733,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
PTK2B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791ee,ENSG00000120899,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,Genetics; RNA,TREAT-AD,Tclin
PTPRG,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792ab,ENSG00000144724,1,2023,MSSM - Roussos Lab,HBI_scRNAseq,RNA,AMP-AD,Tchem
PTPRR,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792f5,ENSG00000153233,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
PTPRZ1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7917f,ENSG00000106278,1,2019,Chang Lab,ROSMAP,Genetics; RNA,Community,Tchem
PTTG1IP,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793f6,ENSG00000183255,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
PYCARD,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7915c,ENSG00000103490,1,2025,IUSM-Purdue,NA,RNA,TREAT-AD,Tbio
PYGL,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7914d,ENSG00000100504,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tchem
QKI,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791aa,ENSG00000112531,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
QPCT,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791c9,ENSG00000115828,1,2023,Emory,https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2,Genetics; Protein,AMP-AD,Tchem
RAB21,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79120,ENSG00000080371,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
RAB3IL1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79374,ENSG00000167994,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
RABEP2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793d3,ENSG00000177548,1,2018,Columbia-Rush,ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
RANBP2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792f3,ENSG00000153201,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
RAPGEF2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79197,ENSG00000109756,1,2020,ASU,ROSMAP,Genetics; Protein; RNA,AMP-AD,Tbio
RAPSN,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7935a,ENSG00000165917,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
RDX,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79272,ENSG00000137710,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
REST,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79127,ENSG00000084093,1,2018,Harvard-MIT,NA,RNA,AMP-AD,Tbio
RET,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79358,ENSG00000165731,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tclin
RGPD5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790cd,ENSG00000015568,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tdark
RHBDF2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79221,ENSG00000129667,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
RHPN2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79233,ENSG00000131941,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tbio
RIMS2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793cc,ENSG00000176406,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
RIN3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79161,ENSG00000100599,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
RNASE6,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7938d,ENSG00000169413,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
ROBO1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79390,ENSG00000169855,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
RPS6KA2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7910a,ENSG00000071242,1,2018,Columbia-Rush,ROSMAP,Clinical; Protein,AMP-AD,Tchem
RRBP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79211,ENSG00000125844,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
RREB1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79207,ENSG00000124782,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tbio
RRM1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79369,ENSG00000167325,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tclin
RRM2B,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790e7,ENSG00000048392,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
RSPO2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792c7,ENSG00000147655,1,2023,Emory,syn20933797; syn52525880,Protein,AMP-AD,Tbio
RTN1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79286,ENSG00000139970,1,2019,Chang Lab,Kronos; MSBB; Mayo; ROSMAP; Rush,Genetics; Protein; RNA,Community,Tbio
RTN3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7923e,ENSG00000133318,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
RTN4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791c3,ENSG00000115310,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
RXRA,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7940d,ENSG00000186350,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tclin
S100A11,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79335,ENSG00000163191,1,2020,MSSM - Zhang Lab,MSBB,Genetics; Protein,AMP-AD,Tbio
S100A4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79424,ENSG00000196154,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tchem
S100A6,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79437,ENSG00000197956,1,2019,Chang Lab,MSBB,Genetics; Protein,Community,Tbio
S100A8,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792a1,ENSG00000143546,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
S100A9,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79333,ENSG00000163220,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tchem
S1PR1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b793a0,ENSG00000170989,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tclin
SACK1E,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79174,ENSG00000105523,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tdark
SAMD4A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790d3,ENSG00000020577,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
SASH1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791a7,ENSG00000111961,1,2019,Chang Lab,Kronos; Mayo; ROSMAP,Genetics; RNA,Community,Tbio
SCG3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79164,ENSG00000104112,1,2018,Columbia-Rush,ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
SCML4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792bc,ENSG00000146285,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tdark
SCN2A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79262,ENSG00000136531,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tclin
SCN7A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79264,ENSG00000136546,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tclin
SCN8A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79429,ENSG00000196876,1,2018,MSSM - Zhang Lab,MSBB,Genetics; RNA,AMP-AD,Tclin
SCN9A,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7938c,ENSG00000169432,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tclin
SCRN2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79291,ENSG00000141295,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tdark
SDHA,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79110,ENSG00000073578,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
SDR42E1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79402,ENSG00000184860,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tdark
SDR9C7,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7939b,ENSG00000170426,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
SELENBP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792a0,ENSG00000143416,1,2023,MSSM - Roussos Lab,FreshMicro,RNA,AMP-AD,Tbio
SEMA3F,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790de,ENSG00000001617,1,2018,Columbia-Rush,ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
SENP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7911b,ENSG00000079387,1,2019,Chang Lab,ROSMAP,Genetics; RNA,Community,Tchem
SEPTIN10,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79410,ENSG00000186522,1,2019,Chang Lab,MSBB; Mayo,Genetics; Protein; RNA,Community,Tbio
SEPTIN11,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79280,ENSG00000138758,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
SERPINA1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7942d,ENSG00000197249,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
SERPINA3,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79423,ENSG00000196136,1,2018,Mayo-UFL-ISB,APP Mice,Protein,AMP-AD,Tbio
SERPINI1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79337,ENSG00000163536,1,2020,ASU,ROSMAP,Genetics; Protein; RNA,AMP-AD,Tbio
SGIP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791e0,ENSG00000118473,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
SGK1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b791e1,ENSG00000118515,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tchem
SGPL1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7935e,ENSG00000166224,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tchem
SGPP1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79217,ENSG00000126821,1,2018,Duke,ADNI,Genetics; Metabolomics,AMP-AD,Tbio
SH3GLB2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792cb,ENSG00000148341,1,2018,Emory,ACT; BLSA; Banner,Protein,AMP-AD,Tbio
SIDT2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792d3,ENSG00000149577,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
SIGLEC1,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7912f,ENSG00000088827,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
SIGLEC14,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79470,ENSG00000254415,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
SIGLEC8,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7916f,ENSG00000105366,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
SIGLEC9,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79220,ENSG00000129450,1,2018,Mayo-UFL-ISB,Mayo,RNA,AMP-AD,Tbio
SLA,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79304,ENSG00000155926,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
SLC12A4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79202,ENSG00000124067,1,2023,Duke,NA,Genetics; Metabolomics; Phenomics; Protein; RNA,AMP-AD,Tbio
SLC16A9,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79356,ENSG00000165449,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
SLC19A4P,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b790e1,ENSG00000042304,1,2023,ASU,VirusResilience,RNA,AMP-AD,NA
SLC1A2,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7919d,ENSG00000110436,1,2019,Chang Lab,Kronos; Mayo; ROSMAP; Rush,Genetics; RNA,Community,Tchem
SLC1A5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7916d,ENSG00000105281,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
SLC22A23,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7926c,ENSG00000137266,1,2018,Columbia-Rush,ROSMAP,Clinical; Genetics; Protein; RNA,AMP-AD,Tbio
SLC22A4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7942c,ENSG00000197208,1,2023,Duke,ADNI; AIBL,Genetics; Metabolomics,AMP-AD,Tbio
SLC24A4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79289,ENSG00000140090,1,2023,ASU,VirusResilience,RNA,AMP-AD,Tbio
SLC25A19,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7920c,ENSG00000125454,1,2020,ASU,ROSMAP,Genetics; Protein; RNA,AMP-AD,Tbio
SLC25A4,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b792e7,ENSG00000151729,1,2023,MSSM - Zhang Lab,MSBB,Protein,AMP-AD,Tbio
SLC25A45,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b79321,ENSG00000162241,1,2019,Chang Lab,Mayo; ROSMAP,Genetics; RNA,Community,Tdark
SLC2A5,AGORA_Wall_of_Targets,AGORA nominated target,FALSE,AGORA AD Knowledge Portal,6a4fe61059f5a283d2b7929a,ENSG00000142583,1,2022,IUSM-Purdue,ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP,RNA,TREAT-AD,Tbio
