"celltype","region","contrast","type","log2_OR","odds.ratio","SE","p.value","p_adj","estimate"
"VLMC1","Arteries","Disease_effect","Disease",1.2593767445841,2.39392299256783,0.520489082443663,5.94594682748228e-05,0.000130244549554374,NA
"VLMC2","Arteries","Disease_effect","Disease",1.44172183250304,2.7164487573557,0.616276563547819,1.05848793952242e-05,2.86414383635479e-05,NA
"Astrocytes1","Capillaries","Disease_effect","Disease",1.35241140409771,2.55338556644512,0.859045706962175,0.00533066070757019,0.0272455991720254,NA
"Astrocytes2","Capillaries","Disease_effect","Disease",1.16792057908575,2.24687611126859,0.768993734822191,0.0180131220044506,0.0517877257627956,NA
"Astrocytes3","Capillaries","Disease_effect","Disease",1.03614962065683,2.05074714596463,0.593021842866159,0.0130045714476562,0.040260585798945,NA
"Astrocytes4","Capillaries","Disease_effect","Disease",1.16231597701532,2.23816434796516,0.539061901795196,0.000822668488002355,0.0101764464459665,NA
"Astrocytes5","Capillaries","Disease_effect","Disease",0.874509096070669,1.83338413706991,0.675595208306206,0.099976998582244,0.148352965638169,NA
"Endothelial","Capillaries","Disease_effect","Disease",0.421838956486695,1.33963405494189,0.362728470388905,0.280194311599651,0.314364349599609,NA
"ExNeuron1","Capillaries","Disease_effect","Disease",1.136881719905,2.19905200082889,0.694644146194485,0.0126072769867022,0.040260585798945,NA
"ExNeuron10","Capillaries","Disease_effect","Disease",0.406113161474543,1.3251109514348,0.333513618319757,0.263380761239653,0.302887875425601,NA
"ExNeuron11","Capillaries","Disease_effect","Disease",0.633611492990122,1.55144386003505,0.552270606256105,0.21729027608825,0.277648686112764,NA
"ExNeuron12","Capillaries","Disease_effect","Disease",0.989850392979628,1.98597903479641,0.486107453545619,0.00506151797987671,0.0272455991720254,NA
"ExNeuron13","Capillaries","Disease_effect","Disease",0.734421535809503,1.66373024501877,0.439099361600111,0.0537536147416909,0.109782018424708,NA
"ExNeuron14","Capillaries","Disease_effect","Disease",0.931188588959831,1.90684633705876,0.413359929465528,0.00290618362383045,0.0190977780994573,NA
"ExNeuron2","Capillaries","Disease_effect","Disease",0.195888292813351,1.14542920451087,0.279365948416331,0.577725844066677,0.590564196157047,NA
"ExNeuron3","Capillaries","Disease_effect","Disease",0.772905499618697,1.70870755320182,0.609669730802966,0.133226619303837,0.185709832968985,NA
"ExNeuron4","Capillaries","Disease_effect","Disease",1.08073022299472,2.11510637557737,0.707995480553921,0.0252262963148638,0.0580204815241867,NA
"ExNeuron5","Capillaries","Disease_effect","Disease",0.213504921908207,1.15950168932652,0.284405015789491,0.546277568456781,0.571108367022998,NA
"ExNeuron6","Capillaries","Disease_effect","Disease",0.475723032486154,1.39061497685993,0.52313187503067,0.380732571197317,0.407295308722711,NA
"ExNeuron7","Capillaries","Disease_effect","Disease",1.31828090566198,2.493687884677,0.72893640893175,0.00177214991257535,0.0135864826630777,NA
"ExNeuron8","Capillaries","Disease_effect","Disease",0.564519539589883,1.47889491118357,0.42974945535595,0.178121274876719,0.234102246980831,NA
"ExNeuron9","Capillaries","Disease_effect","Disease",0.471832424731033,1.38686986884154,0.468499347196723,0.332972448885023,0.364684110683597,NA
"Fibroblast","Capillaries","Disease_effect","Disease",-2.14614258743539,0.225915852399179,0.0406563653511425,1.38378573323462e-16,6.36541437287927e-15,NA
"InhNeuron1","Capillaries","Disease_effect","Disease",0.774964513951549,1.71114796164801,0.4947262957801,0.0631786518946784,0.11909700472722,NA
"InhNeuron2","Capillaries","Disease_effect","Disease",1.00912989354911,2.0126968526982,0.44960292434239,0.00174046695197668,0.0135864826630777,NA
"InhNeuron3","Capillaries","Disease_effect","Disease",0.674434737320011,1.5959713322949,0.405309548664717,0.0656527139967114,0.11909700472722,NA
"InhNeuron4","Capillaries","Disease_effect","Disease",0.821752230176795,1.76755147508167,0.386585775691751,0.00920596510387903,0.0352895328982029,NA
"InhNeuron5","Capillaries","Disease_effect","Disease",0.795953594836686,1.73622460758358,0.424332223755875,0.023981604657665,0.0580204815241867,NA
"Microglia1","Capillaries","Disease_effect","Disease",0.569186517920978,1.48368673894903,0.379881294935238,0.123341198621994,0.177302973019117,NA
"Microglia2","Capillaries","Disease_effect","Disease",0.814741364912209,1.75898278689551,0.376044387497622,0.00825144812865983,0.0345060558107593,NA
"Microglia3","Capillaries","Disease_effect","Disease",0.924432396353628,1.89793738404477,0.365780557269683,0.000884908386605785,0.0101764464459665,NA
"Microglia4","Capillaries","Disease_effect","Disease",0.872612608761161,1.83097565480406,0.658210397020589,0.0924646413096491,0.146668051732547,NA
"Microglia5","Capillaries","Disease_effect","Disease",0.493970091262609,1.40831503060944,0.404738317817226,0.233503039085843,0.290301075620237,NA
"Oligodendrocytes1","Capillaries","Disease_effect","Disease",0.821988401588077,1.76784084967895,0.593849673940261,0.0898622560658431,0.146668051732547,NA
"Oligodendrocytes2","Capillaries","Disease_effect","Disease",0.268115742434906,1.20423398888532,0.457636071738436,0.624818142033185,0.624818142033185,NA
"Oligodendrocytes3","Capillaries","Disease_effect","Disease",0.853401263539652,1.80675547180098,0.430903395615194,0.0131284518909603,0.040260585798945,NA
"Oligodendrocytes4","Capillaries","Disease_effect","Disease",0.697746440848622,1.62196921883044,0.528865786815486,0.138002677539145,0.186709504905902,NA
"Oligodendrocytes5","Capillaries","Disease_effect","Disease",0.782319625837641,1.71989396891595,0.535774850544259,0.0817325885201616,0.13924811377509,NA
"Oligodendrocytes6","Capillaries","Disease_effect","Disease",0.773614528866159,1.70954752378028,0.816451058903968,0.261523877364416,0.302887875425601,NA
"Oligodendrocytes7","Capillaries","Disease_effect","Disease",0.793241310938193,1.73296355096899,0.576342217945072,0.0982790277103015,0.148352965638169,NA
"Oligodendrocytes8","Capillaries","Disease_effect","Disease",1.42184772107648,2.67928438689075,0.644149554280654,4.14385585825901e-05,0.000953086847399572,NA
"OPC1","Capillaries","Disease_effect","Disease",0.750295788784083,1.68213767570426,0.45569845874997,0.0548910092123542,0.109782018424708,NA
"OPC2","Capillaries","Disease_effect","Disease",0.995277147810988,1.99346344162177,0.50018572451987,0.00596946198614849,0.027459525136283,NA
"OPC3","Capillaries","Disease_effect","Disease",0.796948148064314,1.73742192445767,0.427612403925464,0.0248032649294319,0.0580204815241867,NA
"Pericytes","Capillaries","Disease_effect","Disease",0.5308931901665,1.44482342655537,0.273090474552293,0.0515482334915467,0.109782018424708,NA
"SMC","Capillaries","Disease_effect","Disease",0.725058791985074,1.65296799585904,0.354945998194168,0.01926010651601,0.0521155823374388,NA
"VLMC1","Capillaries","Disease_effect","Disease",0.443713600516595,1.36010082247667,0.36892051952025,0.256845546440186,0.302887875425601,NA
"VLMC2","Capillaries","Disease_effect","Disease",0.718018837271258,1.64492161502864,0.447465702256358,0.0673156983240809,0.11909700472722,NA
"Astrocytes1","Parenchyma","Disease_effect","Disease",1.25516205634288,2.38693959329716,0.684261799121245,0.00240615391613141,0.00381665793593257,NA
"Astrocytes2","Parenchyma","Disease_effect","Disease",0.943009117078238,1.92253400614871,0.560346492717056,0.0249203182351996,0.0293931958671585,NA
"Astrocytes3","Parenchyma","Disease_effect","Disease",1.44410109153164,2.72093235742727,0.642296696821105,2.23138435941801e-05,7.31262125839772e-05,NA
"Astrocytes4","Parenchyma","Disease_effect","Disease",0.92963210790034,1.90479020622665,0.469712295741016,0.00897317322686028,0.0121401755422227,NA
"Astrocytes5","Parenchyma","Disease_effect","Disease",1.23036136434178,2.34625751234042,0.712607013853287,0.00498636136445797,0.00709398096656149,NA
"Endothelial","Parenchyma","Disease_effect","Disease",0.882690838773522,1.84381107540725,0.340324570820844,0.000917090548552005,0.00162254481666893,NA
"ExNeuron1","Parenchyma","Disease_effect","Disease",0.938140514090011,1.91605704546096,0.51720413462166,0.015995568745687,0.0204387822861556,NA
"ExNeuron10","Parenchyma","Disease_effect","Disease",1.23956860517224,2.36127914733698,0.484873869850706,2.8614604924165e-05,7.31262125839772e-05,NA
"ExNeuron11","Parenchyma","Disease_effect","Disease",1.06041106148853,2.08552565775254,0.311576376245232,8.6616257851012e-07,5.08983105469903e-06,NA
"ExNeuron12","Parenchyma","Disease_effect","Disease",0.919152034624141,1.89100350143432,0.430070886809661,0.0050891602586202,0.00709398096656149,NA
"ExNeuron13","Parenchyma","Disease_effect","Disease",1.1956470848041,2.29047542634686,0.450517428497477,2.51448857307935e-05,7.31262125839772e-05,NA
"ExNeuron14","Parenchyma","Disease_effect","Disease",1.06558124526512,2.09301296062703,0.488066215093314,0.00153799770001346,0.0026202923778007,NA
"ExNeuron2","Parenchyma","Disease_effect","Disease",1.17999932767388,2.26576671469658,0.473327604533405,9.03069297305921e-05,0.000207705938380362,NA
"ExNeuron3","Parenchyma","Disease_effect","Disease",0.497301241588632,1.41157055528695,0.418537574041916,0.245010495035695,0.250455172703155,NA
"ExNeuron4","Parenchyma","Disease_effect","Disease",0.495828323972066,1.41013014958856,0.411587635966976,0.239003832912625,0.249867643499562,NA
"ExNeuron5","Parenchyma","Disease_effect","Disease",1.21874051516121,2.32743441604502,0.38890833429233,4.29191395342147e-07,3.94856083714776e-06,NA
"ExNeuron6","Parenchyma","Disease_effect","Disease",0.870635348391208,1.82846796208242,0.488125124900001,0.023785900472424,0.0287934584666185,NA
"ExNeuron7","Parenchyma","Disease_effect","Disease",0.743607987971811,1.67435795325444,0.46650069288399,0.0643173591031406,0.0688046167149876,NA
"ExNeuron8","Parenchyma","Disease_effect","Disease",0.761119262512195,1.69480496765238,0.409973620477713,0.0291884967160687,0.032748069486321,NA
"ExNeuron9","Parenchyma","Disease_effect","Disease",0.753485340517284,1.68586070808548,0.464072576051088,0.0577883287985263,0.0632919791602908,NA
"Fibroblast","Parenchyma","Disease_effect","Disease",-1.35388807351112,0.391236242397236,0.0575862339248932,1.82116018395635e-10,4.18866842309962e-09,NA
"InhNeuron1","Parenchyma","Disease_effect","Disease",1.04035871462516,2.05673898149836,0.356408199477435,3.16294533604737e-05,7.65765712937783e-05,NA
"InhNeuron2","Parenchyma","Disease_effect","Disease",1.05871949457605,2.0830818018294,0.401824266233369,0.000142196805669309,0.000311478717180391,NA
"InhNeuron3","Parenchyma","Disease_effect","Disease",0.988546096437379,1.98418438314837,0.468732934983197,0.00372519615870126,0.00552771042904058,NA
"InhNeuron4","Parenchyma","Disease_effect","Disease",0.953963134184715,1.93718687604007,0.4309215131752,0.00295329026822257,0.0045283784112746,NA
"InhNeuron5","Parenchyma","Disease_effect","Disease",1.13561334563543,2.1971195097925,0.346868266609699,6.16685625497968e-07,4.72792312881776e-06,NA
"Microglia1","Parenchyma","Disease_effect","Disease",1.63702406094571,3.11023601491937,0.799239352843423,1.00695708361731e-05,4.551360844493e-05,NA
"Microglia2","Parenchyma","Disease_effect","Disease",0.650232834254581,1.56942146178564,0.321297317776532,0.0276977237210279,0.0318523822791821,NA
"Microglia3","Parenchyma","Disease_effect","Disease",0.79174561600666,1.73116785500582,0.283331330761884,0.000798913205737847,0.00147000029855764,NA
"Microglia4","Parenchyma","Disease_effect","Disease",1.87117266935897,3.65829817623802,0.788389775391671,1.76203840276738e-09,2.02634416318249e-08,NA
"Microglia5","Parenchyma","Disease_effect","Disease",1.39011969992149,2.62100426253615,0.725603618132026,0.00050041431737202,0.00100082863474404,NA
"Oligodendrocytes1","Parenchyma","Disease_effect","Disease",1.43483020201027,2.70350345849717,0.76406728339094,0.000433149860304226,0.000905676980636109,NA
"Oligodendrocytes2","Parenchyma","Disease_effect","Disease",-0.413484957743161,0.75080753927576,0.236534771534695,0.362957966763114,0.362957966763114,NA
"Oligodendrocytes3","Parenchyma","Disease_effect","Disease",1.27478842541068,2.41963330755545,0.484048710819772,1.00095954588215e-05,4.551360844493e-05,NA
"Oligodendrocytes4","Parenchyma","Disease_effect","Disease",1.47571420688086,2.781212939755,0.661411652155751,1.69871987849265e-05,6.51175953422183e-05,NA
"Oligodendrocytes5","Parenchyma","Disease_effect","Disease",0.999754454657922,1.99965963084296,0.543796768951841,0.010827171561916,0.0142299969099467,NA
"Oligodendrocytes6","Parenchyma","Disease_effect","Disease",1.54636875037506,2.92081048005128,0.746143119293712,2.71852308776791e-05,7.31262125839772e-05,NA
"Oligodendrocytes7","Parenchyma","Disease_effect","Disease",1.01203859714701,2.01675886443304,0.61345081509887,0.021099520135233,0.0262318358438032,NA
"Oligodendrocytes8","Parenchyma","Disease_effect","Disease",1.11732150100058,2.16943821773134,0.39945876458439,2.59822478503019e-05,7.31262125839772e-05,NA
"OPC1","Parenchyma","Disease_effect","Disease",1.39307663735266,2.62638176307627,0.57652920724666,1.08836889759615e-05,4.551360844493e-05,NA
"OPC2","Parenchyma","Disease_effect","Disease",1.66203875876192,3.16463422316449,0.507697428536659,6.92013583547924e-13,3.18326248432045e-11,NA
"OPC3","Parenchyma","Disease_effect","Disease",1.45746484539238,2.74625358010248,0.564402831403576,8.85188009512875e-07,5.08983105469903e-06,NA
"Pericytes","Parenchyma","Disease_effect","Disease",0.958051175297066,1.94268390076942,0.413283478018113,0.00179910607372818,0.00295567426398201,NA
"SMC","Parenchyma","Disease_effect","Disease",1.11942314545591,2.17260084755053,0.402595402759406,2.82330957304217e-05,7.31262125839772e-05,NA
"VLMC1","Parenchyma","Disease_effect","Disease",1.05267741633275,2.07437599503243,0.437926841736201,0.000547722280487504,0.00104980103760105,NA
"VLMC2","Parenchyma","Disease_effect","Disease",1.47547519057047,2.78075220469088,0.471123861954999,1.5750147933822e-09,2.02634416318249e-08,NA
"Astrocytes1","Arteries","AD_overall_vs_Control","Overall",1.01044025096313,NA,0.238107241021601,0.00326665105175459,0.0048472886574423,0.70038381107938
"Astrocytes2","Arteries","AD_overall_vs_Control","Overall",0.815297741432829,NA,0.255314422656324,0.0268678178165565,0.0316902466554256,0.565121330791057
"Astrocytes3","Arteries","AD_overall_vs_Control","Overall",1.249873834397,NA,0.202426751617769,1.87059206224631e-05,5.37795217895814e-05,0.866346524367931
"Astrocytes4","Arteries","AD_overall_vs_Control","Overall",0.782709892450161,NA,0.214568213958717,0.0114555000922884,0.0159682728559171,0.542533155148207
"Astrocytes5","Arteries","AD_overall_vs_Control","Overall",0.847933817336764,NA,0.250298940857731,0.0188662179168205,0.0241068340048261,0.587742934788409
"Endothelial","Arteries","AD_overall_vs_Control","Overall",0.62869147698534,NA,0.240636621773785,0.0701519149715799,0.0806747022173169,0.435775724714456
"ExNeuron1","Arteries","AD_overall_vs_Control","Overall",0.525227316921558,NA,0.234631584948216,0.12075238495762,0.132252612096441,0.364059833877243
"ExNeuron10","Arteries","AD_overall_vs_Control","Overall",1.44322627452217,NA,0.19271319831238,2.0920254720756e-07,1.37475959593539e-06,1.00036822309508
"ExNeuron11","Arteries","AD_overall_vs_Control","Overall",1.13902350572425,NA,0.179800988497072,1.12816712391659e-05,4.32464064168024e-05,0.789510931584272
"ExNeuron12","Arteries","AD_overall_vs_Control","Overall",0.939815290328317,NA,0.188672836492919,0.000555010059025429,0.000945572693154434,0.651430318738199
"ExNeuron13","Arteries","AD_overall_vs_Control","Overall",1.09754827180092,NA,0.174648166291713,1.32477822962199e-05,4.35284275447226e-05,0.76076249012725
"ExNeuron14","Arteries","AD_overall_vs_Control","Overall",0.938448242656546,NA,0.152976738951859,2.11711191140072e-05,5.72865576026077e-05,0.65048275349882
"ExNeuron2","Arteries","AD_overall_vs_Control","Overall",1.46873526310924,NA,0.180731790201828,1.77172341109947e-08,2.03748192276439e-07,1.01804970661314
"ExNeuron3","Arteries","AD_overall_vs_Control","Overall",0.262391371270801,NA,0.273779882820662,0.506489292035835,0.517744609636631,0.181875839199613
"ExNeuron4","Arteries","AD_overall_vs_Control","Overall",0.236066425674986,NA,0.26177135573401,0.531916702560296,0.531916702560296,0.163628777381481
"ExNeuron5","Arteries","AD_overall_vs_Control","Overall",1.19771007788395,NA,0.190288344694532,1.28410257214958e-05,4.35284275447226e-05,0.83018936361349
"ExNeuron6","Arteries","AD_overall_vs_Control","Overall",0.482787050187155,NA,0.269328959937503,0.214050429266024,0.223779994232662,0.334642482648079
"ExNeuron7","Arteries","AD_overall_vs_Control","Overall",0.690607587865358,NA,0.209050175777486,0.0220302472742576,0.0266681940688382,0.478692702402178
"ExNeuron8","Arteries","AD_overall_vs_Control","Overall",0.774593342430981,NA,0.21101506125337,0.0109464952963239,0.0157355869884655,0.536907191386538
"ExNeuron9","Arteries","AD_overall_vs_Control","Overall",0.831550276460849,NA,0.192141708016426,0.0027015677690683,0.00414240391257139,0.576386729622681
"Fibroblast","Arteries","AD_overall_vs_Control","Overall",-1.60771261748504,NA,0.135151467201952,1.64572376122643e-16,7.57032930164158e-15,-1.11438146796041
"InhNeuron1","Arteries","AD_overall_vs_Control","Overall",1.1964260656116,NA,0.196529431009533,2.44604911041269e-05,6.25101439327687e-05,0.829299354127106
"InhNeuron2","Arteries","AD_overall_vs_Control","Overall",1.11521414322035,NA,0.204682572745742,0.000158973351005159,0.000330832692999101,0.773007539093763
"InhNeuron3","Arteries","AD_overall_vs_Control","Overall",1.15554024864362,NA,0.170146422771418,2.50808120754048e-06,1.15371735546862e-05,0.800959465370861
"InhNeuron4","Arteries","AD_overall_vs_Control","Overall",1.13145790890112,NA,0.176538603643628,8.89334203241792e-06,3.71903394082931e-05,0.78426685947706
"InhNeuron5","Arteries","AD_overall_vs_Control","Overall",1.03451914446007,NA,0.175752440337746,4.5031212623671e-05,0.00010902293582573,0.717074028217788
"Microglia1","Arteries","AD_overall_vs_Control","Overall",1.4463276654619,NA,0.2090118730193,1.61490891197574e-06,8.25397888343156e-06,1.00251794348076
"Microglia2","Arteries","AD_overall_vs_Control","Overall",0.914285956217206,NA,0.168519059910681,0.000169498429031491,0.000330832692999101,0.63373473277751
"Microglia3","Arteries","AD_overall_vs_Control","Overall",0.93183992018599,NA,0.176255381876493,0.000247743333991707,0.000455847734544741,0.645902213410123
"Microglia4","Arteries","AD_overall_vs_Control","Overall",1.32672068789636,NA,0.244701483300078,0.000171208294213336,0.000330832692999101,0.919612704205916
"Microglia5","Arteries","AD_overall_vs_Control","Overall",1.66941237674069,NA,0.215925610882231,8.36771345363889e-08,6.41524698112315e-07,1.15714848212969
"Oligodendrocytes1","Arteries","AD_overall_vs_Control","Overall",0.879139635231449,NA,0.254730079933583,0.0167463049440923,0.0224066895893965,0.609373159479178
"Oligodendrocytes2","Arteries","AD_overall_vs_Control","Overall",-0.437897039786843,NA,0.239230812437922,0.20452576148377,0.218795000657056,-0.303527098503796
"Oligodendrocytes3","Arteries","AD_overall_vs_Control","Overall",1.38188572533344,NA,0.198500878809413,1.39708240730943e-06,8.03322384202924e-06,0.957850194370906
"Oligodendrocytes4","Arteries","AD_overall_vs_Control","Overall",1.38948032750985,NA,0.224983760279274,1.86208191328152e-05,5.37795217895814e-05,0.963114371456959
"Oligodendrocytes5","Arteries","AD_overall_vs_Control","Overall",1.24451998935487,NA,0.248119806690571,0.000507645382545615,0.000898141830657627,0.862635521771824
"Oligodendrocytes6","Arteries","AD_overall_vs_Control","Overall",1.19251366736505,NA,0.261189777668696,0.00155242524844828,0.00246246763546968,0.826587486313282
"Oligodendrocytes7","Arteries","AD_overall_vs_Control","Overall",0.878803782057682,NA,0.263469541201048,0.0207779375422092,0.0258320304578818,0.609140363798699
"Oligodendrocytes8","Arteries","AD_overall_vs_Control","Overall",1.00767960806105,NA,0.176359124605699,7.47930529794256e-05,0.000172024021852679,0.698470279235264
"OPC1","Arteries","AD_overall_vs_Control","Overall",1.5394855608893,NA,0.192304913404476,2.87392681429508e-08,2.64401266915147e-07,1.06709007604316
"OPC2","Arteries","AD_overall_vs_Control","Overall",1.50036209609473,NA,0.173677717758985,2.12515399997051e-09,3.25856946662146e-08,1.03997175672707
"OPC3","Arteries","AD_overall_vs_Control","Overall",1.59833916120037,NA,0.179879459282593,7.31885298426517e-10,1.68333618638099e-08,1.10788428316459
"Pericytes","Arteries","AD_overall_vs_Control","Overall",0.58814118405437,NA,0.231024463424909,0.0776290970048604,0.0870960600542336,0.407668403498474
"SMC","Arteries","AD_overall_vs_Control","Overall",0.652122470771704,NA,0.189472561903276,0.0170485681658452,0.0224066895893965,0.452016851995192
"VLMC1","Arteries","AD_overall_vs_Control","Overall",1.12559320398203,NA,0.232124859240673,0.000776243685013227,0.00127525748252173,0.780201755797578
"VLMC2","Arteries","AD_overall_vs_Control","Overall",1.15140150145072,NA,0.212480739541269,0.000172608361564748,0.000330832692999101,0.798090704423058
"Astrocytes1","Capillaries","AD_overall_vs_Control","Overall",1.24392366397662,NA,0.299730308936025,0.0040190842621168,0.00806717866835976,0.862222180517191
"Astrocytes2","Capillaries","AD_overall_vs_Control","Overall",0.722984325715982,NA,0.290644638609692,0.0846686017294737,0.0885171745353589,0.501134546959066
"Astrocytes3","Capillaries","AD_overall_vs_Control","Overall",1.06205838702323,NA,0.263937303909119,0.00528453179538083,0.00934955625336608,0.736162776555198
"Astrocytes4","Capillaries","AD_overall_vs_Control","Overall",1.14697027702776,NA,0.240124645722726,0.000930095502801253,0.00272978238618345,0.795019213707852
"Astrocytes5","Capillaries","AD_overall_vs_Control","Overall",0.898801001587661,NA,0.309779572620826,0.04431364012692,0.05662298460662,0.623001380134942
"Endothelial","Capillaries","AD_overall_vs_Control","Overall",0.597524740176047,NA,0.235164951579508,0.078204503205663,0.0856525511300119,0.414172588967841
"ExNeuron1","Capillaries","AD_overall_vs_Control","Overall",1.06110700950763,NA,0.283245226953021,0.00941236553536682,0.0144322938208958,0.735503331912612
"ExNeuron10","Capillaries","AD_overall_vs_Control","Overall",0.961106079268677,NA,0.231675420769273,0.00403358933417988,0.00806717866835976,0.666187969064107
"ExNeuron11","Capillaries","AD_overall_vs_Control","Overall",0.973041470655122,NA,0.22545455518087,0.00277555493938889,0.00638377636059444,0.6744609519525
"ExNeuron12","Capillaries","AD_overall_vs_Control","Overall",1.22930431639939,NA,0.224083830187266,0.000143217312009884,0.000893398457020364,0.852088820962409
"ExNeuron13","Capillaries","AD_overall_vs_Control","Overall",1.08515661581063,NA,0.226842505475624,0.000913684181757482,0.00272978238618345,0.752173248715109
"ExNeuron14","Capillaries","AD_overall_vs_Control","Overall",1.1244244726496,NA,0.187366037213662,3.18627546218427e-05,0.00042205634561551,0.779391652969674
"ExNeuron2","Capillaries","AD_overall_vs_Control","Overall",0.840509074772338,NA,0.225963300543493,0.00992937115817582,0.0147339055895512,0.582596495413495
"ExNeuron3","Capillaries","AD_overall_vs_Control","Overall",0.578003674899005,NA,0.321221774004441,0.212308400772952,0.217026365234573,0.400641617609533
"ExNeuron4","Capillaries","AD_overall_vs_Control","Overall",0.839425582179655,NA,0.309146440312885,0.0598220177140969,0.0687953203712114,0.581845475577718
"ExNeuron5","Capillaries","AD_overall_vs_Control","Overall",0.902932641027964,NA,0.222433099272952,0.00489713469833946,0.00901072784494461,0.625865214364078
"ExNeuron6","Capillaries","AD_overall_vs_Control","Overall",0.768951067355394,NA,0.280848901055109,0.057721860822535,0.0680821948163233,0.532996264325952
"ExNeuron7","Capillaries","AD_overall_vs_Control","Overall",1.36755309254564,NA,0.271023770151328,0.000469576179183553,0.00196368220385849,0.947915570364042
"ExNeuron8","Capillaries","AD_overall_vs_Control","Overall",1.16537407650839,NA,0.217467439348529,0.000203631964341108,0.00104078559552122,0.80777575542944
"ExNeuron9","Capillaries","AD_overall_vs_Control","Overall",0.93093862046368,NA,0.323491713844753,0.0460727222536753,0.0572796006397044,0.645277480048765
"Fibroblast","Capillaries","AD_overall_vs_Control","Overall",-1.61135197686254,NA,0.22649656449549,8.17182084817759e-07,3.75903759016169e-05,-1.11690407965196
"InhNeuron1","Capillaries","AD_overall_vs_Control","Overall",1.06099647095337,NA,0.222513974935852,0.000949489525629025,0.00272978238618345,0.735426712425379
"InhNeuron2","Capillaries","AD_overall_vs_Control","Overall",1.11367675584288,NA,0.209932821755392,0.000235909719300192,0.00108518470878088,0.771941903367639
"InhNeuron3","Capillaries","AD_overall_vs_Control","Overall",1.25747599479764,NA,0.217621919118159,6.19690903971798e-05,0.000475096359711712,0.871615940415795
"InhNeuron4","Capillaries","AD_overall_vs_Control","Overall",0.996093785914891,NA,0.207243441485116,0.000863672101182709,0.00272978238618345,0.690439599280188
"InhNeuron5","Capillaries","AD_overall_vs_Control","Overall",1.12287226955563,NA,0.205777357426378,0.000155373644699194,0.000893398457020364,0.778315747771435
"Microglia1","Capillaries","AD_overall_vs_Control","Overall",0.949875137713256,NA,0.221778798295316,0.00299024876030352,0.00655006871304581,0.658403273589933
"Microglia2","Capillaries","AD_overall_vs_Control","Overall",0.842618675837991,NA,0.193742172179642,0.00257302575324948,0.00638377636059444,0.584058759444258
"Microglia3","Capillaries","AD_overall_vs_Control","Overall",1.11519404364294,NA,0.182244234302097,2.22005442659923e-05,0.00042205634561551,0.772993607128349
"Microglia4","Capillaries","AD_overall_vs_Control","Overall",0.920339760239681,NA,0.265350652248624,0.0162121025961723,0.0225986884673917,0.637930909967351
"Microglia5","Capillaries","AD_overall_vs_Control","Overall",0.934105974988829,NA,0.256807825990222,0.0116943666364175,0.0168106520398501,0.647472922907706
"Oligodendrocytes1","Capillaries","AD_overall_vs_Control","Overall",0.760220674983106,NA,0.301909253750394,0.0809196411407925,0.0865651974994524,0.526944817467918
"Oligodendrocytes2","Capillaries","AD_overall_vs_Control","Overall",0.0487611074511091,NA,0.336266133557363,0.919938228208504,0.919938228208504,0.0337986241507168
"Oligodendrocytes3","Capillaries","AD_overall_vs_Control","Overall",1.11724769495518,NA,0.22669967538062,0.000635369258794355,0.0024355821587117,0.774417089745281
"Oligodendrocytes4","Capillaries","AD_overall_vs_Control","Overall",0.836213906224682,NA,0.287445335554673,0.0437528817955651,0.05662298460662,0.579619311444657
"Oligodendrocytes5","Capillaries","AD_overall_vs_Control","Overall",1.07858039319518,NA,0.265617252972926,0.00488330388480754,0.00901072784494461,0.747614958550476
"Oligodendrocytes6","Capillaries","AD_overall_vs_Control","Overall",0.826835263003164,NA,0.30022820129668,0.0562694416794828,0.0680821948163233,0.573118531338184
"Oligodendrocytes7","Capillaries","AD_overall_vs_Control","Overall",0.776095220178263,NA,0.304840193948251,0.0776160060011163,0.0856525511300119,0.537948213712613
"Oligodendrocytes8","Capillaries","AD_overall_vs_Control","Overall",1.3616001957664,NA,0.228668459155957,3.6700551792653e-05,0.00042205634561551,0.943789336745348
"OPC1","Capillaries","AD_overall_vs_Control","Overall",0.811192187474398,NA,0.241242106451566,0.0197664283400989,0.026742814813075,0.562275577640134
"OPC2","Capillaries","AD_overall_vs_Control","Overall",1.05940954276474,NA,0.224264575839432,0.0010589528132718,0.00286540173002958,0.73432673762568
"OPC3","Capillaries","AD_overall_vs_Control","Overall",0.889947981508098,NA,0.226639064135485,0.00649285248327074,0.0110618968233502,0.616864934227352
"Pericytes","Capillaries","AD_overall_vs_Control","Overall",0.821858157215119,NA,0.210919299513841,0.00691553519772169,0.0113612363962571,0.569668664493852
"SMC","Capillaries","AD_overall_vs_Control","Overall",1.12953566900632,NA,0.195156574966816,6.02505850394176e-05,0.000475096359711712,0.782934464313625
"VLMC1","Capillaries","AD_overall_vs_Control","Overall",1.02227460079887,NA,0.235708649550788,0.00264537100895467,0.00638377636059444,0.708586757301778
"VLMC2","Capillaries","AD_overall_vs_Control","Overall",0.867786677959877,NA,0.229768082204606,0.00884794684688739,0.0140346743088559,0.60150388915537
"Astrocytes1","Parenchyma","AD_overall_vs_Control","Overall",1.2602519006478,NA,0.267234887597656,0.00108000827927665,0.00160259293053954,0.873540051729333
"Astrocytes2","Parenchyma","AD_overall_vs_Control","Overall",1.203799714256,NA,0.265822874859517,0.00169542045968221,0.00236331336804187,0.834410377895415
