"celltype","region","contrast","type","log2_OR","odds.ratio","SE","p.value","p_adj","estimate"
"Astrocytes3","Parenchyma","AD_overall_vs_Control","Overall",1.14097788440414,NA,0.207633810838321,0.000139561434533558,0.00027332957581325,0.790865603655978
"Astrocytes4","Parenchyma","AD_overall_vs_Control","Overall",1.14011696140671,NA,0.222942802956851,0.000393036745908259,0.000623437596957928,0.790268857307635
"Astrocytes5","Parenchyma","AD_overall_vs_Control","Overall",0.989138255117932,NA,0.263522229487004,0.00927500194248904,0.0115310834960675,0.685618392718979
"Endothelial","Parenchyma","AD_overall_vs_Control","Overall",0.911838435214063,NA,0.2258884931876,0.00514185364288435,0.00675786478779086,0.63203824049482
"ExNeuron1","Parenchyma","AD_overall_vs_Control","Overall",1.04749698987156,NA,0.259398351797962,0.00512528157319611,0.00675786478779086,0.7260695851745
"ExNeuron10","Parenchyma","AD_overall_vs_Control","Overall",0.997314079718566,NA,0.190307049933559,0.000280716687373955,0.000461177414971498,0.691285442489661
"ExNeuron11","Parenchyma","AD_overall_vs_Control","Overall",1.07019321423817,NA,0.168598442535094,1.08344823666418e-05,4.15321824054603e-05,0.741801409103572
"ExNeuron12","Parenchyma","AD_overall_vs_Control","Overall",1.09509549170351,NA,0.180891681389904,2.71399599369813e-05,7.80273848188213e-05,0.759062352518194
"ExNeuron13","Parenchyma","AD_overall_vs_Control","Overall",1.1573800848498,NA,0.180408829954829,8.71751981622046e-06,3.76461303386735e-05,0.802234742649868
"ExNeuron14","Parenchyma","AD_overall_vs_Control","Overall",1.16752793186102,NA,0.188664138407971,1.79102001044919e-05,6.33745542158943e-05,0.809268694194448
"ExNeuron2","Parenchyma","AD_overall_vs_Control","Overall",1.04880417533945,NA,0.188997079990959,0.000119821297540593,0.000260084593437855,0.72697565709604
"ExNeuron3","Parenchyma","AD_overall_vs_Control","Overall",0.848407356390008,NA,0.28824753976357,0.0413343693947,0.0442181626082837,0.588071167048051
"ExNeuron4","Parenchyma","AD_overall_vs_Control","Overall",0.763189184798353,NA,0.27695520299506,0.0561248485227134,0.0586759780010186,0.529002431676821
"ExNeuron5","Parenchyma","AD_overall_vs_Control","Overall",1.17288074348853,NA,0.173956562710191,2.96167881966508e-06,1.94624608149419e-05,0.81297898048213
"ExNeuron6","Parenchyma","AD_overall_vs_Control","Overall",1.28811426261937,NA,0.281818673779966,0.00153395609394007,0.00220506188503886,0.892852769373672
"ExNeuron7","Parenchyma","AD_overall_vs_Control","Overall",0.878592367159131,NA,0.239116049869768,0.0108698699258633,0.012820872220249,0.60899382215784
"ExNeuron8","Parenchyma","AD_overall_vs_Control","Overall",0.977572004784821,NA,0.204759067715116,0.000935424581737008,0.00143431769199674,0.677601278910932
"ExNeuron9","Parenchyma","AD_overall_vs_Control","Overall",0.803689552156679,NA,0.248191194018123,0.024797656407577,0.0271593379702034,0.557075147122887
"Fibroblast","Parenchyma","AD_overall_vs_Control","Overall",-0.977062725419297,NA,0.125846816440256,7.38558637212942e-08,1.69868486558977e-06,-0.677248273354601
"InhNeuron1","Parenchyma","AD_overall_vs_Control","Overall",1.11252364897441,NA,0.180939450417815,2.02712259653163e-05,6.66054567431822e-05,0.771142630592875
"InhNeuron2","Parenchyma","AD_overall_vs_Control","Overall",1.18830983461253,NA,0.185518517493076,9.00233551576975e-06,3.76461303386735e-05,0.823673611493327
"InhNeuron3","Parenchyma","AD_overall_vs_Control","Overall",1.04689049047869,NA,0.190779431251502,0.000142606735206913,0.00027332957581325,0.725649191830325
"InhNeuron4","Parenchyma","AD_overall_vs_Control","Overall",1.23930803772766,NA,0.202391941983679,2.19224895194086e-05,6.72289678595197e-05,0.859022872196203
"InhNeuron5","Parenchyma","AD_overall_vs_Control","Overall",1.16429247671583,NA,0.155170693185862,1.98334120888001e-07,3.04112318694934e-06,0.807026047582735
"Microglia1","Parenchyma","AD_overall_vs_Control","Overall",1.56394860044441,NA,0.230389970783214,2.53532644086114e-06,1.94624608149419e-05,1.08404656293871
"Microglia2","Parenchyma","AD_overall_vs_Control","Overall",0.82665906575404,NA,0.221333410834151,0.00963003160204238,0.0116574066761566,0.572996400711731
"Microglia3","Parenchyma","AD_overall_vs_Control","Overall",1.13162989482223,NA,0.1935866119861,5.08118195943759e-05,0.000123018089544278,0.784386071033374
"Microglia4","Parenchyma","AD_overall_vs_Control","Overall",1.23584890808489,NA,0.206575403917031,3.37166430593434e-05,9.12332694546939e-05,0.856625186237129
"Microglia5","Parenchyma","AD_overall_vs_Control","Overall",1.3600933108955,NA,0.250754667756122,0.000170164640914492,0.000304870299452424,0.942744843745654
"Oligodendrocytes1","Parenchyma","AD_overall_vs_Control","Overall",0.828300257844652,NA,0.247358782905895,0.0202837341630907,0.0227573602805408,0.574133988382096
"Oligodendrocytes2","Parenchyma","AD_overall_vs_Control","Overall",-0.633303819896493,NA,0.279928814976874,0.116844141310758,0.116844141310758,-0.438972757199098
"Oligodendrocytes3","Parenchyma","AD_overall_vs_Control","Overall",1.25244103169274,NA,0.194816758434207,8.34580936082301e-06,3.76461303386735e-05,0.868125969935411
"Oligodendrocytes4","Parenchyma","AD_overall_vs_Control","Overall",1.1858109711562,NA,0.21935854376385,0.000178945610548162,0.000304870299452424,0.82194153133397
"Oligodendrocytes5","Parenchyma","AD_overall_vs_Control","Overall",0.909224091604667,NA,0.250439500534819,0.0118533464527534,0.0136313484206664,0.630226115592952
"Oligodendrocytes6","Parenchyma","AD_overall_vs_Control","Overall",0.915382738602225,NA,0.230008229374134,0.00580539717639769,0.00741800750317482,0.634494964395373
"Oligodendrocytes7","Parenchyma","AD_overall_vs_Control","Overall",0.624005062639126,NA,0.258067656352793,0.093733670711802,0.0958166411720642,0.432527349823442
"Oligodendrocytes8","Parenchyma","AD_overall_vs_Control","Overall",1.03594411452673,NA,0.176047642651767,4.52702883764231e-05,0.00011569073696197,0.71806174220187
"OPC1","Parenchyma","AD_overall_vs_Control","Overall",1.12480866771811,NA,0.194266580649381,5.98654322843129e-05,0.00013769049425392,0.779657956698198
"OPC2","Parenchyma","AD_overall_vs_Control","Overall",1.34445235513396,NA,0.146807652309576,2.18437583051784e-10,1.0048128820382e-08,0.931903359358282
"OPC3","Parenchyma","AD_overall_vs_Control","Overall",1.22075718217295,NA,0.189906163535339,8.36209118863658e-06,3.76461303386735e-05,0.846164398971487
"Pericytes","Parenchyma","AD_overall_vs_Control","Overall",1.02720979752184,NA,0.185548512688766,0.000124388283818104,0.000260084593437855,0.712007574995816
"SMC","Parenchyma","AD_overall_vs_Control","Overall",1.21531720507489,NA,0.179500221422786,2.69233687931563e-06,1.94624608149419e-05,0.842393694183653
"VLMC1","Parenchyma","AD_overall_vs_Control","Overall",1.01657702722663,NA,0.187587954321585,0.000172440777638676,0.000304870299452424,0.704637500244147
"VLMC2","Parenchyma","AD_overall_vs_Control","Overall",1.19737375109601,NA,0.166778288741434,6.47761857863138e-07,7.44926136542608e-06,0.829956239648686
"Astrocytes1","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.34548004009814,NA,0.253273723256503,0.000231189803961513,0.000462379607923026,0.93261569629371
"Astrocytes2","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.10526062059711,NA,0.274722454361667,0.00529261426175348,0.00737758351638364,0.766108282950824
"Astrocytes3","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.16613092345406,NA,0.164321680980908,8.69820262984421e-07,4.00117320972834e-06,0.808300361755947
"Astrocytes4","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.07514388362239,NA,0.214302548802541,0.000506149715406593,0.000895495650334741,0.745232951629133
"Astrocytes5","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.888248045459901,NA,0.295893820338256,0.0374550735850374,0.0441777791003005,0.615686628348412
"Endothelial","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.691406654584626,NA,0.268575607754133,0.0743585346331834,0.0834266486128399,0.479246573245717
"ExNeuron1","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.784958479090711,NA,0.235662176436966,0.0209558779319912,0.0253676417071473,0.544091756638349
"ExNeuron10","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.53540066439209,NA,0.183717644802327,6.91797401076349e-09,7.92884368333352e-08,1.06425864155325
"ExNeuron11","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.28645342345709,NA,0.193811170943778,4.20713685287686e-06,1.38719746935623e-05,0.891701563390971
"ExNeuron12","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.1700850360716,NA,0.176307613201715,4.22190534151896e-06,1.38719746935623e-05,0.811041143768409
"ExNeuron13","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.36050612185252,NA,0.131782800336935,8.30961071651e-13,3.8224209295946e-11,0.943030982496623
"ExNeuron14","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.07825897833129,NA,0.132952202913693,1.89295270851574e-08,1.4512637431954e-07,0.747392170743784
"ExNeuron2","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.53293958141357,NA,0.202964059335691,1.64826948641926e-07,9.47754954691074e-07,1.06255274882556
"ExNeuron3","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.423869533476447,NA,0.290414829459986,0.3116958616057,0.318622436308049,0.293803972054459
"ExNeuron4","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.384725221715437,NA,0.287029372744562,0.352851323972942,0.352851323972942,0.266671202722355
"ExNeuron5","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.35864523785327,NA,0.209687900736886,7.08375736100179e-06,2.17235225737388e-05,0.941741115999193
"ExNeuron6","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.746542643345266,NA,0.306995687465487,0.0918778934395861,0.100628169005261,0.51746392840254
"ExNeuron7","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.837439565259425,NA,0.192096482463878,0.00251312278164603,0.00385345493185725,0.580468873548917
"ExNeuron8","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.0511489837309,NA,0.187225852728269,9.96010600603202e-05,0.000208256761944306,0.728600954421527
"ExNeuron9","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.02640402121105,NA,0.197516062953932,0.000315801773902358,0.000605286733312853,0.711449053417829
"Fibroblast","Arteries","AD_Amyloid_vs_Control","MaxPathology",-1.33940940305614,NA,0.161212066764173,8.46523905214224e-09,7.92884368333352e-08,-0.928407851343842
"InhNeuron1","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.37952320530012,NA,0.214537232407038,8.30781637022558e-06,2.38849720643985e-05,0.956212620270795
"InhNeuron2","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.21501282287121,NA,0.237838934023749,0.000398645040490121,0.000733506874501822,0.842182712517359
"InhNeuron3","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.2365083007763,NA,0.195932376544644,1.21779304918217e-05,3.29520472131647e-05,0.857082242422063
"InhNeuron4","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.25763458641409,NA,0.18737941675645,3.28417888541355e-06,1.25893523940853e-05,0.871725867747598
"InhNeuron5","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.33291223180426,NA,0.165208557595871,2.24014490112352e-08,1.47209522073831e-07,0.923904355408985
"Microglia1","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.35948701346475,NA,0.22535162625618,2.89497493725641e-05,6.65844235568975e-05,0.942324590390951
"Microglia2","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.768504972662086,NA,0.175934342713709,0.00246373256202571,0.00385345493185725,0.532687055047023
"Microglia3","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.13484851480483,NA,0.184604661790606,2.03432430940408e-05,5.19882879069933e-05,0.786617048399612
"Microglia4","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.03948878134119,NA,0.246209517100117,0.00342859641502602,0.00508759468036119,0.720518718010337
"Microglia5","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.59587024390791,NA,0.215763106393539,2.94717964359665e-07,1.50633626228273e-06,1.10617296010428
"Oligodendrocytes1","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.609949620268835,NA,0.259495411876673,0.10325850803507,0.107952076582119,0.422784859572952
"Oligodendrocytes2","Arteries","AD_Amyloid_vs_Control","MaxPathology",-1.0314500426692,NA,0.295197569851763,0.0154384912023469,0.0197269609807766,-0.714946688964594
"Oligodendrocytes3","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.20308541242041,NA,0.203479604556981,4.16241593701664e-05,9.11767300489359e-05,0.833915261592007
"Oligodendrocytes4","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.10836294192964,NA,0.241865197565059,0.00149119366485292,0.00249660648006118,0.768258648235653
"Oligodendrocytes5","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.963437522017021,NA,0.271369153405874,0.0138600870721975,0.0182161144377453,0.667804002031759
"Oligodendrocytes6","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.898140828119681,NA,0.268058639532602,0.0202105247003336,0.0251265982760904,0.622543782756932
"Oligodendrocytes7","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.618316953689707,NA,0.258935929858149,0.0978887108147462,0.10471815575531,0.428584653142435
"Oligodendrocytes8","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.945606919876556,NA,0.15557055303373,2.51814375633834e-05,6.09655856797703e-05,0.655444770430409
"OPC1","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.40464829022469,NA,0.164955998633392,3.58360376109328e-09,7.92884368333352e-08,0.973628002047592
"OPC2","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.24356543314408,NA,0.176413009488106,1.02846259864487e-06,4.30084359433309e-06,0.861973873825624
"OPC3","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.43682382400143,NA,0.173027841965894,8.61830835144948e-09,7.92884368333352e-08,0.995930382567952
"Pericytes","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.78010939717066,NA,0.261648037583422,0.038768691042483,0.0445839946988555,0.540730629177162
"SMC","Arteries","AD_Amyloid_vs_Control","MaxPathology",0.874310290735943,NA,0.210529543297879,0.00399472473519711,0.00574241680684585,0.606025712958165
"VLMC1","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.02969607666539,NA,0.257779591718975,0.00562693248751047,0.00761290865957299,0.713730932374254
"VLMC2","Arteries","AD_Amyloid_vs_Control","MaxPathology",1.02085125840829,NA,0.223154350559101,0.00151967350960246,0.00249660648006118,0.70760017153678
"Astrocytes1","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.60430555130516,NA,0.332888190369536,0.000836214658384748,0.00132640945812753,1.11201986964384
"Astrocytes2","Capillaries","AD_Amyloid_vs_Control","MaxPathology",0.428241018731684,NA,0.323390650107591,0.358681297027569,0.374984992347004,0.296834054733986
"Astrocytes3","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.24146664138893,NA,0.263819848593086,0.00110719773818065,0.00169770319854367,0.860519102237962
"Astrocytes4","Capillaries","AD_Amyloid_vs_Control","MaxPathology",2.08299045668334,NA,0.269704273443814,8.63448781942178e-08,1.98593219846701e-06,1.44381896218333
"Astrocytes5","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.30595452278802,NA,0.260514044940058,0.000511347811906632,0.000904692282604041,0.905218695410022
"Endothelial","Capillaries","AD_Amyloid_vs_Control","MaxPathology",0.886042550935472,NA,0.222920571371953,0.00586827034701468,0.00771258388464787,0.614157896037064
"ExNeuron1","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.86431700784307,NA,0.240985359737162,8.21495098612391e-08,1.98593219846701e-06,1.29224607765637
"ExNeuron10","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.52710794971992,NA,0.251476567745211,2.56297209708139e-05,0.000130996351628605,1.05851056975904
"ExNeuron11","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.29257597399709,NA,0.267114717856315,0.000796064359600215,0.00130782001934321,0.895945392035611
"ExNeuron12","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.51285933993303,NA,0.217978490649379,1.50385148377782e-06,1.72942920634449e-05,1.04863418605836
"ExNeuron13","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.52090087949429,NA,0.221982894340337,2.04373084174968e-06,1.8802323744097e-05,1.05420815653261
"ExNeuron14","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.31930885060697,NA,0.206188919779639,9.20156127529168e-06,6.04674026662025e-05,0.914475210086004
"ExNeuron2","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.42502257593002,NA,0.255496421343038,0.000110632779892371,0.000258782837893675,0.987750380740162
"ExNeuron3","Capillaries","AD_Amyloid_vs_Control","MaxPathology",0.287182322412475,NA,0.370181416988295,0.590759801845753,0.603887797442325,0.199059617086864
"ExNeuron4","Capillaries","AD_Amyloid_vs_Control","MaxPathology",0.570005016697998,NA,0.355208108443541,0.266009920551077,0.284568752217431,0.395097370229242
"ExNeuron5","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.35996554119731,NA,0.266130693876643,0.000396984647180936,0.000730451750812923,0.942656280539592
"ExNeuron6","Capillaries","AD_Amyloid_vs_Control","MaxPathology",0.822669183703776,NA,0.302073526537004,0.0590632886141784,0.067451041986236,0.570230825217824
"ExNeuron7","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.56481731358905,NA,0.280950970837276,0.000113093464392051,0.000258782837893675,1.08464870900564
"ExNeuron8","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.43899188594669,NA,0.236405828413493,2.45218106180955e-05,0.000130996351628605,0.997433168592585
"ExNeuron9","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.41450558932752,NA,0.239881001821693,4.36462272881707e-05,0.000167310537937988,0.980460561128655
"Fibroblast","Capillaries","AD_Amyloid_vs_Control","MaxPathology",-1.34558192429003,NA,0.322772864870825,0.00385725280564628,0.00521863614881555,-0.932686317034062
"InhNeuron1","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.35610165081564,NA,0.235657459957542,6.64231586347657e-05,0.000190966581074952,0.939978035815546
"InhNeuron2","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.2726010586038,NA,0.22613103991026,9.58615418895918e-05,0.000244979495940068,0.882099835748825
"InhNeuron3","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.52095467472615,NA,0.260633894404718,5.23391151362742e-05,0.000173988951517392,1.0542454445459
"InhNeuron4","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.24544566776011,NA,0.225209579541892,0.000126478370347752,0.000258782837893675,0.863277153148522
"InhNeuron5","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.42708136727248,NA,0.215348057592124,4.36104769422374e-06,3.34346989890487e-05,0.98917742615455
"Microglia1","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.30222295332748,NA,0.304871326393911,0.00306941961393792,0.00427858491639831,0.902632168559388
"Microglia2","Capillaries","AD_Amyloid_vs_Control","MaxPathology",0.858854562595688,NA,0.22213965723883,0.00736436111804218,0.00941001698416501,0.595312618574247
"Microglia3","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.31550246182046,NA,0.222385918663921,4.12712403473292e-05,0.000167310537937988,0.911836822430518
"Microglia4","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.25498186207034,NA,0.255737545458647,0.00067021080219542,0.00114184062596257,0.869887139347925
"Microglia5","Capillaries","AD_Amyloid_vs_Control","MaxPathology",0.9969815150764,NA,0.367598660122027,0.0601194069877321,0.067451041986236,0.691054926245589
"Oligodendrocytes1","Capillaries","AD_Amyloid_vs_Control","MaxPathology",0.84463008076648,NA,0.294793701506323,0.0470360856929663,0.0554784600481141,0.585452959099405
"Oligodendrocytes2","Capillaries","AD_Amyloid_vs_Control","MaxPathology",-0.245317842978887,NA,0.407067602212389,0.676149885474197,0.676149885474197,-0.170041371201863
"Oligodendrocytes3","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.43078446713016,NA,0.259060299865121,0.000129064458237603,0.000258782837893675,0.991744219380237
"Oligodendrocytes4","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.33075211630659,NA,0.228194599671813,5.2953159157467e-05,0.000173988951517392,0.922407077442093
"Oligodendrocytes5","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.6070800673256,NA,0.269628476994519,3.60560960402099e-05,0.000165858041784965,1.11394301760082
"Oligodendrocytes6","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.11115198647774,NA,0.305196478950503,0.0116162147634827,0.014061733661058,0.770191866600629
"Oligodendrocytes7","Capillaries","AD_Amyloid_vs_Control","MaxPathology",0.874901115849864,NA,0.33431727805079,0.0696852326872868,0.0763219215146475,0.606435241720083
"Oligodendrocytes8","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.36135370788093,NA,0.234570088073529,5.75208130085703e-05,0.000176397159892949,0.943618484362493
"OPC1","Capillaries","AD_Amyloid_vs_Control","MaxPathology",0.928671962502751,NA,0.243280885871218,0.00814645364303468,0.0101280234480972,0.643706352473853
"OPC2","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.23682760402285,NA,0.231106793587714,0.000207623125098715,0.000397944323105871,0.857303566567152
"OPC3","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.03948208898758,NA,0.241749793040718,0.00287860563362238,0.00413799559833217,0.720514079224304
"Pericytes","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.17088578522922,NA,0.256313722713748,0.00154329273950345,0.00229004729087609,0.811596180789352
"SMC","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.61083853470009,NA,0.22371561115716,6.0090338767532e-07,9.2138519443549e-06,1.11654818866468
"VLMC1","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.53452120276092,NA,0.271565910554904,8.97599663070192e-05,0.000242879908830758,1.06364904520319
"VLMC2","Capillaries","AD_Amyloid_vs_Control","MaxPathology",1.2020276856293,NA,0.217676621497269,0.000129391418946838,0.000258782837893675,0.833182101248945
"Astrocytes1","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.33827018156125,NA,0.266077168346808,0.000489797056782888,0.000901226584480514,0.927618203176625
"Astrocytes2","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.47376185142576,NA,0.261872751781594,9.58441191846311e-05,0.000339140729422541,1.02153387213257
"Astrocytes3","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.984615916004056,NA,0.193243952960267,0.000412864552062206,0.000791323724785896,0.682483746112659
"Astrocytes4","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.33338602346453,NA,0.213191494445357,1.45612143330977e-05,7.44239843691658e-05,0.924232762762477
"Astrocytes5","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.808180536094147,NA,0.253762771741807,0.0272772931406569,0.0313688871117554,0.560188059977083
"Endothelial","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.995298777264284,NA,0.268517436653869,0.0101918772697022,0.0137890104237148,0.6898885412755
"ExNeuron1","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.0834076695937,NA,0.266212903697221,0.00478885725777619,0.00688398230805328,0.750960971575897
"ExNeuron10","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.803296419116961,NA,0.202679513599504,0.00601051233353431,0.00837828991947207,0.556802648064822
"ExNeuron11","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.08122251795423,NA,0.196200712749102,0.000133563079783075,0.000393831339949295,0.749446339877899
"ExNeuron12","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.19844117279351,NA,0.170165008814493,1.05170173637679e-06,2.2201376951449e-05,0.830696119988775
"ExNeuron13","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.1654673198194,NA,0.181982582517002,9.03323689189328e-06,5.19411121283863e-05,0.807840386767575
"ExNeuron14","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.26241092209846,NA,0.181607170659556,1.44791588813798e-06,2.2201376951449e-05,0.875036571360626
"ExNeuron2","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.927414601207528,NA,0.207700990695511,0.00196812098926049,0.00312184708641318,0.642834816037124
"ExNeuron3","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.954831795111752,NA,0.289326411190617,0.0221656879896373,0.0261441448082902,0.661838966690702
"ExNeuron4","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.8625406652873,NA,0.280179192470783,0.0328529396393119,0.0367801978579708,0.597867630262191
"ExNeuron5","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.13374124111535,NA,0.197129393548258,6.70648479183581e-05,0.000257081917020373,0.785849544763635
"ExNeuron6","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.24647548485971,NA,0.257086970732425,0.000777465499953746,0.00129639078065539,0.863990967967597
"ExNeuron7","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.05785762867925,NA,0.249135854206063,0.00324862131422614,0.00482053485336782,0.73325103275285
"ExNeuron8","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.10947874160925,NA,0.201900046650006,0.000139544535621879,0.000393831339949295,0.76903206163765
"ExNeuron9","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.895350166061573,NA,0.251598021597089,0.0136375747022742,0.0174257898973503,0.620609443219458
"Fibroblast","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",-0.881428887193173,NA,0.169651686541158,0.000316677851499909,0.000643308824186433,-0.610959948022038
"InhNeuron1","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.15713469764898,NA,0.211647580740961,0.000150875765331644,0.000393831339949295,0.802064653203478
"InhNeuron2","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.13180598014233,NA,0.174278724309107,6.74893282817498e-06,4.43501300137213e-05,0.784508124076539
"InhNeuron3","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.02893214219972,NA,0.196229738760806,0.000278495883690361,0.000640540532487831,0.713201413353243
"InhNeuron4","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.27984513246001,NA,0.196534857102676,6.3673201344032e-06,4.43501300137213e-05,0.887121045118022
"InhNeuron5","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.17771586405961,NA,0.173475152256997,2.5293623771829e-06,2.90876673376034e-05,0.816330430673636
"Microglia1","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.970980270950662,NA,0.271365446789623,0.0131320032146311,0.0172592042249437,0.673032237188783
"Microglia2","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.697604798838337,NA,0.207608889799689,0.0198535303622931,0.0240332209648811,0.483542799459881
"Microglia3","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.14656652907085,NA,0.187449496458006,2.23766973831555e-05,0.000102932807962515,0.794739356949865
"Microglia4","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.648677204285866,NA,0.211584411374552,0.0335819197833646,0.0367801978579708,0.449628775244255
"Microglia5","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.19229138195214,NA,0.243680674659865,0.000695211551995631,0.00122998966891535,0.826433409806049
"Oligodendrocytes1","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",0.297503623276837,NA,0.259021019216085,0.425957839192045,0.435423568951868,0.206213797680708
"Oligodendrocytes2","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",-0.876666373585257,NA,0.345372646313612,0.0785045836373002,0.0839816476119955,-0.607658825142333
"Oligodendrocytes3","Parenchyma","AD_Amyloid_vs_Control","MaxPathology",1.07263383325415,NA,0.196377229177862,0.000153063683714461,0.000393831339949295,0.743493117293322
