"region","celltype_1","celltype_2","r","p.value","p_adj","n"
"Arteries","ExNeuron7","Oligodendrocytes3",-0.967332472081476,0.0326675279185241,0.75233844362141,4
"Arteries","ExNeuron7","Oligodendrocytes4",-0.919455862037817,0.0805441379621827,0.804864837655985,4
"Arteries","ExNeuron7","Oligodendrocytes5",-0.943211152226347,0.0567888477736532,0.804864837655985,4
"Arteries","ExNeuron7","Oligodendrocytes6",-0.982259849155725,0.017740150844275,0.658529714082975,4
"Arteries","ExNeuron7","Oligodendrocytes7",-0.720942218154163,0.279057781845837,0.863885131153149,4
"Arteries","ExNeuron7","Oligodendrocytes8",-0.445170511510086,0.554829488489914,0.906926570900957,4
"Arteries","ExNeuron7","OPC1",-0.394009016325615,0.605990983674385,0.923712324157568,4
"Arteries","ExNeuron7","OPC2",-0.955670919673149,0.0443290803268509,0.804864837655985,4
"Arteries","ExNeuron7","OPC3",-0.42200581405074,0.577994185949259,0.907090796407614,4
"Arteries","ExNeuron7","Pericytes",0.126948554261611,0.873051445738389,0.974664829188187,4
"Arteries","ExNeuron7","SMC",-0.234595333300924,0.765404666699076,0.974664829188187,4
"Arteries","ExNeuron7","VLMC1",-0.792812870549257,0.207187129450743,0.863885131153149,4
"Arteries","ExNeuron7","VLMC2",-0.305777783928958,0.694222216071042,0.952944288638632,4
"Arteries","ExNeuron8","ExNeuron9",0.964508399841092,0.0354916001589076,0.75233844362141,4
"Arteries","ExNeuron8","Fibroblast",0.0450595112244335,0.954940488775567,0.992505185355345,4
"Arteries","ExNeuron8","InhNeuron1",0.787181887003917,0.212818112996083,0.863885131153149,4
"Arteries","ExNeuron8","InhNeuron2",0.596560943770086,0.403439056229914,0.899473727930744,4
"Arteries","ExNeuron8","InhNeuron3",0.751252937552156,0.248747062447844,0.863885131153149,4
"Arteries","ExNeuron8","InhNeuron4",0.656844297508797,0.343155702491203,0.880580815460594,4
"Arteries","ExNeuron8","InhNeuron5",0.824073761232847,0.175926238767153,0.858967434389083,4
"Arteries","ExNeuron8","Microglia1",-0.953974327398994,0.0460256726010064,0.804864837655985,4
"Arteries","ExNeuron8","Microglia2",-0.343205484581048,0.656794515418952,0.942832626156193,4
"Arteries","ExNeuron8","Microglia3",-0.50569489453751,0.49430510546249,0.90468075875338,4
"Arteries","ExNeuron8","Microglia4",-0.906736170778513,0.0932638292214865,0.804864837655985,4
"Arteries","ExNeuron8","Microglia5",-0.963508857248234,0.0364911427517662,0.755366654961561,4
"Arteries","ExNeuron8","Oligodendrocytes1",-0.137579505782379,0.862420494217621,0.974664829188187,4
"Arteries","ExNeuron8","Oligodendrocytes2",0.209199553121057,0.790800446878943,0.974664829188187,4
"Arteries","ExNeuron8","Oligodendrocytes3",-0.933308880617881,0.0666911193821186,0.804864837655985,4
"Arteries","ExNeuron8","Oligodendrocytes4",-0.965321220274236,0.0346787797257637,0.75233844362141,4
"Arteries","ExNeuron8","Oligodendrocytes5",-0.984532401453632,0.0154675985463684,0.658529714082975,4
"Arteries","ExNeuron8","Oligodendrocytes6",-0.954691942453757,0.0453080575462426,0.804864837655985,4
"Arteries","ExNeuron8","Oligodendrocytes7",-0.646116305151368,0.353883694848632,0.882166759980469,4
"Arteries","ExNeuron8","Oligodendrocytes8",-0.299824024068208,0.700175975931792,0.956045033099479,4
"Arteries","ExNeuron8","OPC1",-0.444212070441912,0.555787929558088,0.906926570900957,4
"Arteries","ExNeuron8","OPC2",-0.986307913874425,0.0136920861255746,0.658529714082975,4
"Arteries","ExNeuron8","OPC3",-0.553768164346014,0.446231835653986,0.899473727930744,4
"Arteries","ExNeuron8","Pericytes",0.141351045876607,0.858648954123393,0.974664829188187,4
"Arteries","ExNeuron8","SMC",-0.326301990402773,0.673698009597227,0.949863786249625,4
"Arteries","ExNeuron8","VLMC1",-0.855607802121475,0.144392197878525,0.821131454968533,4
"Arteries","ExNeuron8","VLMC2",-0.155885298556982,0.844114701443018,0.974664829188187,4
"Arteries","ExNeuron9","Fibroblast",0.292486707909858,0.707513292090142,0.958476776588085,4
"Arteries","ExNeuron9","InhNeuron1",0.668906771253094,0.331093228746906,0.880580815460594,4
"Arteries","ExNeuron9","InhNeuron2",0.45311320980699,0.54688679019301,0.906926570900957,4
"Arteries","ExNeuron9","InhNeuron3",0.771926779327117,0.228073220672883,0.863885131153149,4
"Arteries","ExNeuron9","InhNeuron4",0.718940669032688,0.281059330967312,0.863885131153149,4
"Arteries","ExNeuron9","InhNeuron5",0.733581688416468,0.266418311583532,0.863885131153149,4
"Arteries","ExNeuron9","Microglia1",-0.891058108396427,0.108941891603573,0.804864837655985,4
"Arteries","ExNeuron9","Microglia2",-0.0860807413602147,0.913919258639785,0.983270720054239,4
"Arteries","ExNeuron9","Microglia3",-0.416667019481105,0.583332980518895,0.907894187724896,4
"Arteries","ExNeuron9","Microglia4",-0.944035276876667,0.0559647231233325,0.804864837655985,4
"Arteries","ExNeuron9","Microglia5",-0.983960497001425,0.0160395029985752,0.658529714082975,4
"Arteries","ExNeuron9","Oligodendrocytes1",-0.327368487264387,0.672631512735613,0.949863786249625,4
"Arteries","ExNeuron9","Oligodendrocytes2",0.450264421311592,0.549735578688408,0.906926570900957,4
"Arteries","ExNeuron9","Oligodendrocytes3",-0.814725412035251,0.185274587964749,0.858967434389083,4
"Arteries","ExNeuron9","Oligodendrocytes4",-0.914011492710597,0.0859885072894033,0.804864837655985,4
"Arteries","ExNeuron9","Oligodendrocytes5",-0.95802915833813,0.0419708416618696,0.792784363768746,4
"Arteries","ExNeuron9","Oligodendrocytes6",-0.85231552843295,0.14768447156705,0.830725152564658,4
"Arteries","ExNeuron9","Oligodendrocytes7",-0.698266054985849,0.301733945014151,0.864924460150613,4
"Arteries","ExNeuron9","Oligodendrocytes8",-0.111317553675037,0.888682446324963,0.974664829188187,4
"Arteries","ExNeuron9","OPC1",-0.661995959128032,0.338004040871968,0.880580815460594,4
"Arteries","ExNeuron9","OPC2",-0.993834436891159,0.00616556310884077,0.5801234379682,4
"Arteries","ExNeuron9","OPC3",-0.707245665271092,0.292754334728908,0.864924460150613,4
"Arteries","ExNeuron9","Pericytes",0.378461865578707,0.621538134421293,0.93230720163194,4
"Arteries","ExNeuron9","SMC",-0.191774883060995,0.808225116939005,0.974664829188187,4
"Arteries","ExNeuron9","VLMC1",-0.763593460855588,0.236406539144412,0.863885131153149,4
"Arteries","ExNeuron9","VLMC2",0.0426780601486223,0.957321939851378,0.992505185355345,4
"Arteries","Fibroblast","InhNeuron1",-0.118126655948285,0.881873344051715,0.974664829188187,4
"Arteries","Fibroblast","InhNeuron2",-0.193881623651235,0.806118376348765,0.974664829188187,4
"Arteries","Fibroblast","InhNeuron3",0.41219123436071,0.58780876563929,0.911256820622116,4
"Arteries","Fibroblast","InhNeuron4",0.559045650147571,0.440954349852429,0.899473727930744,4
"Arteries","Fibroblast","InhNeuron5",-0.0113398850572368,0.988660114942763,0.995246247410546,4
"Arteries","Fibroblast","Microglia1",0.152706214526028,0.847293785473972,0.974664829188187,4
"Arteries","Fibroblast","Microglia2",0.810846115848701,0.189153884151299,0.858967434389083,4
"Arteries","Fibroblast","Microglia3",0.501118898307408,0.498881101692592,0.90468075875338,4
"Arteries","Fibroblast","Microglia4",-0.397581556191838,0.602418443808162,0.921117538008328,4
"Arteries","Fibroblast","Microglia5",-0.182669648564589,0.817330351435411,0.974664829188187,4
"Arteries","Fibroblast","Oligodendrocytes1",-0.919417573694828,0.0805824263051724,0.804864837655985,4
"Arteries","Fibroblast","Oligodendrocytes2",0.809377974396049,0.190622025603951,0.858967434389083,4
"Arteries","Fibroblast","Oligodendrocytes3",0.211932868245527,0.788067131754473,0.974664829188187,4
"Arteries","Fibroblast","Oligodendrocytes4",0.100732628132424,0.899267371867576,0.974664829188187,4
"Arteries","Fibroblast","Oligodendrocytes5",-0.0177521319951894,0.982247868004811,0.995246247410546,4
"Arteries","Fibroblast","Oligodendrocytes6",0.153553914279811,0.846446085720189,0.974664829188187,4
"Arteries","Fibroblast","Oligodendrocytes7",-0.530627824948048,0.469372175051952,0.904655868116891,4
"Arteries","Fibroblast","Oligodendrocytes8",0.399194512129022,0.600805487870978,0.921117538008328,4
"Arteries","Fibroblast","OPC1",-0.901183529527158,0.0988164704728416,0.804864837655985,4
"Arteries","Fibroblast","OPC2",-0.184696192289956,0.815303807710044,0.974664829188187,4
"Arteries","Fibroblast","OPC3",-0.474218277828224,0.525781722171776,0.906926570900957,4
"Arteries","Fibroblast","Pericytes",0.994071112799124,0.0059288872008757,0.5801234379682,4
"Arteries","Fibroblast","SMC",0.695436142228129,0.304563857771871,0.864924460150613,4
"Arteries","Fibroblast","VLMC1",0.333830884926328,0.666169115073672,0.949703903720731,4
"Arteries","Fibroblast","VLMC2",0.463553599626716,0.536446400373284,0.906926570900957,4
"Arteries","InhNeuron1","InhNeuron2",0.964382044698117,0.0356179553018832,0.75233844362141,4
"Arteries","InhNeuron1","InhNeuron3",0.855980604643452,0.144019395356548,0.821131454968533,4
"Arteries","InhNeuron1","InhNeuron4",0.755901684872034,0.244098315127966,0.863885131153149,4
"Arteries","InhNeuron1","InhNeuron5",0.993243216933342,0.0067567830666575,0.58277253949921,4
"Arteries","InhNeuron1","Microglia1",-0.645454383455203,0.354545616544797,0.882166759980469,4
"Arteries","InhNeuron1","Microglia2",-0.663121413332158,0.336878586667842,0.880580815460594,4
"Arteries","InhNeuron1","Microglia3",-0.0695875982525084,0.930412401747492,0.987668549547337,4
"Arteries","InhNeuron1","Microglia4",-0.792836131949231,0.207163868050769,0.863885131153149,4
"Arteries","InhNeuron1","Microglia5",-0.600543709468852,0.399456290531148,0.899473727930744,4
"Arteries","InhNeuron1","Oligodendrocytes1",-0.195491887992888,0.804508112007111,0.974664829188187,4
"Arteries","InhNeuron1","Oligodendrocytes2",-0.29365212542346,0.70634787457654,0.9581520972303,4
"Arteries","InhNeuron1","Oligodendrocytes3",-0.925214184816452,0.0747858151835482,0.804864837655985,4
"Arteries","InhNeuron1","Oligodendrocytes4",-0.652174484241333,0.347825515758667,0.882166759980469,4
"Arteries","InhNeuron1","Oligodendrocytes5",-0.675678794359195,0.324321205640805,0.880580815460594,4
"Arteries","InhNeuron1","Oligodendrocytes6",-0.915110795759587,0.0848892042404127,0.804864837655985,4
"Arteries","InhNeuron1","Oligodendrocytes7",-0.774778787141952,0.225221212858048,0.863885131153149,4
"Arteries","InhNeuron1","Oligodendrocytes8",-0.813110389932283,0.186889610067717,0.858967434389083,4
"Arteries","InhNeuron1","OPC1",-0.120305751289481,0.879694248710519,0.974664829188187,4
"Arteries","InhNeuron1","OPC2",-0.703143935609734,0.296856064390266,0.864924460150613,4
"Arteries","InhNeuron1","OPC3",0.0517681365425539,0.948231863457446,0.992505185355345,4
"Arteries","InhNeuron1","Pericytes",-0.0110042699043405,0.988995730095659,0.995246247410546,4
"Arteries","InhNeuron1","SMC",0.00596499199907774,0.994035008000922,0.995370249189475,4
"Arteries","InhNeuron1","VLMC1",-0.516335400653855,0.483664599346145,0.90468075875338,4
"Arteries","InhNeuron1","VLMC2",-0.713678617901745,0.286321382098255,0.863885131153149,4
"Arteries","InhNeuron2","InhNeuron3",0.781527439001162,0.218472560998838,0.863885131153149,4
"Arteries","InhNeuron2","InhNeuron4",0.688543743255874,0.311456256744126,0.87585612222453,4
"Arteries","InhNeuron2","InhNeuron5",0.937792674523484,0.0622073254765162,0.804864837655985,4
"Arteries","InhNeuron2","Microglia1",-0.437200365143173,0.562799634856827,0.907090796407614,4
"Arteries","InhNeuron2","Microglia2",-0.730874946133376,0.269125053866624,0.863885131153149,4
"Arteries","InhNeuron2","Microglia3",0.110942875212715,0.889057124787285,0.974664829188187,4
"Arteries","InhNeuron2","Microglia4",-0.635082499890439,0.364917500109561,0.882166759980469,4
"Arteries","InhNeuron2","Microglia5",-0.367677176390749,0.632322823609251,0.939173132229352,4
"Arteries","InhNeuron2","Oligodendrocytes1",-0.174267839548375,0.825732160451625,0.974664829188187,4
"Arteries","InhNeuron2","Oligodendrocytes2",-0.485193766834697,0.514806233165302,0.90468075875338,4
"Arteries","InhNeuron2","Oligodendrocytes3",-0.808594808655536,0.191405191344463,0.858967434389083,4
"Arteries","InhNeuron2","Oligodendrocytes4",-0.439959918168382,0.560040081831618,0.906926570900957,4
"Arteries","InhNeuron2","Oligodendrocytes5",-0.45961510356869,0.54038489643131,0.906926570900957,4
"Arteries","InhNeuron2","Oligodendrocytes6",-0.785269297875785,0.214730702124215,0.863885131153149,4
"Arteries","InhNeuron2","Oligodendrocytes7",-0.718064622643243,0.281935377356756,0.863885131153149,4
"Arteries","InhNeuron2","Oligodendrocytes8",-0.933611525258042,0.0663884747419575,0.804864837655985,4
"Arteries","InhNeuron2","OPC1",0.0510343343702193,0.948965665629781,0.992505185355345,4
"Arteries","InhNeuron2","OPC2",-0.490613604578198,0.509386395421802,0.90468075875338,4
"Arteries","InhNeuron2","OPC3",0.309707590921739,0.690292409078261,0.951386955863293,4
"Arteries","InhNeuron2","Pericytes",-0.0957433689647572,0.904256631035243,0.975918261857639,4
"Arteries","InhNeuron2","SMC",0.128967897377578,0.871032102622422,0.974664829188187,4
"Arteries","InhNeuron2","VLMC1",-0.315703818861303,0.684296181138697,0.949863786249625,4
"Arteries","InhNeuron2","VLMC2",-0.866962014003286,0.133037985996714,0.805229915243267,4
"Arteries","InhNeuron3","InhNeuron4",0.984094602014976,0.0159053979850236,0.658529714082975,4
"Arteries","InhNeuron3","InhNeuron5",0.905794247170422,0.0942057528295784,0.804864837655985,4
"Arteries","InhNeuron3","Microglia1",-0.519747450372078,0.480252549627922,0.90468075875338,4
"Arteries","InhNeuron3","Microglia2",-0.185116961464479,0.814883038535521,0.974664829188187,4
"Arteries","InhNeuron3","Microglia3",0.188989657553051,0.811010342446949,0.974664829188187,4
"Arteries","InhNeuron3","Microglia4",-0.937679116916542,0.0623208830834584,0.804864837655985,4
"Arteries","InhNeuron3","Microglia5",-0.653109044403104,0.346890955596896,0.882142847770976,4
"Arteries","InhNeuron3","Oligodendrocytes1",-0.655688687088516,0.344311312911484,0.880580815460594,4
"Arteries","InhNeuron3","Oligodendrocytes2",0.157047030237126,0.842952969762874,0.974664829188187,4
"Arteries","InhNeuron3","Oligodendrocytes3",-0.741923110358819,0.258076889641181,0.863885131153149,4
"Arteries","InhNeuron3","Oligodendrocytes4",-0.552948265758736,0.447051734241264,0.899473727930744,4
"Arteries","InhNeuron3","Oligodendrocytes5",-0.63594105523137,0.36405894476863,0.882166759980469,4
"Arteries","InhNeuron3","Oligodendrocytes6",-0.763373357627199,0.236626642372801,0.863885131153149,4
"Arteries","InhNeuron3","Oligodendrocytes7",-0.986281718604439,0.0137182813955611,0.658529714082975,4
"Arteries","InhNeuron3","Oligodendrocytes8",-0.533598030020471,0.466401969979529,0.903981346308638,4
"Arteries","InhNeuron3","OPC1",-0.582925745171079,0.417074254828921,0.899473727930744,4
"Arteries","InhNeuron3","OPC2",-0.747370853239264,0.252629146760736,0.863885131153149,4
"Arteries","InhNeuron3","OPC3",-0.207540275135448,0.792459724864552,0.974664829188187,4
"Arteries","InhNeuron3","Pericytes",0.507557148388364,0.492442851611636,0.90468075875338,4
"Arteries","InhNeuron3","SMC",0.360875890142072,0.639124109857928,0.939173132229352,4
"Arteries","InhNeuron3","VLMC1",-0.307471561460647,0.692528438539353,0.952944288638632,4
"Arteries","InhNeuron3","VLMC2",-0.40801868442161,0.59198131557839,0.914478599438259,4
"Arteries","InhNeuron4","InhNeuron5",0.818287700253663,0.181712299746336,0.858967434389083,4
"Arteries","InhNeuron4","Microglia1",-0.401005629597027,0.598994370402973,0.921117538008328,4
"Arteries","InhNeuron4","Microglia2",-0.0257322495735446,0.974267750426455,0.995246247410546,4
"Arteries","InhNeuron4","Microglia3",0.313185892602833,0.686814107397167,0.950303935645185,4
"Arteries","InhNeuron4","Microglia4",-0.905148220521562,0.0948517794784378,0.804864837655985,4
"Arteries","InhNeuron4","Microglia5",-0.584189325532392,0.415810674467608,0.899473727930744,4
"Arteries","InhNeuron4","Oligodendrocytes1",-0.779376247324235,0.220623752675764,0.863885131153149,4
"Arteries","InhNeuron4","Oligodendrocytes2",0.260776347064373,0.739223652935627,0.966795489149579,4
"Arteries","InhNeuron4","Oligodendrocytes3",-0.61428940864215,0.38571059135785,0.895090722097252,4
"Arteries","InhNeuron4","Oligodendrocytes4",-0.440887316610193,0.559112683389807,0.906926570900957,4
"Arteries","InhNeuron4","Oligodendrocytes5",-0.539689800968475,0.460310199031525,0.903981346308638,4
"Arteries","InhNeuron4","Oligodendrocytes6",-0.642541629502648,0.357458370497352,0.882166759980469,4
"Arteries","InhNeuron4","Oligodendrocytes7",-0.998808526396395,0.00119147360360484,0.414951111016646,4
"Arteries","InhNeuron4","Oligodendrocytes8",-0.439195163887331,0.560804836112669,0.906926570900957,4
"Arteries","InhNeuron4","OPC1",-0.675069440186258,0.324930559813742,0.880580815460594,4
"Arteries","InhNeuron4","OPC2",-0.675854396966331,0.324145603033669,0.880580815460594,4
"Arteries","InhNeuron4","OPC3",-0.226225171452627,0.773774828547373,0.974664829188187,4
"Arteries","InhNeuron4","Pericytes",0.643557224054804,0.356442775945196,0.882166759980469,4
"Arteries","InhNeuron4","SMC",0.496594496678229,0.503405503321771,0.90468075875338,4
"Arteries","InhNeuron4","VLMC1",-0.171816363103193,0.828183636896807,0.974664829188187,4
"Arteries","InhNeuron4","VLMC2",-0.318407062344176,0.681592937655824,0.949863786249625,4
"Arteries","InhNeuron5","Microglia1",-0.667492927693781,0.332507072306219,0.880580815460594,4
"Arteries","InhNeuron5","Microglia2",-0.574123579259002,0.425876420740998,0.899473727930744,4
"Arteries","InhNeuron5","Microglia3",-0.0555568153121463,0.944443184687854,0.992384463098405,4
"Arteries","InhNeuron5","Microglia4",-0.856495935220359,0.143504064779641,0.821131454968533,4
"Arteries","InhNeuron5","Microglia5",-0.658264234018379,0.341735765981621,0.880580815460594,4
"Arteries","InhNeuron5","Oligodendrocytes1",-0.284239011152095,0.715760988847905,0.958952757648894,4
"Arteries","InhNeuron5","Oligodendrocytes2",-0.183233164383476,0.816766835616524,0.974664829188187,4
"Arteries","InhNeuron5","Oligodendrocytes3",-0.924562353801755,0.0754376461982454,0.804864837655985,4
"Arteries","InhNeuron5","Oligodendrocytes4",-0.679738633993798,0.320261366006202,0.880580815460594,4
"Arteries","InhNeuron5","Oligodendrocytes5",-0.714884917328394,0.285115082671605,0.863885131153149,4
"Arteries","InhNeuron5","Oligodendrocytes6",-0.92229126658548,0.0777087334145204,0.804864837655985,4
"Arteries","InhNeuron5","Oligodendrocytes7",-0.832560280402903,0.167439719597097,0.858967434389083,4
"Arteries","InhNeuron5","Oligodendrocytes8",-0.752452634740293,0.247547365259707,0.863885131153149,4
"Arteries","InhNeuron5","OPC1",-0.23467027500442,0.76532972499558,0.974664829188187,4
"Arteries","InhNeuron5","OPC2",-0.757146664217003,0.242853335782997,0.863885131153149,4
"Arteries","InhNeuron5","OPC3",-0.0390047641442032,0.960995235855797,0.993636432678072,4
"Arteries","InhNeuron5","Pericytes",0.0966174992476686,0.903382500752331,0.975918261857639,4
"Arteries","InhNeuron5","SMC",0.0482663311657556,0.951733668834244,0.992505185355345,4
"Arteries","InhNeuron5","VLMC1",-0.520470797644313,0.479529202355687,0.90468075875338,4
"Arteries","InhNeuron5","VLMC2",-0.641341250634185,0.358658749365815,0.882166759980469,4
"Arteries","Microglia1","Microglia2",0.38839369060753,0.61160630939247,0.927947446296292,4
"Arteries","Microglia1","Microglia3",0.74069601969218,0.25930398030782,0.863885131153149,4
"Arteries","Microglia1","Microglia4",0.744117695079287,0.255882304920713,0.863885131153149,4
"Arteries","Microglia1","Microglia5",0.943744881935507,0.0562551180644932,0.804864837655985,4
"Arteries","Microglia1","Oligodendrocytes1",-0.134411878486758,0.865588121513242,0.974664829188187,4
"Arteries","Microglia1","Oligodendrocytes2",-0.170152267290244,0.829847732709756,0.974664829188187,4
"Arteries","Microglia1","Oligodendrocytes3",0.882581291593448,0.117418708406552,0.804864837655985,4
"Arteries","Microglia1","Oligodendrocytes4",0.998563067122952,0.00143693287704784,0.414951111016646,4
"Arteries","Microglia1","Oligodendrocytes5",0.983757046404822,0.016242953595178,0.658529714082975,4
"Arteries","Microglia1","Oligodendrocytes6",0.898602650377404,0.101397349622596,0.804864837655985,4
"Arteries","Microglia1","Oligodendrocytes7",0.387496083753894,0.612503916246106,0.927947446296292,4
"Arteries","Microglia1","Oligodendrocytes8",0.17169523155872,0.82830476844128,0.974664829188187,4
"Arteries","Microglia1","OPC1",0.286621707134096,0.713378292865904,0.958952757648894,4
"Arteries","Microglia1","OPC2",0.933055850610321,0.0669441493896792,0.804864837655985,4
"Arteries","Microglia1","OPC3",0.599308319586584,0.400691680413416,0.899473727930744,4
"Arteries","Microglia1","Pericytes",0.0701412151960236,0.929858784803976,0.987668549547337,4
"Arteries","Microglia1","SMC",0.59201167142385,0.40798832857615,0.899473727930744,4
"Arteries","Microglia1","VLMC1",0.970798324378884,0.0292016756211158,0.75233844362141,4
"Arteries","Microglia1","VLMC2",0.0438413629119508,0.956158637088049,0.992505185355345,4
"Arteries","Microglia2","Microglia3",0.302512623388423,0.697487376611577,0.954991897052414,4
"Arteries","Microglia2","Microglia4",0.115654678968139,0.884345321031861,0.974664829188187,4
"Arteries","Microglia2","Microglia5",0.113688869136016,0.886311130863984,0.974664829188187,4
"Arteries","Microglia2","Oligodendrocytes1",-0.539227715333939,0.460772284666061,0.903981346308638,4
"Arteries","Microglia2","Oligodendrocytes2",0.840319030030286,0.159680969969713,0.847537455993095,4
"Arteries","Microglia2","Oligodendrocytes3",0.643453105220829,0.356546894779171,0.882166759980469,4
"Arteries","Microglia2","Oligodendrocytes4",0.35393106043456,0.64606893956544,0.939173132229352,4
"Arteries","Microglia2","Oligodendrocytes5",0.282870111671262,0.717129888328738,0.958952757648894,4
"Arteries","Microglia2","Oligodendrocytes6",0.589766876337555,0.410233123662445,0.899473727930744,4
"Arteries","Microglia2","Oligodendrocytes7",0.0623338965495502,0.93766610345045,0.989250583289145,4
"Arteries","Microglia2","Oligodendrocytes8",0.827280388250689,0.172719611749311,0.858967434389083,4
"Arteries","Microglia2","OPC1",-0.646996509486701,0.353003490513299,0.882166759980469,4
"Arteries","Microglia2","OPC2",0.183875686347079,0.816124313652921,0.974664829188187,4
"Arteries","Microglia2","OPC3",-0.493783556377743,0.506216443622257,0.90468075875338,4
"Arteries","Microglia2","Pericytes",0.74713522361068,0.25286477638932,0.863885131153149,4
"Arteries","Microglia2","SMC",0.422712084549748,0.577287915450252,0.907090796407614,4
"Arteries","Microglia2","VLMC1",0.442159461141956,0.557840538858044,0.906926570900957,4
"Arteries","Microglia2","VLMC2",0.829499297035275,0.170500702964725,0.858967434389083,4
"Arteries","Microglia3","Microglia4",0.117602358936725,0.882397641063275,0.974664829188187,4
"Arteries","Microglia3","Microglia5",0.570672327628571,0.429327672371429,0.899473727930744,4
"Arteries","Microglia3","Oligodendrocytes1",-0.671049991613784,0.328950008386216,0.880580815460594,4
"Arteries","Microglia3","Oligodendrocytes2",-0.0703069065325495,0.92969309346745,0.987668549547337,4
"Arteries","Microglia3","Oligodendrocytes3",0.431613191327901,0.568386808672099,0.907090796407614,4
"Arteries","Microglia3","Oligodendrocytes4",0.712870476545748,0.287129523454252,0.863885131153149,4
"Arteries","Microglia3","Oligodendrocytes5",0.630462868951628,0.369537131048372,0.887403551357459,4
"Arteries","Microglia3","Oligodendrocytes6",0.43304355335371,0.56695644664629,0.907090796407614,4
"Arteries","Microglia3","Oligodendrocytes7",-0.330351852766357,0.669648147233643,0.949863786249625,4
"Arteries","Microglia3","Oligodendrocytes8",-0.220764383036369,0.779235616963631,0.974664829188187,4
"Arteries","Microglia3","OPC1",-0.130425634114633,0.869574365885367,0.974664829188187,4
"Arteries","Microglia3","OPC2",0.484408296985651,0.515591703014349,0.90468075875338,4
"Arteries","Microglia3","OPC3",0.524225835314689,0.475774164685311,0.90468075875338,4
"Arteries","Microglia3","Pericytes",0.481148183608241,0.518851816391759,0.904878871776846,4
"Arteries","Microglia3","SMC",0.964613415513578,0.035386584486422,0.75233844362141,4
"Arteries","Microglia3","VLMC1",0.874183207816344,0.125816792183656,0.804864837655985,4
"Arteries","Microglia3","VLMC2",-0.268868477810354,0.731131522189646,0.966795489149579,4
"Arteries","Microglia4","Microglia5",0.872164806533241,0.127835193466759,0.805229915243267,4
"Arteries","Microglia4","Oligodendrocytes1",0.53671584728633,0.46328415271367,0.903981346308638,4
"Arteries","Microglia4","Oligodendrocytes2",-0.349731622778058,0.650268377221942,0.942552033142692,4
"Arteries","Microglia4","Oligodendrocytes3",0.812355479735815,0.187644520264185,0.858967434389083,4
"Arteries","Microglia4","Oligodendrocytes4",0.774945591835069,0.225054408164931,0.863885131153149,4
"Arteries","Microglia4","Oligodendrocytes5",0.844355144750446,0.155644855249554,0.846102029307562,4
"Arteries","Microglia4","Oligodendrocytes6",0.845469728100414,0.154530271899586,0.846102029307562,4
"Arteries","Microglia4","Oligodendrocytes7",0.894082549051237,0.105917450948763,0.804864837655985,4
"Arteries","Microglia4","Oligodendrocytes8",0.317231283892428,0.682768716107572,0.949863786249625,4
"Arteries","Microglia4","OPC1",0.682545512058057,0.317454487941943,0.880114744753227,4
"Arteries","Microglia4","OPC2",0.925046967280352,0.0749530327196481,0.804864837655985,4
"Arteries","Microglia4","OPC3",0.505514993252872,0.494485006747128,0.90468075875338,4
"Arteries","Microglia4","Pericytes",-0.49239344954017,0.50760655045983,0.90468075875338,4
"Arteries","Microglia4","SMC",-0.0977326877312342,0.902267312268766,0.975843730140926,4
"Arteries","Microglia4","VLMC1",0.562139887268509,0.43786011273149,0.899473727930744,4
"Arteries","Microglia4","VLMC2",0.167895534156004,0.832104465843996,0.974664829188187,4
"Arteries","Microglia5","Oligodendrocytes1",0.172849090038147,0.827150909961853,0.974664829188187,4
"Arteries","Microglia5","Oligodendrocytes2",-0.441445445305375,0.558554554694625,0.906926570900957,4
"Arteries","Microglia5","Oligodendrocytes3",0.805867635321292,0.194132364678708,0.858967434389083,4
"Arteries","Microglia5","Oligodendrocytes4",0.959674469752517,0.0403255302474828,0.787489128417824,4
"Arteries","Microglia5","Oligodendrocytes5",0.984463642105669,0.0155363578943314,0.658529714082975,4
"Arteries","Microglia5","Oligodendrocytes6",0.841406962622544,0.158593037377456,0.846102029307562,4
"Arteries","Microglia5","Oligodendrocytes7",0.561146110947845,0.438853889052155,0.899473727930744,4
"Arteries","Microglia5","Oligodendrocytes8",0.0347937834460573,0.965206216553943,0.994018342421225,4
"Arteries","Microglia5","OPC1",0.586828571668385,0.413171428331615,0.899473727930744,4
"Arteries","Microglia5","OPC2",0.989658112863982,0.0103418871360179,0.658529714082975,4
"Arteries","Microglia5","OPC3",0.756388954261075,0.243611045738925,0.863885131153149,4
"Arteries","Microglia5","Pericytes",-0.262634497481775,0.737365502518225,0.966795489149579,4
"Arteries","Microglia5","SMC",0.357682604124499,0.642317395875501,0.939173132229352,4
"Arteries","Microglia5","VLMC1",0.85449372898886,0.14550627101114,0.822945303259725,4
"Arteries","Microglia5","VLMC2",-0.113868389704103,0.886131610295897,0.974664829188187,4
"Arteries","Oligodendrocytes1","Oligodendrocytes2",-0.546777231987847,0.453222768012153,0.899473727930744,4
"Arteries","Oligodendrocytes1","Oligodendrocytes3",-0.00732443028137212,0.992675569718628,0.995370249189475,4
"Arteries","Oligodendrocytes1","Oligodendrocytes4",-0.0821141228017848,0.917885877198215,0.983497354511551,4
"Arteries","Oligodendrocytes1","Oligodendrocytes5",0.0450687556658734,0.954931244334127,0.992505185355345,4
