"contrast1","contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value","celltype","p_adj"
"Arteries - Parenchyma","Amyloid_effect",0.162615529138012,0.179820377378854,Inf,-0.258829595041593,0.584060653317617,0.904322032399063,0.637561489481529,"InhNeuron4",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.210800960599193,0.202284745006441,Inf,-0.263293915196037,0.684895836394423,1.04210013756836,0.55025544499951,"InhNeuron4",0.999974772559645
"Arteries - Capillaries","Disease_effect",-0.0803410137122123,0.260104102368058,Inf,-0.68994715134799,0.529265123923565,-0.308880225189706,0.948768890829891,"InhNeuron5",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.139169491492138,0.244075984824265,Inf,-0.711210520617562,0.432871537633287,-0.570189203957693,0.836003034397584,"InhNeuron5",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.0588284777799252,0.254210415177281,Inf,-0.654621577281767,0.536964621721917,-0.231416473392325,0.97090922708826,"InhNeuron5",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",0.0853191895424672,0.189566360131192,Inf,-0.358967600143477,0.529605979228412,0.450075580305602,0.894371611883072,"InhNeuron5",0.999974772559645
"Arteries - Parenchyma","Amyloid_effect",0.343132532876907,0.165984626091894,Inf,-0.0458857328773825,0.732150798631196,2.06725490761378,0.0967129501803305,"InhNeuron5",0.460220245685711
"Capillaries - Parenchyma","Amyloid_effect",0.257813343334439,0.18086378651401,Inf,-0.166077219448653,0.681703906117532,1.42545585439498,0.327728080816826,"InhNeuron5",0.863350848488663
"Arteries - Capillaries","Disease_effect",0.461248253760095,0.324516509285175,Inf,-0.29932127983552,1.22181778735571,1.42133987197171,0.329834550383163,"Microglia1",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.00775209574332773,0.282939530578076,Inf,-0.655373448413266,0.670877639899921,0.0273984187627984,0.999586218378535,"Microglia1",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.453496158016768,0.331186836729218,Inf,-1.22969894196449,0.322706625930952,-1.36930610677486,0.357099244920258,"Microglia1",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.550720635724903,0.249635052709333,Inf,-1.13579045552075,0.034349184070944,-2.20610298813341,0.0701319881882952,"Microglia1",0.403258932082698
"Arteries - Parenchyma","Amyloid_effect",0.154228848807745,0.193260835961399,Inf,-0.298716686053445,0.607174383668935,0.798034677023492,0.70423009766282,"Microglia1",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.704949484532648,0.251928991720008,Inf,0.114503358528873,1.29539561053642,2.79820706509287,0.0142262950146067,"Microglia1",0.151017593231979
"Arteries - Capillaries","Disease_effect",0.0927879074314954,0.297614443132589,Inf,-0.604731237906521,0.790307052769512,0.311772192420641,0.947830850022531,"Microglia2",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.118442116641057,0.267194146232327,Inf,-0.507780960967659,0.744665194249774,0.443281105934376,0.89736712160096,"Microglia2",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",0.025654209209562,0.302303142927633,Inf,-0.682853844594598,0.734162263013722,0.0848625289208563,0.996037455019675,"Microglia2",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.196808557610171,0.246452726343513,Inf,-0.774419957231549,0.380802842011208,-0.79856514687467,0.703902211127965,"Microglia2",0.999974772559645
"Arteries - Parenchyma","Amyloid_effect",-0.192863801353474,0.199600629226853,Inf,-0.660667913418087,0.274940310711139,-0.966248463747466,0.598255862442028,"Microglia2",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.00394475625669655,0.242323770534272,Inf,-0.563989607207142,0.571879119720535,0.0162788662787773,0.99985390777704,"Microglia2",0.999974772559645
"Arteries - Capillaries","Disease_effect",-0.0802713711194847,0.278164184080932,Inf,-0.732204932883284,0.571662190644315,-0.288575509405372,0.955133367284126,"Microglia3",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.00265480491131394,0.253006204243123,Inf,-0.59562559453881,0.590315984716182,-0.0104930427269793,0.999939298369795,"Microglia3",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",0.0776165662081708,0.279860888384487,Inf,-0.578293562429367,0.733526694845709,0.277339812133867,0.958486421817431,"Microglia3",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.0383215128239957,0.212567912181596,Inf,-0.536517053573134,0.459874027925142,-0.180278916185891,0.982242331431477,"Microglia3",0.999974772559645
"Arteries - Parenchyma","Amyloid_effect",-0.0197208079906401,0.177718234856201,Inf,-0.436239139504049,0.396797523522768,-0.110966710909531,0.993234318108924,"Microglia3",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.0186007048333556,0.206766906202683,Inf,-0.46599901479258,0.503200424459291,0.0899597772920308,0.995548241608613,"Microglia3",0.999974772559645
"Arteries - Capillaries","Disease_effect",0.652528323779852,0.359328301427927,Inf,-0.189629627526659,1.49468627508636,1.81596696165257,0.164310696640833,"Microglia4",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.243028551099031,0.308948902407087,Inf,-0.481055173104181,0.967112275302243,0.786630245990659,0.711263341854954,"Microglia4",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.409499772680821,0.354580392029306,Inf,-1.24053004593848,0.421530500576836,-1.15488555454859,0.480320026068754,"Microglia4",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.883084823397549,0.295112959504182,Inf,-1.57474124008504,-0.191428406710058,-2.99236205987435,0.0077963068042497,"Microglia4",0.118999623010807
"Arteries - Parenchyma","Amyloid_effect",-0.145504252132432,0.232058753334972,Inf,-0.689380488751443,0.398371984486579,-0.627014710892633,0.805272671376095,"Microglia4",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.737580571265117,0.286531825656685,Inf,0.0660357630208707,1.40912537950936,2.57416630621991,0.0271469902579986,"Microglia4",0.197172876610727
"Arteries - Capillaries","Disease_effect",0.596531122551703,0.347157212148028,Inf,-0.217101439654098,1.4101636847575,1.71833135443357,0.19827310180242,"Microglia5",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.0205589268481291,0.304356888497319,Inf,-0.733880345351362,0.692762491655104,-0.0675487482791445,0.997487563825243,"Microglia5",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.617090049399832,0.353914114010762,Inf,-1.44655876647372,0.212378667674056,-1.74361525853436,0.189040809606794,"Microglia5",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.561773516884161,0.269920900612635,Inf,-1.19438729033707,0.070840256568747,-2.08125238026812,0.0937157596870613,"Microglia5",0.460220245685711
"Arteries - Parenchyma","Amyloid_effect",0.160904526982983,0.207162354071921,Inf,-0.324622004046569,0.646431058012536,0.776707368980379,0.717356958050838,"Microglia5",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.722678043867145,0.269916191167114,Inf,0.090075307944472,1.35528077978982,2.67741642597391,0.0202847410554633,"Microglia5",0.186619617710262
"Arteries - Capillaries","Disease_effect",0.487224129796895,0.422718425282864,Inf,-0.50350129205562,1.47794955164941,1.1525973334871,0.481712599134463,"Oligodendrocytes1",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.123383228688236,0.366115098212625,Inf,-0.734680942232544,0.981447399609015,0.337006666183921,0.939317867023319,"Oligodendrocytes1",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.363840901108659,0.420412937884636,Inf,-1.34916295079055,0.621481148573228,-0.865436974750049,0.662133927822571,"Oligodendrocytes1",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.666729204308235,0.385291059302134,Inf,-1.56973608650808,0.236277677891615,-1.73045594547629,0.193807379438484,"Oligodendrocytes1",0.636795675297875
"Arteries - Parenchyma","Amyloid_effect",-0.0999341861548636,0.301239742086721,Inf,-0.805949946783002,0.606081574473275,-0.331743034510016,0.94114171589946,"Oligodendrocytes1",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.566795018153371,0.373344392067346,Inf,-0.308212453024834,1.44180248933158,1.51815597125972,0.28232625966251,"Oligodendrocytes1",0.82895795390269
"Arteries - Capillaries","Disease_effect",-0.355386133097166,0.437156081514326,Inf,-1.37994909834729,0.669176832152957,-0.81295022104255,0.694987119715466,"Oligodendrocytes2",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.338013293417943,0.375117228872354,Inf,-0.541149176422415,1.2171757632583,0.901087093317602,0.639610745001981,"Oligodendrocytes2",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",0.693399426515109,0.431570404283932,Inf,-0.318072383726307,1.70487123675653,1.60668901211057,0.242751630052395,"Oligodendrocytes2",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",0.176068662501467,0.447872640238726,Inf,-0.873610707731321,1.22574803273425,0.393122166175674,0.918349382622,"Oligodendrocytes2",0.999974772559645
"Arteries - Parenchyma","Amyloid_effect",0.0349484673348633,0.371417417450607,Inf,-0.835542752301219,0.905439686970945,0.094094853102873,0.995130606859312,"Oligodendrocytes2",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",-0.141120195166603,0.430924313164791,Inf,-1.15107776127225,0.868837370939044,-0.327482555185131,0.942599507193623,"Oligodendrocytes2",0.999974772559645
"Arteries - Capillaries","Disease_effect",0.392822502990411,0.309449472674776,Inf,-0.332434408043469,1.11807941402429,1.26942372722431,0.412521425736468,"Oligodendrocytes3",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.105087895182156,0.271032475193976,Inf,-0.530131076270538,0.740306866634849,0.387731747300559,0.9204816200775,"Oligodendrocytes3",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.287734607808255,0.297124813349743,Inf,-0.984106207536362,0.408636991919852,-0.968396427630449,0.596892096877269,"Oligodendrocytes3",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.703917794508098,0.231619894875729,Inf,-1.24676547829818,-0.161070110718021,-3.03910765042775,0.00670683683602502,"Oligodendrocytes3",0.118999623010807
"Arteries - Parenchyma","Amyloid_effect",-0.140284530667712,0.187701151990807,Inf,-0.580199830938475,0.299630769603051,-0.747382363825784,0.735208975943532,"Oligodendrocytes3",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.563633263840386,0.216652037196854,Inf,0.0558657568919237,1.07140077078885,2.60155995361474,0.0251541479496363,"Oligodendrocytes3",0.197172876610727
"Arteries - Capillaries","Disease_effect",0.183635377818332,0.357424765870526,Inf,-0.654061256083205,1.02133201171987,0.513773513626229,0.864633436322674,"Oligodendrocytes4",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.104227529977093,0.317369643342895,Inf,-0.848046949662129,0.639591889707944,-0.328410521180446,0.942283400879761,"Oligodendrocytes4",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.287862907795425,0.351310355170448,Inf,-1.11122919374451,0.535503378153664,-0.819397730692454,0.690977279091705,"Oligodendrocytes4",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.292259145502622,0.292307803075764,Inf,-0.977341115419675,0.39282282441443,-0.999833539944435,0.576952396523887,"Oligodendrocytes4",0.999974772559645
"Arteries - Parenchyma","Amyloid_effect",0.102878700648309,0.234199280598692,Inf,-0.446014290977105,0.651771692273723,0.43927846569518,0.899115107113013,"Oligodendrocytes4",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.395137846150931,0.27866905648068,Inf,-0.257978985352974,1.04825467765484,1.41794661790275,0.331576775144196,"Oligodendrocytes4",0.863350848488663
"Arteries - Capillaries","Disease_effect",0.234736452712373,0.404880545574681,Inf,-0.714182319981146,1.18365522540589,0.579767181402089,0.830948815083153,"Oligodendrocytes5",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.139565387858837,0.358427699457578,Inf,-0.979612597797974,0.7004818220803,-0.389382260550863,0.919831341074011,"Oligodendrocytes5",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.37430184057121,0.401575451576264,Inf,-1.31547446251757,0.566870781375149,-0.932083470496017,0.619951894911053,"Oligodendrocytes5",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.507045790597511,0.341307334624505,Inf,-1.30696799141228,0.292876410217255,-1.48559886987294,0.297819532666266,"Oligodendrocytes5",0.856231156415515
"Arteries - Parenchyma","Amyloid_effect",0.0743619914558338,0.279296932857303,Inf,-0.580226394281092,0.728950377192759,0.266247075093469,0.961677157179201,"Oligodendrocytes5",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.581407782053345,0.325917107662604,Inf,-0.182444334782867,1.34525989888956,1.78391305145979,0.17496044379027,"Oligodendrocytes5",0.619090801104032
"Arteries - Capillaries","Disease_effect",0.34454334531387,0.395834967641262,Inf,-0.58317530105918,1.27226199168692,0.870421699646616,0.658992591215814,"Oligodendrocytes6",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.176977567655919,0.340081281820496,Inf,-0.620071132481291,0.974026267793129,0.52039784932748,0.861377544378278,"Oligodendrocytes6",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.167565777657952,0.386695967675442,Inf,-1.07386534443827,0.738733789122369,-0.433326932952638,0.901691106876918,"Oligodendrocytes6",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.609299290475235,0.341087013173276,Inf,-1.40870512377523,0.190106542824757,-1.78634561546823,0.174135241366332,"Oligodendrocytes6",0.619090801104032
"Arteries - Parenchyma","Amyloid_effect",-0.00395419398162072,0.271598579775469,Inf,-0.640499945074775,0.632591557111533,-0.0145589641333532,0.999883145312998,"Oligodendrocytes6",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.605345096493615,0.327594454328589,Inf,-0.162438218709781,1.37312841169701,1.84784903558359,0.154194250533109,"Oligodendrocytes6",0.607965902101973
"Arteries - Capillaries","Disease_effect",0.511938894575556,0.42794792489022,Inf,-0.491042908581155,1.51492069773227,1.19626446303457,0.455374492747945,"Oligodendrocytes7",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.424337905685582,0.372401987594359,Inf,-0.448460851575243,1.29713666294641,1.13946197877922,0.489731198604706,"Oligodendrocytes7",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.0876009888899731,0.427602983888006,Inf,-1.089774353617,0.914572375837058,-0.204865242270893,0.977128515871909,"Oligodendrocytes7",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.811139133864819,0.389313469325279,Inf,-1.7235733408007,0.10129507307106,-2.08351161153147,0.093238987909008,"Oligodendrocytes7",0.460220245685711
"Arteries - Parenchyma","Amyloid_effect",-0.388835486641923,0.309442913152385,Inf,-1.11407702411932,0.336406050835473,-1.25656613906825,0.419925446925674,"Oligodendrocytes7",0.96582852792905
"Capillaries - Parenchyma","Amyloid_effect",0.422303647222897,0.379672117931895,Inf,-0.467534118784137,1.31214141322993,1.11228511991668,0.506446652341821,"Oligodendrocytes7",0.999974772559645
"Arteries - Capillaries","Disease_effect",-0.239600292898653,0.29993274699899,Inf,-0.942552848371289,0.463352262573984,-0.798846725794366,0.703728139558439,"Oligodendrocytes8",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.00813347315631783,0.266966577406897,Inf,-0.633823197575084,0.617556251262448,-0.030466259991494,0.999488392299425,"Oligodendrocytes8",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",0.231466819742335,0.285325195240773,Inf,-0.437250008086758,0.900183647571428,0.811238627373971,0.696050183532601,"Oligodendrocytes8",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.163069918882896,0.229274099672616,Inf,-0.700419761076341,0.37427992331055,-0.711244397495162,0.756839792268927,"Oligodendrocytes8",0.999974772559645
"Arteries - Parenchyma","Amyloid_effect",-0.116434528118118,0.194703519229419,Inf,-0.572761280602723,0.339892224366487,-0.598009366132327,0.821178112687784,"Oligodendrocytes8",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.0466353907647777,0.208710681527839,Inf,-0.442519956233475,0.53579073776303,0.223445155865476,0.97285162392346,"Oligodendrocytes8",0.999974772559645
"Arteries - Capillaries","Disease_effect",0.643290309926774,0.314546720344857,Inf,-0.0939130234681576,1.38049364332171,2.04513437374739,0.10160344377388,"OPC1",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.212940608419983,0.2887573583663,Inf,-0.463820182144183,0.88970139898415,0.737437860024541,0.741204689678685,"OPC1",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.430349701506791,0.314873371622916,Inf,-1.16831860769415,0.307619204680567,-1.36673895060954,0.358474184598535,"OPC1",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.448722626707352,0.247046999811357,Inf,-1.02772682540469,0.130281571989986,-1.81634517743584,0.164187916678251,"OPC1",0.616524786956152
"Arteries - Parenchyma","Amyloid_effect",0.0471257063870116,0.200896431981223,Inf,-0.423715379354823,0.517966792128846,0.234577119773915,0.970121330181071,"OPC1",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.495848333094364,0.246346323135734,Inf,-0.081513689266387,1.07321035545511,2.01280996112598,0.109096945172956,"OPC1",0.501845947795596
"Arteries - Capillaries","Disease_effect",0.426097613447689,0.271264694780429,Inf,-0.209665611186298,1.06186083808168,1.57078168168027,0.258346965173694,"OPC2",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.0208402181253155,0.243432354753527,Inf,-0.549692334824929,0.59137277107556,0.0856098941589585,0.995967495814689,"OPC2",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.405257395322373,0.264603852786371,Inf,-1.02540960065896,0.214894810014217,-1.53156271556469,0.276091692325515,"OPC2",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.525746423638816,0.199727413186326,Inf,-0.993847679343783,-0.0576451679338499,-2.63231979652361,0.0230690144062324,"OPC2",0.197172876610727
"Arteries - Parenchyma","Amyloid_effect",0.070643905298919,0.161885748288829,Inf,-0.308767818138588,0.450055628736426,0.436381250639058,0.900372569199287,"OPC2",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.596390328937735,0.19110779500282,Inf,0.148490877436944,1.04428978043853,3.12070121958623,0.00512995740199607,"OPC2",0.118999623010807
"Arteries - Capillaries","Disease_effect",0.56564682905198,0.297526899884677,Inf,-0.131667141124439,1.2629607992284,1.90116197651785,0.138316587518614,"OPC3",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.113417298004282,0.275116418603363,Inf,-0.531373214017952,0.758207810026516,0.412252015274292,0.910587108157058,"OPC3",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.452229531047698,0.296560956986087,Inf,-1.14727962028481,0.242820558189416,-1.52491256989339,0.279173550253328,"OPC3",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.399314130612626,0.226202338619695,Inf,-0.929464684620444,0.130836423395192,-1.76529620802894,0.181368942666108,"OPC3",0.625722852198073
"Arteries - Parenchyma","Amyloid_effect",0.089460354665922,0.18495300542665,Inf,-0.344014112886786,0.52293482221863,0.483692354495968,0.879040438822821,"OPC3",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.488774485278548,0.223495755327395,Inf,-0.0350326478758998,1.012581618433,2.18695198288018,0.0733986322075407,"OPC3",0.405160449785625
"Arteries - Capillaries","Disease_effect",0.0841860673431097,0.381690440612317,Inf,-0.810382042716606,0.978754177402826,0.220561110223395,0.973538552326243,"Pericytes",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.116201074482342,0.347980518270544,Inf,-0.931763219731508,0.699361070766825,-0.333929827623278,0.940387045760687,"Pericytes",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.200387141825452,0.414236993625801,Inf,-1.17123462731706,0.770460343666153,-0.483749990727459,0.879013442428717,"Pericytes",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.00448060796208943,0.326641843062213,Inf,-0.770031287580437,0.761070071656258,-0.0137171892005154,0.999896266671503,"Pericytes",0.999974772559645
"Arteries - Parenchyma","Amyloid_effect",0.36240381656345,0.270255123389283,Inf,-0.270993275007579,0.995800908134478,1.34096927384216,0.372426192671251,"Pericytes",0.934417074382636
"Capillaries - Parenchyma","Amyloid_effect",0.366884424525539,0.350584207028352,Inf,-0.454779987596014,1.18854883664709,1.04649444319056,0.547490663159494,"Pericytes",0.999974772559645
"Arteries - Capillaries","Disease_effect",-0.138208362162879,0.304226142621973,Inf,-0.851223351481199,0.574806627155441,-0.454294824802793,0.892493681995483,"SMC",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.380158767663887,0.279753678558771,Inf,-1.03581762856987,0.275500093242092,-1.35890533994899,0.362686658021627,"SMC",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.241950405501008,0.320582333321079,Inf,-0.993299408576661,0.509398597574646,-0.754721581175475,0.730764408621175,"SMC",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.276887640493975,0.233773282789786,Inf,-0.82478222080421,0.27100693981626,-1.18442808001699,0.462462449347792,"SMC",0.999974772559645
"Arteries - Parenchyma","Amyloid_effect",0.186206474481704,0.199384867203368,Inf,-0.281091956001621,0.653504904965028,0.933904749610597,0.618795585209999,"SMC",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.463094114975679,0.234836231551286,Inf,-0.0872916989717946,1.01347992892315,1.9719875077051,0.119167623646043,"SMC",0.513910376973562
"Arteries - Capillaries","Disease_effect",0.56863336920698,0.3505755062534,Inf,-0.253010650903204,1.39027738931716,1.6219997092323,0.236292401179556,"VLMC1",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.289698031414605,0.317042503384785,Inf,-0.453354670158282,1.03275073298749,0.913751400275209,0.631584436374019,"VLMC1",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.278935337792375,0.375797647382642,Inf,-1.15969250489531,0.601821829310564,-0.742248760031113,0.738308017558329,"VLMC1",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.799427825799667,0.276090743904128,Inf,-1.44650186460211,-0.152353786997222,-2.89552563224382,0.0105742006955827,"VLMC1",0.128456563623631
"Arteries - Parenchyma","Amyloid_effect",-0.0468027416737371,0.233527075992587,Inf,-0.594120286968631,0.500514803621157,-0.200416767412541,0.978100079829299,"VLMC1",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.75262508412593,0.295008931636704,Inf,0.0612124776126052,1.44403769063925,2.55119422978274,0.0289221411643407,"VLMC1",0.199562774033951
"Arteries - Capillaries","Disease_effect",0.648272803976097,0.321332023608242,Inf,-0.104833248666326,1.40137885661852,2.01745470836249,0.107994419911871,"VLMC2",0.999939298369795
"Arteries - Parenchyma","Disease_effect",0.246505442438591,0.292913138192614,Inf,-0.439995251747699,0.93300613662488,0.841564990766969,0.677131836047554,"VLMC2",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.401767361537506,0.334874626111705,Inf,-1.18661321962902,0.383078496554006,-1.19975456546979,0.453292198011048,"VLMC2",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.765389995258969,0.255899277851646,Inf,-1.36514128320361,-0.165638707314333,-2.99098145834821,0.00783077964162771,"VLMC2",0.118999623010807
"Arteries - Parenchyma","Amyloid_effect",-0.182052166939953,0.210395462364807,Inf,-0.675156135776295,0.311051801896388,-0.865285614498144,0.662229266628045,"VLMC2",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",0.583337828319016,0.261908234842166,Inf,-0.0304966556569817,1.19717231229501,2.22726035579046,0.0666621555173826,"VLMC2",0.399972933104296
