"contrast1","contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value","celltype","p_adj"
"Capillaries - Parenchyma","Disease_effect",0.309899928116798,0.452330696391507,Inf,-0.750227790942161,1.37002764717576,0.685118057626958,0.772184886166352,"ExNeuron3",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",0.621113254665967,0.422159068425662,Inf,-0.368301202191478,1.61052771152341,1.47127777447078,0.304791331128017,"ExNeuron3",0.858391912156457
"Arteries - Parenchyma","Amyloid_effect",-0.181760028878235,0.344586101761065,Inf,-0.98936667815855,0.625846620402081,-0.527473476003006,0.857867689011211,"ExNeuron3",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",-0.802873283544201,0.404477411551985,Inf,-1.75084723079172,0.145100663703322,-1.98496445194199,0.115891450910619,"ExNeuron3",0.513910376973562
"Arteries - Capillaries","Disease_effect",-0.656357314896981,0.435303221101324,Inf,-1.67657773010785,0.363863100313887,-1.50781635209679,0.287192683459211,"ExNeuron4",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.222541645842816,0.401216976310911,Inf,-1.16287410909902,0.717790817413387,-0.554666574403281,0.844078959893039,"ExNeuron4",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",0.433815669054165,0.436048294884842,Inf,-0.588150976021166,1.4557823141295,0.994879865700962,0.580091038261863,"ExNeuron4",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",0.578731420192691,0.403996316137862,Inf,-0.368114983449915,1.5255778238353,1.4325165776888,0.324132080063971,"ExNeuron4",0.863350848488663
"Arteries - Parenchyma","Amyloid_effect",-0.115023041381137,0.332392313088244,Inf,-0.894051100980208,0.664005018217933,-0.346046033112086,0.936127334221394,"ExNeuron4",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",-0.693754461573828,0.382671019223365,Inf,-1.59062075430074,0.203111831153085,-1.8129265785055,0.165300124038968,"ExNeuron4",0.616524786956152
"Arteries - Capillaries","Disease_effect",0.363751065388908,0.295486012315933,Inf,-0.328779675392804,1.05628180617062,1.23102634381213,0.43479827050382,"ExNeuron5",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.051204698580073,0.271670027070221,Inf,-0.687917900739942,0.585508503579796,-0.188481221621249,0.980605948666775,"ExNeuron5",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.414955763968981,0.294162497901531,Inf,-1.10438458323956,0.2744730553016,-1.41063448580004,0.33534831722547,"ExNeuron5",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",-0.381815036703274,0.219806594208146,Inf,-0.896975880773674,0.133345807367126,-1.737049964669,0.191408466045915,"ExNeuron5",0.636795675297875
"Arteries - Parenchyma","Amyloid_effect",0.292942125144499,0.186351462549931,Inf,-0.143809907190198,0.729694157479196,1.57198726071714,0.257813222374301,"ExNeuron5",0.782261353505042
"Capillaries - Parenchyma","Amyloid_effect",0.674757161847773,0.215438706389344,Inf,0.16983333902619,1.17968098466936,3.13201454444468,0.00494018654871031,"ExNeuron5",0.118999623010807
"Arteries - Capillaries","Disease_effect",-0.296623640099362,0.415679299411213,Inf,-1.27085145850817,0.677604178309448,-0.713587711775672,0.755450843174726,"ExNeuron6",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.309204003832458,0.381373494640773,Inf,-1.20302928743233,0.584621279767417,-0.81076427223582,0.696344696404959,"ExNeuron6",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.012580363733096,0.416646090004627,Inf,-0.989074049824069,0.963913322357877,-0.0301943640775706,0.999497480927892,"ExNeuron6",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",0.512033543939017,0.368689841812846,Inf,-0.352065055071298,1.37613214294933,1.3887921116062,0.346752946252746,"ExNeuron6",0.886146418201463
"Arteries - Parenchyma","Amyloid_effect",0.202101037575349,0.300407258071729,Inf,-0.501963629777431,0.90616570492813,0.672756839740182,0.77934995689858,"ExNeuron6",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",-0.309932506363668,0.353135405106462,Inf,-1.13757616292074,0.517711150193409,-0.877659112855677,0.654426519534969,"ExNeuron6",0.999974772559645
"Arteries - Capillaries","Disease_effect",-0.602403863105103,0.361152690343444,Inf,-1.44883763578547,0.244029909575268,-1.66800325516677,0.217572191484206,"ExNeuron7",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.298893239638755,0.33064786025201,Inf,-1.07383282409997,0.476046344822466,-0.903962419145696,0.637789330935382,"ExNeuron7",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",0.303510623466348,0.348100794069776,Inf,-0.512333412244189,1.11935465917688,0.871904427214578,0.65805761977809,"ExNeuron7",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",0.0138614618193827,0.293107574491877,Inf,-0.673094932835799,0.700817856474565,0.0472913804544717,0.998767732586595,"ExNeuron7",0.999974772559645
"Arteries - Parenchyma","Amyloid_effect",-0.0241130745515497,0.259459114352726,Inf,-0.632207553396602,0.583981404293503,-0.0929359317814087,0.995249530387674,"ExNeuron7",0.999974772559645
"Capillaries - Parenchyma","Amyloid_effect",-0.0379745363709324,0.262598074610529,Inf,-0.653425798217601,0.577476725475736,-0.144610871299243,0.988537156698169,"ExNeuron7",0.999974772559645
"Arteries - Capillaries","Disease_effect",-0.232909148042362,0.307578701540295,Inf,-0.95378153166853,0.487963235583804,-0.757234317187758,0.729239017006506,"ExNeuron8",0.999939298369795
"Arteries - Parenchyma","Disease_effect",-0.336381643992979,0.283290372890561,Inf,-1.0003294574836,0.327566169497646,-1.18740937279548,0.460673430544693,"ExNeuron8",0.999939298369795
"Capillaries - Parenchyma","Disease_effect",-0.103472495950616,0.298389558210868,Inf,-0.802808278953288,0.595863287052055,-0.346769828579235,0.935868691939194,"ExNeuron8",0.999939298369795
"Arteries - Capillaries","Amyloid_effect",0.0395273381876902,0.239460713588591,Inf,-0.521696877029357,0.600751553404737,0.165068155002664,0.985090792410959,"ExNeuron8",0.999974772559645
"Arteries - Parenchyma","Amyloid_effect",0.22044257885798,0.20609271395051,Inf,-0.262577035990178,0.703462193706137,1.06962820098005,0.532978327023644,"ExNeuron8",0.999974772559645
