"gene","statistic","p.value","p_adj"
"HIPK2",0.633338144663579,1.07011804169933e-22,1.99855245467768e-18
"MBP",0.616178316646765,2.99974487052962e-21,1.82777148320313e-17
"BCAS1",0.614869634820034,3.83591690600846e-21,1.82777148320313e-17
"LPAR1",0.614761161192685,3.91469583037723e-21,1.82777148320313e-17
"TP53INP2",0.581970633389757,1.29752921935084e-18,4.06348669205998e-15
"CRYAB",0.581527991007186,1.39706950322517e-18,4.06348669205998e-15
"MTURN",0.581010116915325,1.52304598652923e-18,4.06348669205998e-15
"MOBP",0.544912893052876,4.37082441631235e-16,1.02036895998812e-12
"ERMN",0.543214056082615,5.61137089553657e-16,1.16442180938934e-12
"PKP4",0.531374684529824,3.07986346695585e-15,5.10934865465425e-12
"ZNF587",0.531124495357066,3.19041938772328e-15,5.10934865465425e-12
"FCF1",0.530921544699445,3.28293980808797e-15,5.10934865465425e-12
"NXF2",0.52900401089985,4.29690482605241e-15,6.17299957933498e-12
"KRTAP10-3",0.527172206257354,5.54798532568546e-15,7.40101242446441e-12
"MAN2A1",0.525025478180617,7.47044118684713e-15,9.30119730703713e-12
"PRMT8",0.512363806549533,4.14200454526088e-14,4.83475480545576e-11
"SEPTIN4",0.510824180871026,5.07666267964887e-14,5.33701194083521e-11
"SHTN1",0.51072445511685,5.14383245529202e-14,5.33701194083521e-11
"PTP4A2",0.508880403451911,6.55405075259271e-14,6.44228693975903e-11
"KRTAP12-3",0.507452750550022,7.89839553520278e-14,7.37552175077235e-11
"MAP4K4",0.505398749928923,1.03147196125769e-13,9.17322397545172e-11
"USP17L11",0.504097066400731,1.22044362962486e-13,1.03604569213063e-10
"PAQR6",0.501701898725872,1.66014319208055e-13,1.34803627196941e-10
"USP17L12",0.500389717749872,1.96296308213952e-13,1.52751243841824e-10
"ZNF417",0.496978047212271,3.02452526920753e-13,2.25944135710879e-10
"NDRG1",0.495940549453914,3.44618847563765e-13,2.47542369119264e-10
"EVX1",0.495303704286895,3.7328222381012e-13,2.58200696736215e-10
"PHAX",0.494670358269146,4.04085962197488e-13,2.69525336785724e-10
"CLDND1",0.492787815962244,5.10992251510355e-13,3.29079009972669e-10
"PLEKHB1",0.491878037152217,5.72079254963027e-13,3.56138405522983e-10
"PLP1",0.490347159346884,6.9127707193859e-13,4.16460986952423e-10
"ZNF776",0.488982491131843,8.17674086429172e-13,4.77215038692225e-10
