"gene","statistic","p.value","p_adj"
"GFAP",0.491004999409518,6.37355082635855e-13,5.95162176165361e-09
"FAM107A",0.445937706395133,1.13451060647328e-10,7.06270669549832e-07
"AQP4",0.424344456254073,1.05151919587983e-09,4.90954312556295e-06
"DTNA",0.40618387154623,6.08016940579221e-09,2.05314716378526e-05
"MAOB",0.404829700778998,6.90146756841435e-09,2.05314716378526e-05
"GNA13",0.403660984923041,7.69545413712616e-09,2.05314716378526e-05
"DPYSL3",0.397533974552437,1.35270223591681e-08,3.1578833697478e-05
"OGFRL1",0.394410983829556,1.79542056584789e-08,3.72569716530836e-05
"LIX1",0.390539175163038,2.5401251009185e-08,4.74393763847538e-05
"HEYL",0.376721034698439,8.45401072746799e-08,0.000143533731223811
"CDC25C",0.359468479225988,3.51469801416572e-07,0.000402389777800448
"STAG2",0.358467722534959,3.80788149415936e-07,0.000402389777800448
"METTL7A",0.358238528257817,3.87824801906622e-07,0.000402389777800448
"PLIN4",0.35662367087002,4.41050821037565e-07,0.000433529743878819
"GRAMD2B",0.355162776050073,4.95166610623088e-07,0.000462386580999839
"OTOL1",0.352772857099118,5.97635916251962e-07,0.000531497541520078
"PRDX6",0.350323452610584,7.2353924691457e-07,0.000614219044335296
"NACC2",0.34945216444252,7.74153373773441e-07,0.000628612539504034
"EMP3",0.34766409916589,8.88820993317603e-07,0.000673031747767871
"GJA1",0.346978265909101,9.3696859295163e-07,0.000673031747767871
"SORBS1",0.344822789959191,1.10503845843049e-06,0.000736743776610452
"ARRDC4",0.344367900554178,1.14401207548207e-06,0.000736743776610452
"AQP1",0.338833995984726,1.73646777684434e-06,0.00106892617317986
"OR52Z1",0.338545316170006,1.77429381926406e-06,0.00106892617317986
"GTF2F2",0.337929465898603,1.85763127500304e-06,0.00108416005287365
"MT1F",0.33708092220079,1.97858728311223e-06,0.00109689195964103
"STON2",0.336956702401729,1.9969118991109e-06,0.00109689195964103
"USP36",0.334330590875093,2.42434387821352e-06,0.00128235063729661
"GOLIM4",0.334066405105259,2.47186886606757e-06,0.00128235063729661
"FXYD1",0.329337304867754,3.48845111100252e-06,0.00167052084484828
"CHRAC1",0.327024367200724,4.12002746829278e-06,0.00187672275604478
"SCARA3",0.325381516618772,4.63311107745426e-06,0.002060190059108
"OR4P4",0.324702681660521,4.86237373571566e-06,0.00211106305730957
"ADD3",0.324384259077012,4.97359041130977e-06,0.00211106305730957
"ZFP36L1",0.323339763020116,5.35561557325793e-06,0.00217843864223402
"LRIG1",0.323042335332222,5.46939767044345e-06,0.00217843864223402
"CDK2AP1",0.323009093414164,5.48225616754118e-06,0.00217843864223402
"GASK1B",0.322025832469481,5.87584214067547e-06,0.00226049823643734
"MGST1",0.321735403080126,5.99713603692406e-06,0.00226049823643734
"OTOG",0.321406483048809,6.13737468896336e-06,0.00226049823643734
