"gene","statistic","p.value","p_adj"
"IL32",0.494154233751919,4.31006914311395e-13,2.98129078951097e-10
"ICAM2",0.480866214401624,2.18627441045681e-12,1.07449633920241e-09
"POPDC2",0.469945369532032,7.88794941365174e-12,2.9463068649872e-09
"SERPINH1",0.465501449959978,1.31261723468876e-11,4.62536593868816e-09
"CCDC188",0.446709268809021,1.04467929628698e-10,3.0606258928057e-08
"GATA6",0.444989436943143,1.25520970058058e-10,3.49885020418552e-08
"CEACAM1",0.438647228892475,2.4486483726359e-10,6.26451465854083e-08
"VWA1",0.436981633840272,2.91175250058863e-10,6.81047908618532e-08
"GOLGA6L6",0.436880158511462,2.94255448926753e-10,6.81047908618532e-08
"PRKCH",0.43620832185175,3.15459341292146e-10,7.09821525056882e-08
"MGP",0.432864884724901,4.44990129584353e-10,9.44390415922429e-08
"ROPN1B",0.431407489054224,5.16379438502439e-10,1.06506996733298e-07
"COL1A2",0.43064117536424,5.58242771136239e-10,1.13323282540657e-07
"SLC25A47",0.429997331898682,5.95938540559668e-10,1.19674711650456e-07
"ALG1L2",0.42945671333657,6.29483086407199e-10,1.24827945938884e-07
"LDHAL6B",0.429370984179471,6.34967598211284e-10,1.24827945938884e-07
"DEFB119",0.427735131896058,7.48927990856008e-10,1.42724277114559e-07
"FCF1",0.427184015886138,7.91599926315785e-10,1.47891178624274e-07
"TNNI1",0.427180516736868,7.91878232085428e-10,1.47891178624274e-07
"ANXA1",0.426897085646052,8.14738149033863e-10,1.49176957562318e-07
"OR9Q2",0.426678388816719,8.32812054986323e-10,1.51005805232277e-07
"ACTA2",0.425441439550009,9.42572672534535e-10,1.66070634266556e-07
"C22orf15",0.423235225935694,1.17402422745297e-09,2.03019226591774e-07
"SPANXC",0.421487400875662,1.39552928786634e-09,2.32704508751711e-07
"GH1",0.420593368237347,1.52394185088759e-09,2.47488156584144e-07
"ETS1",0.419732577517091,1.65832957464817e-09,2.64709086633584e-07
"PIGH",0.418597103579192,1.85322143114729e-09,2.86039367339726e-07
"C1orf116",0.417349656864675,2.09283996097828e-09,3.05268498457472e-07
"TAGLN",0.417309416648077,2.10104780807678e-09,3.05268498457472e-07
"OR10Z1",0.415530099244621,2.49676706942561e-09,3.50598660064607e-07
"KCNK6",0.413127933271223,3.14674939589407e-09,4.35323642353463e-07
"TREML1",0.413015960494605,3.18072960402266e-09,4.36300775521918e-07
"BCAM",0.412951226233122,3.20053578102928e-09,4.36300775521918e-07
"OSR1",0.412337125536354,3.3944479803129e-09,4.56077053815279e-07
"CCL5",0.408348095369313,4.95978289520429e-09,6.43256287158578e-07
"GPR4",0.408120650666807,5.06743428456894e-09,6.5268553585248e-07
"S100A11",0.406911694594252,5.67857658859066e-09,7.1716443640013e-07
"ULBP1",0.406902946721078,5.68324783611154e-09,7.1716443640013e-07
"LRRC75B",0.403988155379723,7.464719155355e-09,9.17178256219802e-07
"KRTAP9-4",0.402969902942347,8.20566208549781e-09,9.95123020186735e-07
"NUBP1",0.402284069685558,8.74416720695156e-09,1.046833761263e-06
"SLC52A2",0.402130107117707,8.86965786320053e-09,1.04909511030519e-06
"RAD51",0.402123108819168,8.87540305355646e-09,1.04909511030519e-06
"MYO5B",0.401444273860918,9.4500746542126e-09,1.09620865988866e-06
"ACSM2B",0.401367292576992,9.51746453461974e-09,1.09721091141085e-06
"RFX5",0.400574735267488,1.02387684170241e-08,1.1437219618524e-06
"STAB1",0.400321046945461,1.04805829595145e-08,1.15819743995202e-06
"CAV1",0.399129586619253,1.16918751175138e-08,1.269520114504e-06
"PROCR",0.39872368530401,1.2134534342217e-08,1.30937696496728e-06
"S100A4",0.398095588010165,1.28515069236536e-08,1.35601549890483e-06
"FTCD",0.396907626833226,1.43207587983347e-08,1.48585828509832e-06
"MYL9",0.396587454675082,1.47436427714776e-08,1.52128327292882e-06
"PHKG1",0.395187794967349,1.67378260885434e-08,1.65856658768266e-06
"TOP1MT",0.395098566660981,1.68734017808795e-08,1.65856658768266e-06
"SRGN",0.394972597287285,1.70666050062413e-08,1.66008289112793e-06
"CLDN9",0.393929850805023,1.87498271415241e-08,1.79575267535951e-06
"TGFB1I1",0.393859867819636,1.88683458958803e-08,1.79788381607888e-06
"KRT8",0.392834617083721,2.06895784592364e-08,1.94170134323969e-06
"COQ10A",0.392671906642697,2.09937525289567e-08,1.96039661115397e-06
"KRTAP10-7",0.392537189395828,2.12488499641153e-08,1.97434588024784e-06
"HSPB6",0.391921339124425,2.24535143766789e-08,2.07155035962619e-06
"LIME1",0.391889846781001,2.25168517350673e-08,2.07155035962619e-06
"TBX2",0.391793620176095,2.27114502039571e-08,2.07921100004462e-06
"C7",0.391457701846239,2.34035489150856e-08,2.12177028902009e-06
"LAMA4",0.391303739278388,2.37275052937091e-08,2.14074825538797e-06
"TMEM238",0.391111286068575,2.41385251997477e-08,2.16736104149273e-06
"ARPC1B",0.3904009587669,2.57157178847201e-08,2.28360027012759e-06
"GSX1",0.38971862465938,2.73238695837262e-08,2.40707824691354e-06
"RAET1G",0.388868331386931,2.94636598845729e-08,2.57132388787049e-06
"TNFRSF10A",0.388654883281502,3.00256179476056e-08,2.60817879436968e-06
"CLDN5",0.388390697511667,3.07354496611728e-08,2.65671151776204e-06
"CASP1",0.388341709421897,3.0868836975496e-08,2.65671151776204e-06
"PSG1",0.387599889776798,3.29580785422507e-08,2.81061678016016e-06
"PALM3",0.387393439969907,3.35633065239438e-08,2.83632720652115e-06
"CES1",0.386529150100382,3.62151737237078e-08,3.01666609189888e-06
"CCDC8",0.386488909883784,3.63434285006023e-08,3.01666609189888e-06
"CT45A1",0.386055015374387,3.77544006775907e-08,3.09254906602932e-06
