"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Translation Initiation Complex Formation R-HSA-72649",1.12304070293164e-16,1.20053051143393e-13,1.04762648849882,-0.59855786054038,-3.80236079831806,57,"RPS12;EIF4A1;RPS16;RPS6;RPS3;RPS7;EIF3A;EIF4H;EIF1AX;RPS13;RPS20;RPS9;RPS29;PABPC1;FAU;EIF4B;RPS17;EIF3B;EIF3G;RPS19;RPS23;RPS2;RPS14;EIF3H;EIF3F;RPS25;RPS15;EIF3C;RPS27A;EIF3K;RPS27;RPS8;RPS4Y1"
"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",2.89635742781223e-16,1.54810304516564e-13,1.03769615548758,-0.586041786480431,-3.79049828414328,58,"RPS12;EIF4A1;RPS16;RPS6;RPS3;RPS7;EIF3A;EIF4H;EIF1AX;RPS13;RPS20;RPS9;RPS29;PABPC1;FAU;EIF4B;RPS17;EIF3B;EIF3G;RPS19;RPS23;RPS2;RPS14;EIF3H;EIF3F;RPS25;RPS15;EIF3C;RPS27A;EIF3K;RPS27;RPS8;RPS4Y1"
"Ribosomal Scanning And Start Codon Recognition R-HSA-72702",7.90893720243264e-16,2.81821795646683e-13,1.02766987054358,-0.583364917784207,-3.70584707131595,57,"RPS12;EIF4A1;RPS16;RPS6;RPS3;RPS7;EIF3A;EIF4H;EIF1AX;RPS13;RPS20;RPS9;RPS29;FAU;EIF4B;RPS17;EIF3B;EIF3G;RPS19;RPS23;RPS2;RPS14;EIF3H;EIF3F;RPS25;RPS15;EIF3C;RPS27A;EIF3K;RPS27;RPS8;RPS4Y1"
"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",1.1566723484546e-13,3.09120685124491e-11,0.943632225232838,-0.58088493097166,-3.64726446496672,50,"RPS12;RPS16;RPS6;RPS3;RPS7;EIF3A;EIF1AX;RPS13;RPS20;RPS9;RPS29;FAU;RPS17;EIF3B;EIF3G;RPS19;RPS23;RPS2;RPS14;EIF3H;EIF3F;RPS25;RPS15;EIF3C;RPS27A;EIF3K;RPS27;RPS8;RPS4Y1"
"SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678",2.28127472340404e-08,4.87736535863784e-06,0.73376198835648,-0.469605509482124,-2.82998256085854,47,"SNRPD3;RPS12;RPS16;RPS6;RPS3;RPS7;RPS13;RPS20;RPS9;RPS29;FAU;RPS17;RPS19;RPS23;SNRPG;SMN1;RPS2;RPS14;RPS25;RPS15;RPS27A;RPS27;RPS8;RPS4Y1"
"Formation Of ATP By Chemiosmotic Coupling R-HSA-163210",9.63183750278967e-07,0.000171607238174703,0.643551836150722,-0.696785879977781,-2.92037601793655,16,"ATP5MC2;ATP5F1A;ATP5MC1;ATP5ME;ATP5F1B;ATP5MC3;ATP5PO;ATP5F1D;ATP5MG;ATP5PB;ATP5F1C;ATP5PF"
"Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505",3.97619065902178e-06,0.000607221116356327,0.610526878385931,-0.459861666363682,-2.44937275953047,35,"PDCD4;HNRNPA2B1;HNRNPDL;RPLP0;TALDO1;SNRPA1;CDC42;PPIA;HSPA9;PKN2;AURKAIP1;MSN"
"RHO GTPases Activate CIT R-HSA-5625900",4.80455219526488e-06,0.000642008287092269,0.610526878385931,-0.60690761943968,-2.67978122860069,19,"MYL12B;RNASE1;RHOA;PPP1CB;CDKN1B;LLGL1;MYL6;RHOB;MYH14"
"RHO GTPases Activate PKNs R-HSA-5625740",6.58062801574605e-06,0.000781632372092503,0.610526878385931,-0.356034580158867,-2.22008941019773,59,"MYL12B;RNASE1;RHOA;H3-3B;PPP1CB;YWHAE;H2AC6;YWHAQ;MYL6;RHOB;H2AJ;H2AC19;PPP1R14A;MYH14;PKN2"
"Complex I Biogenesis R-HSA-6799198",8.70814658153833e-06,0.000930900869566448,0.593325476396405,-0.369728329528469,-2.29986411292907,51,"NDUFV2;TMEM126B;NDUFS4;NDUFA10;ACAD9;NDUFA12;NDUFA1;NDUFV1;NDUFB2;NDUFB6;NDUFA2;NDUFB8;NDUFAF3;NDUFA13;NDUFS6;NDUFS2;NDUFAB1"
"EPHA-mediated Growth Cone Collapse R-HSA-3928663",2.55889254626407e-05,0.00229203097378547,0.575610261071129,-0.635163768395595,-2.58043450164114,15,"MYL12B;RHOA;MYL6;FYN;YES1;MYH14;ROCK1"
"RHO GTPases Activate PAKs R-HSA-5627123",2.57290661229426e-05,0.00229203097378547,0.575610261071129,-0.531138289053274,-2.41968632723959,21,"MYL12B;RNASE1;PPP1CB;MYLK;CTTN;MYL6;CDC42;MYH14;PKN2"
