"gene","statistic","p.value","p_adj"
"HSPA1A",0.479002917415703,2.73013910570372e-12,9.10477010561063e-10
"FCF1",0.478976673796183,2.73866865748053e-12,9.10477010561063e-10
"GH1",0.465378979735552,1.33103188106787e-11,3.60265962475703e-09
"SIRT6",0.454403898052286,4.53679811860649e-11,1.05911552078868e-08
"GOLGA6L6",0.453746057989651,4.87610226473576e-11,1.10371795405569e-08
"SLC25A47",0.450273152339837,7.11759505615074e-11,1.51054778714399e-08
"KLHDC8B",0.42409951580522,1.07745851960485e-09,1.78076241700356e-07
"PRAMEF6",0.418052985867811,1.95428648017089e-09,2.91986034429372e-07
"RIN2",0.416637579988365,2.24276637836984e-09,3.27233631894024e-07
"ZNF578",0.415885262895458,2.41242594414681e-09,3.47925513948284e-07
"USP17L3",0.415171436444514,2.58482691557776e-09,3.65713844510077e-07
"SYNE3",0.413757780139703,2.96204629236074e-09,4.06758651148008e-07
"LST1",0.41280426196381,3.24594429728518e-09,4.39284461565927e-07
"IL32",0.408605282840609,4.84071273605895e-09,6.1084561526106e-07
"C1orf116",0.407392827618785,5.42728607396021e-09,6.71258243160801e-07
"PTK6",0.40705341013966,5.60341657072669e-09,6.87593436809063e-07
"RAC2",0.405596014468982,6.42440644721363e-09,7.64217928714406e-07
"PDGFB",0.405048397608331,6.76194267320369e-09,7.94251832482718e-07
"NEU4",0.402598993119798,8.49279282476208e-09,9.67299494662469e-07
"SPDYE5",0.40171895707856,9.21334496395849e-09,1.0303498835143e-06
"PPP1R3B",0.401542250040459,9.36497090211025e-09,1.04107259861792e-06
"KRTAP9-2",0.398344027608288,1.2563162788177e-08,1.35624062561846e-06
"SLC7A7",0.398128829928224,1.28125592990576e-08,1.36611838013239e-06
"KRTAP4-7",0.398076342689184,1.28741076731259e-08,1.36611838013239e-06
"OR2S2",0.394358496590516,1.80393944851603e-08,1.85111940332337e-06
"PSG5",0.394087312522143,1.84857757995177e-08,1.88655928323384e-06
"RHPN2",0.393861617394271,1.88653741527757e-08,1.91483547650673e-06
"KRTAP12-3",0.393305252660447,1.98334654922397e-08,1.99145054587671e-06
"TMEM140",0.393224772227252,1.99774050915922e-08,1.99517656412073e-06
"C4orf46",0.393035818166708,2.03193147887101e-08,2.01852937762739e-06
"CBLC",0.392783879419316,2.07839701443326e-08,2.04295487587135e-06
"ZNF587",0.391076294575881,2.42139888647492e-08,2.29553530983784e-06
"OR2M5",0.389643392950089,2.75069912487301e-08,2.54317113149151e-06
"GPR4",0.388653133706867,3.0030266505077e-08,2.69637142908085e-06
"TNNI1",0.387160746543497,3.42582895733484e-08,3.00379256371762e-06
"SP7",0.386620127981385,3.59268094709233e-08,3.13536959663067e-06
"PRKCH",0.385271205938056,4.04379083006746e-08,3.48026901116774e-06
"PTPRCAP",0.384963280802355,4.15415581098394e-08,3.52650063299709e-06
"OR9Q2",0.383792815371763,4.60070136971439e-08,3.85303581976619e-06
"SLC36A1",0.383553123646813,4.69767552195179e-08,3.91668696642731e-06
"KLRC2",0.382489382268936,5.15227261932371e-08,4.25769218754379e-06
"TLR9",0.381761559220914,5.48737139315672e-08,4.51463207659008e-06
"RAET1G",0.380748555507442,5.98882465556466e-08,4.905582862602e-06
"RNASE7",0.380456376543453,6.14145658996544e-08,4.98686275105194e-06
"LGALS9C",0.379583338800754,6.62012450580903e-08,5.32920022717627e-06
"GAL3ST4",0.379501108792925,6.66701285452233e-08,5.33787691917695e-06
"NCF1",0.379464367725597,6.68806596213004e-08,5.33787691917695e-06
"C9orf40",0.379166940037703,6.86086360752483e-08,5.42938511585312e-06
"CCDC188",0.379007728745949,6.95511573581799e-08,5.48074858574417e-06
"APOC3",0.378657813819015,7.16665480615826e-08,5.62371618318536e-06
"MST1",0.377860007785607,7.67232610467272e-08,5.97034843045282e-06
"SERPINH1",0.3775013449855,7.91066511179047e-08,6.10494138957846e-06
"KRTAP10-6",0.376647552563783,8.50698556914471e-08,6.48475357099374e-06
"HCAR2",0.37587424057526,9.08416791883734e-08,6.86866073085855e-06
"CCER2",0.375429848618055,9.43267565342111e-08,7.07488556238123e-06
"CR1",0.375331872438513,9.51122121277544e-08,7.10526269479176e-06
"C22orf15",0.374084425723996,1.0567832258696e-07,7.80098163096468e-06
"KRTAP9-6",0.373912967409798,1.07215869090678e-07,7.88332114621066e-06
"H3-4",0.372550048769393,1.20225218613272e-07,8.69213006662435e-06
"FANCC",0.372518556425969,1.20543033157834e-07,8.69213006662435e-06
"IFNA14",0.370503046446833,1.42648691759785e-07,1.02073063881446e-05
"GATA3",0.370436562610715,1.43440389634561e-07,1.02247813618895e-05
"CYP2W1",0.370331588132635,1.44699028317622e-07,1.02691951596646e-05
