"gene","statistic","p.value","p_adj"
"RIDA",0.476040887559212,3.87580244612685e-12,1.20640810806442e-08
"SHANK1",0.465562685072192,1.30350296605391e-11,2.86441428263366e-08
"GP1BB",0.462723125440127,1.79806636032918e-11,3.20007046934528e-08
"BSCL2",0.433088830278139,4.3490436296435e-10,4.27488099090642e-07
"TNFSF11",0.431983099109029,4.86949574288578e-10,4.38046853386109e-07
"PLEKHG5",0.43174340738408,4.99001757111952e-10,4.38046853386109e-07
"PIP5K1C",0.422084005826084,1.31572596754128e-09,9.51073624972623e-07
"FBXL16",0.420406163751438,1.55224130018673e-09,1.00033100489925e-06
"SCRT1",0.420399165452899,1.55330901381871e-09,1.00033100489925e-06
"CAMK2A",0.418751066147043,1.82555354307569e-09,1.09980767646715e-06
"TTC9B",0.410762508365154,3.94491731197283e-09,2.16691987407072e-06
"CLEC2B",0.410332113005026,4.10978709523621e-09,2.19298239401804e-06
"ARSB",0.409406588023287,4.48715907275455e-09,2.26492386061524e-06
"MCM6",0.404967917175137,6.81296842571003e-09,3.10339020289172e-06
"DNAH12",0.404464039680353,7.1409789694302e-09,3.1753553150733e-06
"PPP1R27",0.402371548417291,8.67363030350021e-09,3.76717952437605e-06
"NOL11",0.399654459009653,1.11425010021473e-08,4.52385540687179e-06
"FXYD7",0.398811164035744,1.20377889786931e-08,4.68370306179317e-06
"B9D1",0.397483236888032,1.35897081063419e-08,5.10930934941566e-06
"ZSWIM5",0.39741150432801,1.36788106377588e-08,5.10930934941566e-06
"HTR6",0.395945360784159,1.56282743403558e-08,5.72301277608795e-06
"SLC22A10",0.39467866874866,1.75257352729854e-08,6.29443522996682e-06
"RASD1",0.393193279883828,2.0034002686919e-08,7.05952894680941e-06
"OSR2",0.391043052657823,2.42858896860562e-08,8.09934421029973e-06
"NCS1",0.390238248325876,2.60907166700112e-08,8.40121076774362e-06
"SAMD14",0.389624147629108,2.75540257280019e-08,8.72201668637566e-06
"ABAT",0.388194745152585,3.12723496671804e-08,9.50632460661799e-06
"ADGRL1",0.388091520249139,3.15587987583163e-08,9.50632460661799e-06
"NEFL",0.387657625739742,3.27907077520064e-08,9.72062314248369e-06
"KCNAB2",0.387333954432329,3.37396694735048e-08,9.84565729823712e-06
"NWD1",0.386667366496521,3.57779544172587e-08,1.02798319491804e-05
"MIA",0.384875802070621,4.18603423556589e-08,1.13301993309317e-05
"CACNG3",0.382921527203699,4.96271111397689e-08,1.31915154443937e-05
"NCDN",0.380913015523101,5.90452265393044e-08,1.4703048677974e-05
"RBBP8",0.379606083271005,6.607211436052e-08,1.60495781505747e-05
"OMA1",0.378572084661916,7.2194169978673e-08,1.72858758784833e-05
"HAS3",0.378117195256903,7.50568272964026e-08,1.75220163323452e-05
"KLHDC7A",0.376883745139463,8.33783450415215e-08,1.90820531851089e-05
"DLG4",0.376775271512114,8.41511363777973e-08,1.90820531851089e-05
"SERTAD4",0.37653383021253,8.58959947208131e-08,1.90975428262608e-05
"GNPNAT1",0.376101685277767,8.91061568126516e-08,1.95781951133304e-05
"BDNF",0.375774514821084,9.16128341153683e-08,1.95808851116254e-05
"LYST",0.37574302247766,9.18576600345582e-08,1.95808851116254e-05
"RRAGD",0.375557567566385,9.33122068395084e-08,1.95808851116254e-05
"FAM163B",0.374114168492785,1.05413768947365e-07,2.16341488885823e-05
"TEKT5",0.373172897339334,1.14102335136895e-07,2.26699490533686e-05
"FMO3",0.37269876261334,1.18735261898894e-07,2.32553896414138e-05
"RIBC1",0.372618282180145,1.19539377038752e-07,2.32553896414138e-05
"RAB6B",0.371972689139953,1.261816292087e-07,2.4138305055793e-05
"MXD4",0.371661264854982,1.29511021777445e-07,2.42601405533869e-05
"SOBP",0.371423322704667,1.32111470855391e-07,2.42601405533869e-05
"IDS",0.371388331211974,1.32498090407232e-07,2.42601405533869e-05
"ENC1",0.370511794320006,1.42544833618131e-07,2.50695563020993e-05
"MINAR1",0.370431313886811,1.43503071319083e-07,2.50695563020993e-05
"FCGRT",0.370347334304347,1.44509559356558e-07,2.50695563020993e-05
"CASP3",0.370326339408731,1.44762237582828e-07,2.50695563020993e-05
"THEG",0.370048157041819,1.48150500325676e-07,2.50695563020993e-05
"DESI2",0.369967676608625,1.49144856963764e-07,2.50695563020993e-05
"FSD2",0.369871450003718,1.50342166729231e-07,2.50695563020993e-05
"ERMARD",0.369663250622192,1.52964347070463e-07,2.52810809370617e-05
"KIF3C",0.368669492229702,1.66096585972333e-07,2.67415503415457e-05
"CLSTN2",0.368186609630534,1.72861695612783e-07,2.75928634808918e-05
"ZNF205",0.367976660674374,1.75884764508858e-07,2.78374903556561e-05
"KCNV1",0.367170106767792,1.87976748424438e-07,2.95012920468471e-05
"COLEC11",0.366869179930629,1.92689298774431e-07,2.98524968187026e-05
"ACBD7",0.366519265003696,1.98311472566427e-07,3.03412888468618e-05
"PODN",0.366426537548059,1.99827507397944e-07,3.03412888468618e-05
"DEFB115",0.364666465465584,2.30800728474075e-07,3.36752687889205e-05
"DNAJC17",0.36408385711224,2.42030676927137e-07,3.50400381572962e-05
"TNRC18",0.363984131358064,2.4400467060654e-07,3.50540863711365e-05
"SFI1",0.363714696864325,2.49415366375445e-07,3.55578731483039e-05
"DIRAS2",0.363254558735407,2.5892255538229e-07,3.66336185175731e-05
"CHD3",0.362906393383109,2.66345960729798e-07,3.7232295734963e-05
"PHF21A",0.362706941874757,2.70689981298136e-07,3.74474525238814e-05
"FSD1L",0.361625704750532,2.95445900629548e-07,4.02755302201273e-05
"PLEKHM2",0.361471742182682,2.99142710634928e-07,4.04839801725935e-05
"AMPH",0.361233800032367,3.04943243453163e-07,4.09720864369156e-05
"MRPL44",0.361107830658671,3.08057570153213e-07,4.10948798584387e-05
"CSTL1",0.360941621068378,3.12213390115124e-07,4.13538813743975e-05
"LRRC45",0.360757915731738,3.16869124585491e-07,4.16749843011171e-05
"AKR7A2",0.360518224006788,3.23043795284582e-07,4.21899714736703e-05
"ZNF286A",0.36019280312474,3.31611576001587e-07,4.30081791208725e-05
"CLEC12A",0.359918119907098,3.39012470038373e-07,4.35183364653885e-05
"HSCB",0.359372252621081,3.54192121450925e-07,4.49992657157651e-05
"OR3A1",0.358864875977028,3.68883292436662e-07,4.61055352192841e-05
"CACNB1",0.358721410856985,3.73142019336678e-07,4.61055352192841e-05
"LHX9",0.358688168938927,3.74135492628186e-07,4.61055352192841e-05
"NIM1K",0.358628683401348,3.75919610052746e-07,4.61055352192841e-05
"SIX3",0.358569197863769,3.77711870237227e-07,4.61055352192841e-05
"GLRB",0.358266521451972,3.86958737586709e-07,4.69275414491518e-05
"RUNDC3A",0.357323500723886,4.17178091547662e-07,5.02659228241557e-05
"PSD",0.357173037305305,4.22203969456259e-07,5.04082019508466e-05
"SYNPR",0.357103054319918,4.24561281910782e-07,5.04082019508466e-05
"CHCHD4",0.356513447668036,4.44927948749884e-07,5.22608450997034e-05
"CFAP20DC",0.356352486801646,4.50648422640883e-07,5.26019371327571e-05
"NRGN",0.356212520830873,4.55679892069226e-07,5.27956165528953e-05
"BTBD2",0.356149536144025,4.57961548595472e-07,5.27956165528953e-05
"CCDC148",0.356007820598617,4.63135310469427e-07,5.30645095602885e-05
"SNCB",0.35583636228442,4.69469702616775e-07,5.3138279794369e-05
"TOM1L2",0.35549169608139,4.82454815757159e-07,5.42790731269922e-05
"PROCA1",0.355099791363225,4.97637060821317e-07,5.56519146580773e-05
"TMEM185B",0.354611660040153,5.17186850424765e-07,5.74939382055531e-05
"SERHL2",0.354368469165934,5.27198802001864e-07,5.791744015404e-05
"CPSF4L",0.354130527015619,5.37173916918912e-07,5.80471472198598e-05
"MAP3K21",0.35412702786635,5.37321947977451e-07,5.80471472198598e-05
"AHCYL2",0.354064043179502,5.39993188187333e-07,5.80471472198598e-05
"NUDT10",0.353042291592856,5.85141814600665e-07,6.23562574924483e-05
"DMTN",0.35270987241227,6.00593185111304e-07,6.33710639838346e-05
"CAPZA1",0.352359957485336,6.17278936334665e-07,6.46186054019322e-05
"DPP8",0.352113267461848,6.29307785953743e-07,6.49334376269177e-05
"CCDC160",0.351889321908611,6.40421381296775e-07,6.57170863576845e-05
"GPC2",0.351737108915395,6.48081992270203e-07,6.61136930277655e-05
"ZPLD1",0.351672374653912,6.51366433771089e-07,6.61136930277655e-05
"PFN2",0.351597142944622,6.55203479745605e-07,6.61393740536795e-05
"CACNB4",0.35152890953387,6.58702268900428e-07,6.61393740536795e-05
"PRKAR1B",0.350566643484803,7.09986537414154e-07,7.05303647486528e-05
"C1R",0.350356694528643,7.2167223757195e-07,7.13119085126653e-05
"POTEA",0.349975287258285,7.43373105710195e-07,7.29396532898245e-05
"SPANXN2",0.349863314481667,7.49861503086652e-07,7.29396532898245e-05
"ZNF521",0.349721598936259,7.58150994659135e-07,7.31443373128557e-05
"SMIM10L2A",0.349693605742104,7.59798749126902e-07,7.31443373128557e-05
"SLFN12",0.349457413166424,7.73838579552884e-07,7.37357617945391e-05
"RIPPLY1",0.349203724844397,7.89194398209145e-07,7.46615105591485e-05
"OR51M1",0.348974530567256,8.03317555833052e-07,7.49423962629291e-05
"F11",0.348916794604312,8.06913190917317e-07,7.49423962629291e-05
"TMEM38A",0.348880053536984,8.09209322582571e-07,7.49423962629291e-05
"REG3G",0.348852060342829,8.10962944718006e-07,7.49423962629291e-05
"DBR1",0.348794324379885,8.14591263727491e-07,7.49423962629291e-05
"FAM228A",0.348470653072472,8.35220758690882e-07,7.6090648240541e-05
"TNFAIP8",0.34811024069773,8.58779113040884e-07,7.73794467084641e-05
"SLC25A21",0.347665848740525,8.88701245013893e-07,7.90351640565689e-05
"CCKAR",0.34755912468781,8.96034162832134e-07,7.93096399291608e-05
"MMP24",0.347419158717037,9.05738734280004e-07,7.97904556670441e-05
"OLFM1",0.347340427858477,9.11241586480555e-07,7.98983468033373e-05
