"gene","statistic","p.value","p_adj"
"FCF1",0.590097407567785,3.27336145028531e-19,6.11332984455284e-15
"ZNF587",0.574904101440337,4.1670713797711e-18,3.89121125443026e-14
"HIPK2",0.568658119994576,1.1420011331595e-17,7.1093377209623e-14
"NXF2",0.556381354783118,7.79433577597641e-17,3.63917537380338e-13
"KRTAP12-3",0.554399086722041,1.0550226128298e-16,3.94072046344187e-13
"C4orf46",0.535969067520459,1.60327716953424e-15,4.99046740303692e-12
"CCL3",0.532090260555402,2.78390787896145e-15,7.42746622106914e-12
"ZNF417",0.529541130312693,3.98554171156136e-15,9.30424712564000e-12
"ZNF776",0.525443626518303,7.05097999967574e-15,1.46315669415493e-11
"LPAR1",0.521745025740617,1.17231340781512e-14,2.18941252043552e-11
"SP7",0.519682277246344,1.55247215045194e-14,2.63581544380368e-11
"ZNF845",0.518389341591326,1.84953151230166e-14,2.87848754364548e-11
"SLC36A1",0.517364090855411,2.12387265338822e-14,3.05118812882142e-11
"PTK6",0.516057158603314,2.53166589798968e-14,3.26801294047696e-11
"KRTAP10-3",0.515787724109576,2.62476944244776e-14,3.26801294047696e-11
"TP53INP2",0.514363570356957,3.17517052196893e-14,3.70621779176823e-11
"MBP",0.51171821350934,4.5114785332216e-14,4.95625724037921e-11
"PHAX",0.509072856661724,6.39083871511902e-14,6.63085021353126e-11
"BCAS1",0.506079334461809,9.44352825010401e-14,9.2824912420496e-11
"EVX1",0.505304272898651,1.04416860341546e-13,9.75044641869353e-11
"PRMT8",0.503729655727451,1.27962746934629e-13,1.09070267623549e-10
"PRAC1",0.503698163384027,1.28482859697905e-13,1.09070267623549e-10
"OR2A14",0.501122789521797,1.78771464180764e-13,1.4516242891478e-10
"KRTAP5-8",0.500150026024923,2.02381408930277e-13,1.57486466382577e-10
"GOLGA6L6",0.498991807616773,2.34472332263546e-13,1.75160211094159e-10
"ZNF616",0.498482681398085,2.5009998178987e-13,1.79648740765678e-10
"ORM2",0.497336710012378,2.89079833346667e-13,1.99957591391939e-10
"HOXB3",0.493499892838554,4.67657967923377e-13,3.11927864604893e-10
"KIR3DL1",0.493065998329156,4.93616708018631e-13,3.17889159963998e-10
"CRYAB",0.491927025241988,5.68616127856441e-13,3.425637033499e-10
"RSF1",0.491463387963801,6.02226605441017e-13,3.51474502600514e-10
"NUTM2G",0.48844887086827,8.72989884077673e-13,4.79528208089253e-10
"CBLC",0.486487597702808,1.10936694923326e-12,5.91958204110867e-10
"MAN2A1",0.484335620902168,1.44045750008434e-12,7.47277340877086e-10
"OLFML3",0.482570300095789,1.78220031604808e-12,8.99577651419298e-10
"ERMN",0.482297366452781,1.84163607004478e-12,9.05115664319904e-10
"NPAP1L",0.480344841160493,2.32680371897864e-12,1.11424067322167e-09
"XRCC2",0.478959178049837,2.74436942004369e-12,1.2813460822184e-09
"MTURN",0.477456293438658,3.27964043142936e-12,1.49391621213109e-09
"USP17L12",0.473245067293014,5.37854644694612e-12,2.34655353404101e-09
"MOBP",0.473206576651052,5.40275230047995e-12,2.34655353404101e-09
"FOXD4L1",0.472048358242902,6.182764222894e-12,2.6243023778811e-09
"C1orf116",0.471457002016385,6.6221820461877e-12,2.74835270876892e-09
"GPAT2",0.470134323592577,7.71772112960692e-12,3.13339477862041e-09
"USP17L11",0.469913877188608,7.9166733375005e-12,3.14578279257786e-09
"PRAMEF6",0.468718917713131,9.08496487996239e-12,3.53480841871203e-09
"KCNE1",0.468110065740267,9.7430183416392e-12,3.66486976815926e-09
"AURKAIP1",0.468048830628053,9.81170959562878e-12,3.66486976815926e-09
"LYRM2",0.466428724516352,1.18100097082589e-11,4.32477924140086e-09
"SIRT6",0.465755138282005,1.27525660148182e-11,4.58013313255278e-09
"APOC3",0.464903095434922,1.40499774678336e-11,4.90186927820222e-09
"USP17L3",0.464826114150997,1.41733208943521e-11,4.90186927820222e-09
"HSPA1A",0.464203265581056,1.5210722401489e-11,5.16500821036741e-09
"RPS28",0.461883329615487,1.97639696533212e-11,6.5912838793826e-09
"FOXD4L5",0.46144593595682,2.07596375404868e-11,6.80187702993212e-09
"NDUFB7",0.460873825051284,2.21357454440578e-11,7.00690138835971e-09
"NICN1",0.460569399064852,2.29036835406677e-11,7.12915323009182e-09
"GFM2",0.458727096974548,2.81337288618356e-11,8.61353311842034e-09
"GPR4",0.456818311048126,3.47705540709631e-11,1.03075375845922e-08
"RPS26",0.455726576476094,3.92253543954054e-11,1.14464487295092e-08
"KLRC2",0.454115218237566,4.68277513830644e-11,1.3250834618638e-08
"CLEC10A",0.452085711661352,5.84567028859598e-11,1.62945878074356e-08
"PAIP2B",0.450308143832531,7.09067325149211e-11,1.94743255360098e-08
"COL1A2",0.449228656282941,7.96846250197413e-11,2.15679718386767e-08
"PKP4",0.448233148315816,8.87076752076776e-11,2.36672077454084e-08
"KRTAP4-7",0.445041924182183,1.24821530709826e-10,3.10822254338227e-08
"SLC50A1",0.444146141969234,1.37293481774045e-10,3.32999099430138e-08
"MAP4K4",0.443220616987495,1.51445850772695e-10,3.58025659370994e-08
"GH1",0.441855948772455,1.74923400557072e-10,4.03317213432577e-08
"SPATA46",0.440949669111697,1.92424909903467e-10,4.38259465531359e-08
"ELOVL5",0.44038105735543,2.04259545870285e-10,4.59608587791981e-08
"SHTN1",0.439969907316284,2.1325315040627e-10,4.74132837736606e-08
"ZNF625",0.439506270038097,2.23855340962131e-10,4.83717984489914e-08
"C11orf21",0.43899014552087,2.36258602578184e-10,5.01405188835246e-08
"COX6A2",0.437908908396646,2.64437849172543e-10,5.48737919016269e-08
"SPDYE5",0.437653470499985,2.71556015576079e-10,5.56596859906488e-08
"TTC34",0.437560743044347,2.74185645274132e-10,5.56596859906488e-08
"FGF1",0.437342046215014,2.80485665888077e-10,5.63263472701691e-08
"KRTAP9-2",0.436425269106448,3.0845544137395e-10,6.00074356572904e-08
"NDRG1",0.436280054411771,3.13126661475605e-10,6.00414134975302e-08
