"gene","statistic","p.value","p_adj"
"SLC1A2",0.716030040196477,3.63204274865861e-31,6.78320303739482e-27
"IDS",0.679843588027661,4.06043566572884e-27,3.79163482465759e-23
"ATP1A2",0.671533108512993,2.86744335488805e-26,1.70538257462856e-22
"FBXL16",0.670485113306827,3.65256494887248e-26,1.70538257462856e-22
"NRGN",0.648554195261277,4.65192847753571e-24,1.73758832492914e-20
"CAMK2A",0.632253408390085,1.32932535729398e-22,4.10456385671269e-19
"FAM107A",0.63152033661816,1.53844222515468e-22,4.10456385671269e-19
"NCS1",0.62534608773242,5.18595427718679e-22,1.17567487096275e-18
"RAB6B",0.624891198327407,5.66559961376351e-22,1.17567487096275e-18
"ATRNL1",0.624205365070617,6.47214292526592e-22,1.20873741272266e-18
"PRKAR1B",0.610607671009986,8.47636584685014e-21,1.43913280505248e-17
"DLG4",0.606735862343468,1.72406902045785e-20,2.6832260855059e-17
"DIRAS2",0.599830291260437,5.97285547199795e-20,8.58069606115644e-17
"OLFM1",0.595878002160725,1.20008824383238e-19,1.6009177172724e-16
"DMTN",0.595017211440468,1.39527778985665e-19,1.73721386689085e-16
"NEFL",0.594205408809983,1.60769772745619e-19,1.87658517237324e-16
"ITM2C",0.593027945080852,1.97315705429848e-19,2.1676871262399e-16
"KCNAB2",0.591406089394516,2.61276053130698e-19,2.71088420459385e-16
"ENC1",0.585100622411176,7.66886109885493e-19,7.53808683590603e-16
"PCSK1N",0.582332795339133,1.22128368148661e-18,1.1404347017722e-15
"CAMK2G",0.58113958543829,1.49054639803371e-18,1.30936356384713e-15
"FXYD7",0.580920888608957,1.5458472978161e-18,1.30936356384713e-15
"KIF5A",0.58066720028693,1.61251670424523e-18,1.30936356384713e-15
"PLD3",0.57712081250246,2.89863232222204e-18,2.1961178693274e-15
"CST3",0.572673393781137,5.9878069663708e-18,4.30108780399773e-15
"DKK3",0.570223989292603,8.88732327045708e-18,5.93784371693485e-15
"ATP1B2",0.570213491844795,8.90231441819318e-18,5.93784371693485e-15
"SEPTIN3",0.568540898494054,1.16357741865115e-17,7.49343857611338e-15
"YWHAG",0.564971766239333,2.05003498518039e-17,1.2762151127743e-14
