"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"Neuronal System R-HSA-112316",2.01920156480882e-29,2.33419700891899e-26,1.40995143033448,0.572366145138474,2.12419790451175,386,"SLC1A2;NRGN;CAMK2A;PRKAR1B;NEFL;KCNAB2;CAMK2G;CALM1;GNB1;STXBP1;SLC1A3;SLC17A7;MAPK1;SNAP25;EPB41L1;TSPAN7;SYT1;MAPT;ADCY1;CAMK2B;NPTN;GABRB2;NRXN2;SHANK1;DLGAP3;SYN2;RAB3A;CPLX1;PRKCB;NSF;GABRA2;GRIA2;PRKCA;NRXN1;STX1A;ABAT;GRIA1;SHANK3;GABBR2;KCNQ2;CACNA1B;GNG2;RTN3;CACNB3;KCNC1;HOMER1;AP2M1;GABRA1;SYN1;PLCB1;HSPA8;CAMK2D;ADCY2;CAMKK2;GIT1;GLRB;AP2A1;DLGAP1;AP2B1;PPFIA4;KCNN1;PTPRS;CACNA2D1;CACNA2D3;DLGAP4;GRIA4;HCN2;CACNB1;LRRTM4;KCNQ5;GPRIN1;CACNA1E;SYT7;CACNB4;SLITRK1;CACNG3;SIPA1L1;APBA1;GLUL;GNG7;GABRB1;SLC6A1;PRKCG;PPFIBP1;VAMP2;KCNA2;PICK1;KCNV1;HCN1;PPFIA2;ARHGEF9;FLOT1;GABRG2;GAD1;GABRB3;GABRA5;LRRC4B;SLITRK5;RIMS1;CHRNB2;GABRA4;CACNB2;CAMKK1;GRM5;SLITRK3;GNG3;PRKAR1A;ARHGEF7;KCND3;NLGN2;TSPOAP1;RASGRF2;KCNK10;SYN3;KCNB1;LRRTM1;SHANK2;CACNA1A;PANX1;PRKAR2B;GABRA3;KCNC2;LRFN3;KCNJ6;MAPK3;GRIN2B;KCNH7;NTRK3;GLS2;KCNN3;ERBB4;SLITRK2;SLITRK4;KCNJ4;AP2S1;EPB41L3;GNAL;CACNG8;GNB2;NRXN3;CACNA2D2;GRIA3;GRIK5;GNG13;KCNA3;KIF17;CACNG2;KPNA2;NLGN3;CHRNA4;SLC38A2;KCNJ10;KCNMB4;APBA2;CAMK1;PPM1E;PPFIA1;ADCY8;KCNJ3;ALDH2;MDM2;KCNA4;PRKAG2;NBEA;RPS6KA3;RPS6KA2;ARL6IP5;KCNN2;ALDH5A1;PRKACB;NLGN4X;KCNMA1;GNB4;GABRG3;KCND2;GRIK3;KCNC3;NCALD;CREB1"
"Transmission Across Chemical Synapses R-HSA-112315",2.97295591223026e-24,1.71836851726909e-21,1.27903397725049,0.605749946766517,2.20962982789033,246,"SLC1A2;NRGN;CAMK2A;PRKAR1B;NEFL;CAMK2G;CALM1;GNB1;STXBP1;SLC1A3;SLC17A7;MAPK1;SNAP25;EPB41L1;TSPAN7;SYT1;MAPT;ADCY1;CAMK2B;NPTN;GABRB2;SYN2;RAB3A;CPLX1;PRKCB;NSF;GABRA2;GRIA2;PRKCA;STX1A;ABAT;GRIA1;GABBR2;CACNA1B;GNG2;CACNB3;AP2M1;GABRA1;SYN1;PLCB1;HSPA8;CAMK2D;ADCY2;CAMKK2;GIT1;GLRB;AP2A1;AP2B1;PPFIA4;CACNA2D1;CACNA2D3;GRIA4;CACNB1;GPRIN1;CACNA1E;CACNB4;CACNG3;APBA1;GLUL;GNG7;GABRB1;SLC6A1;PRKCG;VAMP2;PICK1;PPFIA2;ARHGEF9;GABRG2;GAD1;GABRB3;GABRA5;RIMS1;CHRNB2;GABRA4;CACNB2;CAMKK1;GNG3;PRKAR1A;ARHGEF7;TSPOAP1;RASGRF2;SYN3;CACNA1A;PRKAR2B;GABRA3;KCNJ6;MAPK3;GRIN2B;GLS2;ERBB4;KCNJ4;AP2S1;GNAL;CACNG8;GNB2;CACNA2D2;GRIA3;GRIK5;GNG13;KIF17;CACNG2;KPNA2;CHRNA4;SLC38A2;KCNJ10;CAMK1;PPM1E;PPFIA1;ADCY8;KCNJ3;ALDH2;MDM2;PRKAG2;NBEA;RPS6KA3;RPS6KA2"
"Ion Homeostasis R-HSA-5578775",1.00522800690579e-14,2.90510893995774e-12,0.986546283587582,0.780253861629966,2.45922832344972,49,"ATP1A2;CAMK2A;CAMK2G;FXYD7;ATP1B2;CALM1;SLC8A1;FXYD1;CAMK2B;ATP1A3;SLC8A2;SRI;ATP2A2;ATP2B1;AHCYL1;PRKCA;CAMK2D;ASPH;ITPR1;ATP1B3;RYR2;RYR3;ATP2B3"
"Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314",8.14952644434689e-15,2.90510893995774e-12,0.986546283587582,0.578594253118989,2.07933401573552,182,"NRGN;CAMK2A;PRKAR1B;NEFL;CAMK2G;CALM1;GNB1;MAPK1;EPB41L1;TSPAN7;MAPT;ADCY1;CAMK2B;NPTN;GABRB2;PRKCB;NSF;GABRA2;GRIA2;PRKCA;GRIA1;GABBR2;GNG2;AP2M1;GABRA1;PLCB1;CAMK2D;ADCY2;CAMKK2;GIT1;GLRB;AP2A1;AP2B1;GRIA4;GPRIN1;CACNG3;APBA1;GNG7;GABRB1;PRKCG;PICK1;ARHGEF9;GABRG2;GABRB3;GABRA5;CHRNB2;GABRA4;CAMKK1;GNG3;PRKAR1A;ARHGEF7;RASGRF2;PRKAR2B;GABRA3;KCNJ6;MAPK3;GRIN2B;ERBB4;KCNJ4;AP2S1;GNAL;CACNG8;GNB2;GRIA3;GRIK5;GNG13;KIF17;CACNG2;KPNA2;CHRNA4;KCNJ10;CAMK1;PPM1E;ADCY8;KCNJ3;MDM2;PRKAG2;NBEA;RPS6KA3;RPS6KA2;PRKACB;GNB4;GABRG3;GRIK3;NCALD;CREB1"
"Protein-protein Interactions At Synapses R-HSA-6794362",5.1124671602978e-12,1.18200240746085e-09,0.887074988399873,0.644228091674822,2.18032560345018,88,"STXBP1;EPB41L1;SYT1;NRXN2;SHANK1;DLGAP3;NRXN1;STX1A;GRIA1;SHANK3;RTN3;HOMER1;DLGAP1;PPFIA4;PTPRS;DLGAP4;GRIA4;LRRTM4;GPRIN1;SYT7;SLITRK1;SIPA1L1;APBA1;PPFIBP1;PPFIA2;FLOT1;LRRC4B;SLITRK5;GRM5;SLITRK3;NLGN2;LRRTM1;SHANK2;LRFN3;GRIN2B;NTRK3;SLITRK2;SLITRK4;EPB41L3;NRXN3;GRIA3;NLGN3;APBA2;PPFIA1"
"Cardiac Conduction R-HSA-5576891",2.89535193107724e-11,5.57837805387549e-09,0.863415391606693,0.582224144999415,2.03907509581532,125,"ATP1A2;CAMK2A;CAMK2G;FXYD7;ATP1B2;CALM1;SLC8A1;FXYD1;CAMK2B;ATP1A3;SLC8A2;SRI;ATP2A2;ATP2B1;AHCYL1;PRKCA;FGF12;CAMK2D;ASPH;SCN2A;ITPR1;SCN1B;CACNB1;ATP1B3;FGF13;RYR2;KCNIP2;SCN3B;RYR3;CACNB2;SCN2B;CACNG7;HIPK1;KCND3;ATP2B3;KCNK10;SCN8A"
"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",6.77672743975362e-11,1.11912813147931e-08,0.839088935621274,0.595129075555593,2.05195244440691,111,"COX6A1;COX6B1;ATP5PD;ATP5MF;NDUFB3;NDUFB9;CYCS;COX7A2L;COX5A;COX5B;UQCR11;ATP5PB;NDUFS5;NDUFB8;NDUFA5;SDHA;NDUFA8;UQCRC2;COX7B;NDUFV3;ATP5F1B;COX7C;ATP5F1D;CCNI;COX4I1;NDUFS1;ATP5PF;ATP5ME;COX6C;COA1;SLC25A27;ATP5F1C;NDUFA1;NDUFAB1;NDUFB5;NDUFS3;UQCR10;NDUFB10;NDUFB1;ATP5MC3;NDUFA2;NDUFA11;NDUFS8;NDUFB2;NDUFB4;NDUFS2;NDUFA13;NDUFAF4;COX20;NDUFA9;SDHB;ATP5F1A;NDUFC1"
"Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517",8.62489389830779e-11,1.24629716830548e-08,0.839088935621274,0.55116389108087,1.96375625755481,159,"ACO2;LDHB;COX6A1;COX6B1;BSG;ATP5PD;ATP5MF;NDUFB3;NDUFB9;CYCS;COX7A2L;COX5A;COX5B;UQCR11;ATP5PB;NDUFS5;CS;NDUFB8;NDUFA5;SDHA;NDUFA8;UQCRC2;MDH2;COX7B;NDUFV3;ATP5F1B;COX7C;ATP5F1D;CCNI;COX4I1;NDUFS1;ATP5PF;ATP5ME;COX6C;NNT;COA1;SLC25A27;PDK2;VDAC1;ATP5F1C;NDUFA1;NDUFAB1;NDUFB5;NDUFS3;UQCR10;NDUFB10;IDH3A;NDUFB1;ATP5MC3;PDK3;NDUFA2;NDUFA11;PDHB;NDUFS8;NDUFB2;NDUFB4;NDUFS2;NDUFA13;IDH3G;IDH2;NDUFAF4;RXRA;COX20;NDUFA9;SDHB;ATP5F1A;NDUFC1;GLO1;OGDH"
"Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721",1.1225025605228e-10,1.44179217773818e-08,0.839088935621274,0.800433904921634,2.32252751856848,31,"CAMK2A;CAMK2G;EPB41L1;TSPAN7;CAMK2B;PRKCB;NSF;GRIA2;PRKCA;GRIA1;AP2M1;CAMK2D;AP2A1;AP2B1;GRIA4;CACNG3;PRKCG;PICK1"
"Respiratory Electron Transport R-HSA-611105",3.81552008903656e-10,4.41074122292626e-08,0.814035837847908,0.619188543352501,2.09742484573669,89,"COX6A1;COX6B1;NDUFB3;NDUFB9;CYCS;COX7A2L;COX5A;COX5B;UQCR11;NDUFS5;NDUFB8;NDUFA5;SDHA;NDUFA8;UQCRC2;COX7B;NDUFV3;COX7C;CCNI;COX4I1;NDUFS1;COX6C;COA1;NDUFA1;NDUFAB1;NDUFB5;NDUFS3;UQCR10;NDUFB10;NDUFB1;NDUFA2;NDUFA11;NDUFS8;NDUFB2;NDUFB4;NDUFS2;NDUFA13;NDUFAF4;COX20;NDUFA9;SDHB;NDUFC1"
